"","trial","electrodes","pre_13","pre_12","pre_11","pre_10","pre_9","pre_8","pre_7","pre_6","pre_5","pre_4","pre_3","pre_2","pre_1","post_1","post_2","post_3","post_4","post_5","post_6","post_7","X","SID","newround_time","choice_time","buttonpress_time","reveal_time","self_payoff","other_payoff","self_foregone","other_foregone","RT","side_chosen","self_var_payoff","other_var_payoff","ineq_var_abs","ineq_choice_abs","ineq_foregone_abs","ineq_foregone","ineq_disadvent","ineq_advent","ineq_disadvent_choice","ineq_advent_choice","ineq_var","ineq_choice","chose_equality","self_diff","other_diff","L_self","R_self","L_other","R_other"
"1",1,"LAM1-LAM2",-0.373294134181818,-0.632501584181818,-0.655691968181818,-0.601657518181818,-0.601638368181818,-0.611885418181818,-0.552293786181818,-0.328934236181818,0.0868082138181818,0.557980813818182,0.959795481818182,1.20170743181818,1.19132018181818,0.844654114318182,0.225802664318182,-0.352444585681818,-0.811041235681818,-1.03352466818182,-1.02047036818182,-0.879082968181818,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"2",1,"LHH5-LHH6",1.20264008232323,0.756705082323232,0.423888782323232,0.351823627323232,0.402624020623232,0.771210020623232,1.29255167062323,1.58295207562323,1.58337327082323,1.26972072082323,0.950791138823232,0.963951088823232,1.26187165032323,1.45275133082323,1.34672334282323,1.03322984782323,0.825566584823232,0.827603869323232,0.779038329323232,0.698562974323232,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"3",1,"LAM6-LAM7",0.423644609459596,0.059541209459596,-0.197625490540404,-0.286718301540404,-0.364845405040404,-0.00747660504040404,0.649307294959596,1.1315081249596,1.4771476334596,1.4746962834596,1.2660992834596,0.996253133459596,0.837250633459596,0.628942983459596,0.294197613459596,0.117468870959596,-0.066742029040404,-0.185766084040404,-0.292273149040404,-0.367624065040404,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"4",1,"LAM7-LAM8",0.397990037277778,0.388993700277778,0.193612570777778,-0.0430984942222222,-0.0755750442222222,-0.114840146772222,-0.0444606172722222,0.176328071227778,0.388693234227778,0.367031639727778,0.315596654727778,0.577402966227778,1.00916270322778,1.28008914777778,1.26025289927778,0.901387299277778,0.376922899277778,-0.0654511507222222,-0.287051667222222,-0.261144065222222,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"5",1,"LAM2-LAM3",0.68223492989899,0.38096417989899,-0.0306145201010101,-0.35458402010101,-0.53824166010101,-0.54796726010101,-0.33038362810101,-0.0678968281010101,0.15090176089899,0.35579398339899,0.41899255139899,0.31028228389899,0.18416824489899,-0.0619884276010101,-0.37786637760101,-0.63301571010101,-0.67119716010101,-0.49487696010101,-0.38129216010101,-0.27821426010101,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"6",1,"LHH6-LHH7",1.87500978360657,1.18250848360657,0.517908483606566,0.236465783606566,0.200042747156566,0.442982137156566,1.02325163715657,1.52211028715657,1.83898260565657,1.92698151565657,1.89851151565657,1.82875396565657,1.54927638065657,1.26340185265657,1.12392025265657,0.933194725656566,0.843994610656566,0.927146514656566,0.666362688656566,0.480509566156566,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"7",1,"LAM3-LAM4",-0.525725603631313,-0.710291100531313,-0.809174671881313,-0.925335431381313,-0.973833131381313,-1.04381893493131,-0.701040663581313,-0.00183351358131312,0.682496686418687,1.05526688686869,0.721498699368687,-0.0614933506313131,-0.712303650631313,-0.861382708131313,-0.657416820631313,-0.405589257631313,-0.352095707631313,-0.553315770131313,-0.627903133131313,-0.382846646131313,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"8",1,"LHH7-LHH8",-0.349381861515303,-0.669932161015303,-0.784651238815303,-1.0711689388153,-1.1619898380303,-0.851628867530303,-0.582308192530303,-0.479249152530303,-0.404448322530303,-0.479302798030303,-0.447726623030303,-0.108697013030303,0.104027791969697,0.186319896969697,0.095295653969697,-0.199272621030303,-0.426960971030303,-0.507144303530303,-0.408064460530303,-0.080395285530303,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"9",1,"LIP5-LIP6",1.62601276984848,1.19988649134848,0.632690806348485,0.131826506348485,-0.159430974151515,-0.100575645651515,0.356962539348485,0.844089489348485,0.856324904848485,0.480643254848485,0.0741713712484848,-0.0465529787515152,0.199070836248485,0.442809116248485,0.412550699848485,0.246622420848485,0.102791570848485,0.0966800523484848,0.0884930523484848,-0.0617519686515152,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"10",1,"LAM4-LAM5",0.390687114262626,-0.249689385737374,-0.732864485737374,-0.918497750737374,-1.03341457373737,-0.685967968737374,0.0503932812626263,0.738437531262626,1.22731338126263,1.19976122626263,0.975538026262626,0.776831526262626,0.667196626262626,0.514574246762626,0.153316066762626,-0.354841333237374,-0.596109553737374,-0.434626624237374,-0.338823244237374,0.0053503057626263,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
