"","trial","electrodes","pre_13","pre_12","pre_11","pre_10","pre_9","pre_8","pre_7","pre_6","pre_5","pre_4","pre_3","pre_2","pre_1","post_1","post_2","post_3","post_4","post_5","post_6","post_7","X","SID","newround_time","choice_time","buttonpress_time","reveal_time","self_payoff","other_payoff","self_foregone","other_foregone","RT","side_chosen","self_var_payoff","other_var_payoff","ineq_var_abs","ineq_choice_abs","ineq_foregone_abs","ineq_foregone","ineq_disadvent","ineq_advent","ineq_disadvent_choice","ineq_advent_choice","ineq_var","ineq_choice","chose_equality","self_diff","other_diff","L_self","R_self","L_other","R_other"
"1",1,"LAM1-LAM2",0.16639080680303,0.20787517230303,0.24520555730303,0.26823080730303,0.23997819272303,0.13353239272303,-0.0891410072769697,-0.26482950727697,-0.29082011469697,-0.16573567219697,0.13010617780303,0.29347408780303,0.32939810910303,0.32202910960303,0.16378946210303,0.24444945210303,0.39418957580303,0.44468028730303,0.56943173480303,0.42261227510303,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"2",1,"LHH5-LHH6",0.248958327813131,0.0488888428131313,-0.0777064171868687,-0.0214625201868687,-0.0781624851868687,-0.0529109151868687,0.0420162323131313,0.0343622068131313,0.110997686813131,0.267389901813131,0.352320364313131,0.427690869813131,0.558016492813131,0.382127842813131,0.172064167813131,0.151695721313131,0.00903172931313131,0.149865382813131,0.166693332813131,0.0615975828131313,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"3",1,"LAM6-LAM7",0.328613859062121,0.416385335562121,0.449861496062121,0.430139527612121,0.404885240612121,0.401223790612121,0.507511927612121,0.640907509212121,0.702055266212121,0.808242766212121,0.809023851212121,0.816517001212121,0.778937749712121,0.558907199712121,0.311946464712121,0.158072733962121,0.181191644462121,0.131281744462121,0.257002727962121,0.214107371612121,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"4",1,"LAM7-LAM8",-0.115867785580808,-0.0299335580808081,-0.0816476380808081,-0.178433620080808,-0.274258723980808,-0.365283030980808,-0.301512700980808,-0.222822473980808,-0.229529580080808,-0.191139649580808,-0.268409351080808,-0.207465151580808,-0.187484472580808,-0.224374818580808,-0.270136377080808,-0.406959821580808,-0.348652795080808,-0.302239450180808,-0.310636440180808,-0.231039417230808,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"5",1,"LAM2-LAM3",0.397495291794444,0.309109615794444,0.317135295794444,0.296953614294444,0.201496401444444,0.229033760444444,0.108291493444444,-0.0724430149555556,-0.159075319455556,-0.241498622455556,-0.286897982955556,-0.128960943055556,0.0250699169444445,0.189800116944444,0.275434669444444,0.227019306944444,0.310881191894444,0.280260202394444,0.209103472394444,0.0859024692444444,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"6",1,"LHH6-LHH7",0.363594546624747,0.273395668924747,0.305671738274747,0.256720127774747,0.132325647774747,0.204889553974747,0.166309386474747,0.290771377724747,0.328809510224747,0.339578389224747,0.371800876224747,0.365615357474747,0.537563904974747,0.531920935474748,0.603129827974747,0.547151848724747,0.290019048724747,0.234334576224747,0.180445578724747,0.215501860474747,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"7",1,"LAM3-LAM4",-0.473807861656566,-0.350590495656566,-0.169417132156566,-0.0367159571565657,-0.130818165656566,-0.296727025656566,-0.422035103156566,-0.525779838156566,-0.415687333156566,-0.299589805151566,-0.345649542651566,-0.291649532651566,-0.317868887651566,-0.308000566656566,-0.0520158166565657,0.129087733343434,0.271948033343434,0.235825466843434,-0.0544085831565657,-0.293226633156566,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"8",1,"LHH7-LHH8",0.0891283045151516,0.155363916015152,-0.0420450904848485,-0.323193497984848,-0.416550604984848,-0.346784954984849,-0.272442932984848,-0.192802925984848,-0.133969390484848,-0.180461516484848,-0.0315764819848485,0.0335226140151515,0.0339957064151515,-0.0467193275848485,-0.166403064584848,-0.149724952584848,-0.0443167054848485,0.0608135045151515,0.0339810530151515,0.00930786551515153,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"9",1,"LIP5-LIP6",0.428139023145455,0.274851245445455,0.253576644545455,0.237943948645455,0.268151995845455,0.279352859045455,0.323105493045455,0.460398547545455,0.416099271045455,0.556343135545455,0.554571545545455,0.423063958045455,0.411684613545455,0.308127939545455,0.301203474545455,0.235053300545455,0.369594743545455,0.464709317545455,0.430087160745455,0.412395602245455,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"10",1,"LAM4-LAM5",-0.0731625586262626,0.110383360873737,0.200026100873737,0.239869744873737,0.200400288023737,-0.0267486669762626,-0.0271791189762626,-0.0781083584762626,0.0678070448737374,0.171685424873737,0.146694079373737,0.360594700873737,0.460899513373737,0.311542838373737,0.316760565873737,0.269079839873737,0.201298577373737,0.417320331873737,0.444214493223737,0.348770945723737,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"11",1,"LIP1-LIP2",0.112920129974747,0.196767873474747,0.421275683474747,0.275167651474747,0.119846451474747,0.0424755619747475,-0.105212980025253,-0.0690308340252525,0.0797781799747475,0.132737974474747,0.117907763974747,0.191897041474747,0.307536867474748,0.252167765674747,0.221167287674747,0.198971057674747,-0.00294605032525252,-0.0237849735252525,-0.00617216252525252,-0.0746321900252525,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
