"","trial","electrodes","pre_13","pre_12","pre_11","pre_10","pre_9","pre_8","pre_7","pre_6","pre_5","pre_4","pre_3","pre_2","pre_1","post_1","post_2","post_3","post_4","post_5","post_6","post_7","X","SID","newround_time","choice_time","buttonpress_time","reveal_time","self_payoff","other_payoff","self_foregone","other_foregone","RT","side_chosen","self_var_payoff","other_var_payoff","ineq_var_abs","ineq_choice_abs","ineq_foregone_abs","ineq_foregone","ineq_disadvent","ineq_advent","ineq_disadvent_choice","ineq_advent_choice","ineq_var","ineq_choice","chose_equality","self_diff","other_diff","L_self","R_self","L_other","R_other"
"1",1,"LAM1-LAM2",-0.407151806252525,-0.414072151752525,-0.738110351752525,-1.01935420175253,-1.18659405175253,-1.24580052525253,-1.28696667525253,-1.29337230025253,-1.18434375775253,-0.910140557752525,-0.517033707752525,-0.304349982752525,-0.289433575252525,-0.400705425252525,-0.515423974752525,-0.680455604752525,-0.935314404752525,-1.05841951425253,-0.986770024752525,-0.756816444752525,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"2",1,"LHH5-LHH6",-1.16910978914141,-1.29059888914141,-1.30116278914141,-1.25395738914141,-1.07576979664141,-0.826725486641414,-0.659607739141414,-0.604387844141414,-0.714377986641414,-0.715754786641414,-0.429874584141414,0.0478308708585858,0.493036570858586,0.515414649858586,0.103210699858586,-0.368613000141414,-0.672909862841414,-0.755431256841414,-0.675058106841414,-0.669638606841414,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"3",1,"LAM6-LAM7",0.10225967029798,0.0230930222979798,-0.0679760282020202,-0.12242734770202,0.00130794029797981,0.29199434029798,0.41822778479798,0.29007747429798,0.17043744579798,0.21383144579798,0.57915295129798,1.15352920129798,1.46918067979798,1.30030861979798,0.81721851979798,0.35073854479798,0.0181865497979798,-0.0566061402020202,0.0164501097979798,-0.0113807152020202,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"4",1,"LAM7-LAM8",0.00451248692424241,-0.128755414075758,-0.268121249125758,-0.289309449125758,-0.136045642625758,0.0384067888742424,-0.0766839760757576,-0.295479026075758,-0.452884181075758,-0.496142522575758,-0.333421712075758,-0.0753539620757576,0.0874319429242424,0.0750012024242424,-0.121004258075758,-0.345446963075758,-0.458507276575758,-0.408521201075758,-0.259586793075758,-0.238962138075758,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"5",1,"LAM2-LAM3",-1.03581539527273,-0.996376905022727,-1.04936704502273,-1.18671653452273,-1.31967133702273,-1.32319450087273,-1.12671170087273,-0.742994850872727,-0.331089100872727,-0.0867849772727273,-0.126898749272727,-0.461396129272727,-0.978911829272727,-1.37796367927273,-1.53480325727273,-1.49245942727273,-1.32319512727273,-1.12923386132273,-0.872011311322727,-0.563891561322727,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"6",1,"LHH6-LHH7",-0.0802814086868687,-0.237349898686869,-0.302146298686869,-0.344227098686869,-0.261566498686869,-0.0633915611868687,0.209573938813131,0.517070938813131,0.674909893813131,0.787246056313131,0.959640706313131,1.19322030631313,1.38600515131313,1.18713100081313,0.704210150813131,0.274306615813131,0.00105397581313127,-0.00389617368686873,0.0554363263131313,0.0219602913131313,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"7",1,"LAM3-LAM4",-0.355198333699444,-0.163191383699444,0.0260958663005555,0.231366991300556,0.388710205555556,0.403649805555556,0.360310955555556,0.433216055555556,0.613521305555556,0.858686805555556,0.977647005555556,0.873895605555556,0.763612655555556,0.696861005555556,0.572346091055556,0.243145891055556,-0.0423852654444445,-0.145272365444444,-0.0268627009444445,0.304141699055556,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"8",1,"LHH7-LHH8",-1.36855046353535,-1.34332204853535,-1.09067262853535,-0.810413728535354,-0.602059168035354,-0.411859424535354,-0.0946008945353536,0.266524055464646,0.549932344964646,0.662791396464646,0.718450246464646,0.844206746464646,0.981201046464646,0.871570011464646,0.459567973464646,-0.0225045265353535,-0.370477301535354,-0.522072223285354,-0.693588935285353,-0.946401085285353,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"9",1,"LIP5-LIP6",0.438960277866667,0.0266403278666666,-0.0562385833333333,0.173741800666667,0.528818123666667,0.681482338666667,0.658981438666667,0.648733036166667,0.514730458166667,0.453100543166667,0.687007483166667,0.891001201666667,0.981984630166667,0.996788453166667,1.10379665816667,1.41987815816667,2.07747098466667,2.69047631166667,2.55109570016667,1.82404340016667,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
"10",1,"LAM4-LAM5",-1.24623003320707,-1.03288501070707,-1.09255064070707,-1.25430084820707,-1.33983025320707,-1.27486357570707,-1.09575078570707,-0.930079305707071,-0.754191850707071,-0.473076650707071,-0.0532966407070706,0.356409729292929,0.432700079292929,0.0385250617929294,-0.331948663207071,-0.449225013207071,-0.310718163207071,0.0381439042929292,0.237306279292929,0.199194129292929,3081,"DG_s15",-0.702,0.00200000000007,2.082,2.084,10,10,6,6,2.08,"Left",6,6,0,0,0,0,0,0,0,0,0,0,"10-10",4,4,10,6,10,6
