"","electrode","bin","R2","absBeta","Fstat","p","fstretch","perm_p"
"1","LAC7-LAC8","bin_3",0.00847517894087794,0.0021981084031368,1.93176247327066,0.165933261655706,1.93176247327066,0.8788
"2","LAC7-LAC8","bin_4",0.00204223840782172,0.00114616876029913,0.462490395817295,0.497158410771109,1.93176247327066,0.8788
"3","LAC7-LAC8","bin_5",0.000205982818715824,0.000359767514680269,0.0465617079416224,0.829352596485454,1.93176247327066,0.8788
"4","LAC7-LAC8","bin_6",8.09431030491132e-05,0.000230035912704381,0.0182946221125825,0.892528586024075,1.93176247327066,0.8788
"5","LAC7-LAC8","bin_7",0.00136108878702784,0.00100808666843457,0.308025315671574,0.579443348951315,1.93176247327066,0.8788
"6","LAC7-LAC8","bin_8",0.00517774102373086,0.00187430527921073,1.1762598401923,0.279274337497488,1.93176247327066,0.8788
"7","LAC7-LAC8","bin_9",0.00151450717984421,0.000951049936106064,0.342797792362559,0.558802888397643,1.93176247327066,0.8788
"8","LAC7-LAC8","bin_10",9.55974873770047e-05,0.000230547079015916,0.0216070977314557,0.883268171349202,1.93176247327066,0.8788
"9","LAC7-LAC8","bin_11",0.000211376300216724,0.000320078245282217,0.0477811436503447,0.82716749793815,1.93176247327066,0.8788
"10","LAC7-LAC8","bin_12",0.0032945127988941,0.00133396120059709,0.747020962672635,0.388337467123275,1.93176247327066,0.8788
"11","LAC7-LAC8","bin_13",0.00689944779585669,0.00212629728008783,1.57010808059956,0.211486195983969,1.93176247327066,0.8788
"12","LAC7-LAC8","bin_14",0.00768045355546451,0.00218683646236764,1.74921728565588,0.187311959047344,1.93176247327066,0.8788
