"","region","electrode","first_pred","stepped_pred","anova_perm_p"
"1","Insula","LIN4-LIN5","self_foregone","other_payoff",0
"2","Insula","LIN4-LIN5","self_foregone","ineq_advent",0
"3","Insula","LIN4-LIN5","self_foregone","ineq_disadvent",0
"4","Insula","LIN4-LIN5","self_foregone","other_foregone",0
