"","region","electrode","first_pred","stepped_pred","anova_perm_p"
"1","STS","LTH7-LTH8","ineq_advent","other_payoff",0
"2","STS","LTH7-LTH8","ineq_advent","ineq_disadvent",0
"3","STS","LTH7-LTH8","ineq_advent","self_foregone",0.004
"4","STS","LTH7-LTH8","ineq_advent","other_foregone",0.006
