"","electrode","bin","R2","absBeta","Fstat","p","fstretch","perm_p"
"1","RTH6-RTH7","pre_15",5.79189506611643e-05,0.000589830062957544,0.0130904410340315,0.909011620929891,3.80828890751068,0.9168
"2","RTH6-RTH7","pre_14",0.00936063528497751,0.0075567842897138,2.13549314690668,0.145313132705305,3.80828890751068,0.9168
"3","RTH6-RTH7","pre_13",0.00998953060795046,0.008042331155038,2.2804141846936,0.132413725602542,3.80828890751068,0.9168
"4","RTH6-RTH7","pre_12",0.0084810306558164,0.00781209752709431,1.93310767365578,0.165786546065294,3.80828890751068,0.9168
"5","RTH6-RTH7","pre_11",0.0104509397382738,0.00796497404206742,2.38685728247287,0.123758492777065,3.80828890751068,0.9168
"6","RTH6-RTH7","pre_10",0.00277614331575008,0.00401594910296057,0.629155013845777,0.428497368306749,3.80828890751068,0.9168
"7","RTH6-RTH7","pre_9",0.000387619335729388,0.00145483637232672,0.0876359392594034,0.76747619791046,3.80828890751068,0.9168
"8","RTH6-RTH7","pre_8",0.000113607708694199,0.000826835208175968,0.0256782594131042,0.87283170985587,3.80828890751068,0.9168
"9","RTH6-RTH7","pre_7",0.00050582431606724,0.00176733185923119,0.114374148656716,0.735532102124261,3.80828890751068,0.9168
"10","RTH6-RTH7","pre_6",0.00504937825637346,0.00571074033547607,1.14695087474848,0.285330722290728,3.80828890751068,0.9168
"11","RTH6-RTH7","pre_5",0.0165715907185723,0.0113395245785452,3.80828890751068,0.0522350636614602,3.80828890751068,0.9168
"12","RTH6-RTH7","pre_4",0.0164322606379315,0.0108594759729011,3.77573476187941,0.0532429299353442,3.80828890751068,0.9168
"13","RTH6-RTH7","pre_3",0.0013276733681336,0.00301389003888879,0.3004530847572,0.584139519909738,3.80828890751068,0.9168
"14","RTH6-RTH7","pre_2",0.000883143204509004,0.00237116096822319,0.199766786899372,0.655337176860282,3.80828890751068,0.9168
"15","RTH6-RTH7","pre_1",0.0102644488201193,0.00873075105840511,2.34382348959935,0.127179023973212,3.80828890751068,0.9168
"16","RTH6-RTH7","post_1",0.0102649350820595,0.0083018593667283,2.34393567609711,0.127169970477055,3.80828890751068,0.9168
"17","RTH6-RTH7","post_2",0.00477813986288036,0.00500853723034352,1.08504410148525,0.298684909835433,3.80828890751068,0.9168
"18","RTH6-RTH7","post_3",0.000968507772848733,0.00224977857594603,0.219094951827651,0.640181472511124,3.80828890751068,0.9168
"19","RTH6-RTH7","post_4",0.00844523956437012,0.00729993826687013,1.92488021610537,0.166686223821502,3.80828890751068,0.9168
"20","RTH6-RTH7","post_5",0.0112756105061221,0.00914421858877627,2.57734915964603,0.109799451279933,3.80828890751068,0.9168
"21","RTH6-RTH7","post_6",0.00266293299650168,0.00420639956386328,0.603429750202264,0.438084685694405,3.80828890751068,0.9168
"22","RTH6-RTH7","post_7",0.000257158616567579,0.00126269901754685,0.0581327966938478,0.809690446451447,3.80828890751068,0.9168
"23","RTH6-RTH7","post_8",0.000657058263919316,0.00194990476165492,0.14859280177413,0.70024634558082,3.80828890751068,0.9168
"24","RTH6-RTH7","post_9",0.00114276350350307,0.00259821569692005,0.258560024751445,0.61160716528329,3.80828890751068,0.9168
"25","RTH6-RTH7","post_10",0.00158677290412369,0.00347104608093396,0.359180614398569,0.54956197201812,3.80828890751068,0.9168
"26","RTH6-RTH7","post_11",0.000574674557163779,0.00208577863575408,0.129951129526828,0.718819408555305,3.80828890751068,0.9168
"27","RTH6-RTH7","post_12",0.000517460184069873,0.00176385374931642,0.117006547829569,0.73262196203825,3.80828890751068,0.9168
"28","RTH6-RTH7","post_13",0.000219301265747424,0.00115349916676171,0.0495729574712382,0.824009122895988,3.80828890751068,0.9168
"29","RTH6-RTH7","post_14",0.000299879232898511,0.00139833260420095,0.0677930363588026,0.794814711615855,3.80828890751068,0.9168
"30","RTH6-RTH7","post_15",0.00167826770818417,0.00318972203834648,0.379926119787957,0.538263136856863,3.80828890751068,0.9168
"31","RTH6-RTH7","post_16",0.00211552527643627,0.00359331773985953,0.479122307827309,0.489530697531876,3.80828890751068,0.9168
"32","RTH6-RTH7","post_17",0.00506380280243229,0.00558157721229745,1.15024404235485,0.284641949647787,3.80828890751068,0.9168
"33","RTH6-RTH7","post_18",8.21396442621989e-05,0.000696343890475399,0.0185650845326962,0.891741976741689,3.80828890751068,0.9168
"34","RTH6-RTH7","post_19",0.00743835272407528,0.00658043486778175,1.69366579925256,0.194443541772321,3.80828890751068,0.9168
"35","RTH6-RTH7","post_20",0.00933223730737968,0.00757142536872326,2.12895353103582,0.145927872089931,3.80828890751068,0.9168
"36","RTH6-RTH7","post_21",0.00296117207766429,0.00424110119946148,0.671212465162147,0.413492320085665,3.80828890751068,0.9168
"37","RTH6-RTH7","post_22",0.00278924748016166,0.00392401603153273,0.632133106190103,0.427408139480199,3.80828890751068,0.9168
"38","RTH6-RTH7","post_23",0.00243775614548872,0.00376883108386908,0.552279210920899,0.458159716569647,3.80828890751068,0.9168
"39","RTH6-RTH7","post_24",0.00358826818159206,0.00459465885808957,0.813868989237872,0.367939309627521,3.80828890751068,0.9168
"40","RTH6-RTH7","post_25",0.00176573504844089,0.00315944757738346,0.399761994712741,0.527851313776469,3.80828890751068,0.9168
"41","RTH6-RTH7","post_26",9.29032262866636e-05,0.000761077487563458,0.0209980799301573,0.884913333287861,3.80828890751068,0.9168
"42","RTH6-RTH7","post_27",0.00050795972255136,0.00190445807087183,0.114857240148446,0.734995261977297,3.80828890751068,0.9168
"43","RTH6-RTH7","post_28",0.00381591466280768,0.00508201443275476,0.86570015169699,0.353141232163391,3.80828890751068,0.9168
"44","RTH6-RTH7","post_29",0.0100685431486023,0.00751547675026909,2.29863465377857,0.130885213223151,3.80828890751068,0.9168
"45","RTH6-RTH7","post_30",0.015973763124158,0.0101205590488977,3.66867297920961,0.0567065015170494,3.80828890751068,0.9168
"46","RTH6-RTH7","post_31",0.0121985402007584,0.00948465597058213,2.79091517634696,0.0961843185767712,3.80828890751068,0.9168
