"","region","electrode","first_pred","stepped_pred","anova_perm_p"
"1","OFC","LOF3-LOF4","other_payoff","ineq_advent",0.004
"2","OFC","LOF3-LOF4","other_payoff","ineq_disadvent",0
"3","OFC","LOF3-LOF4","other_payoff","self_foregone",0.004
"4","OFC","LOF3-LOF4","other_payoff","other_foregone",0.006
"5","OFC","LOF3-LOF4","other_payoff","self_payoff",NA
