"","electrode","bin","R2","absBeta","Fstat","p","perm_p"
"180","LOF3-LOF4","bin_60",0.000450370940460066,0.000574073223225508,0.101829693678884,0.749939628548116,0.029
"181","LOF3-LOF4","bin_61",0.0101035349799862,0.00261120912731313,2.30670477788878,0.130214548860965,0.029
"182","LOF3-LOF4","bin_62",0.00107682691955226,0.000864039628432964,0.243625226020471,0.622079276385616,0.029
"183","LOF3-LOF4","bin_63",0.000963896920078035,0.000802567189273773,0.218050882511709,0.64097893762317,0.029
"184","ROF1-ROF2","bin_3",0.00871527659330811,0.00214723333140964,1.9869694988526,0.16003270263575,0.001
"185","ROF1-ROF2","bin_4",0.0192619725239384,0.0038527308441264,4.4387039846034,0.0362356695767138,0.001
"186","ROF1-ROF2","bin_5",0.0165443998813618,0.00351650067185451,3.80193510793647,0.0524301663763665,0.001
"187","ROF1-ROF2","bin_6",0.0101512502160471,0.00256213320388739,2.31771020504636,0.129306151820012,0.001
"188","ROF1-ROF2","bin_7",0.0015112610004537,0.00110998524932763,0.342061930958533,0.559224885773966,0.001
"189","ROF1-ROF2","bin_8",0.00228874710146206,0.00137916291029093,0.51844343083001,0.472250420256624,0.001
"190","ROF1-ROF2","bin_9",0.00763770751358918,0.00260582885419877,1.73940697983019,0.188548799232475,0.001
"191","ROF1-ROF2","bin_10",0.00317212603463456,0.00173704814767263,0.719181819199731,0.397309681537478,0.001
"192","ROF1-ROF2","bin_11",0.0097126840489971,0.00303560063051167,2.21659568866168,0.137927911386579,0.001
"193","ROF1-ROF2","bin_12",0.0197927341296751,0.00394885266168303,4.56348169316503,0.0337356612636331,0.001
"194","ROF1-ROF2","bin_13",0.0191984156465527,0.00383927346978353,4.42377133697342,0.0365476805568741,0.001
"195","ROF1-ROF2","bin_14",0.040362523085265,0.00519459846332633,9.50560022582401,0.00230329617137006,0.001
"196","ROF1-ROF2","bin_15",0.0182445899988078,0.00335926964337275,4.19990284517563,0.041581136349128,0.001
"197","ROF1-ROF2","bin_16",0.00471691889440009,0.00174496646200438,1.07107584803937,0.301808690706793,0.001
"198","ROF1-ROF2","bin_17",0.00359701275186427,0.00152680608141918,0.815859539087153,0.367355257800309,0.001
"199","ROF1-ROF2","bin_18",0.00282878393762821,0.001292111538383,0.641118756344034,0.424146896403893,0.001
"200","ROF1-ROF2","bin_19",0.00583630074527614,0.00210327892615943,1.32674726448089,0.250601735884289,0.001
"201","ROF1-ROF2","bin_20",0.00627281055243655,0.00226290992431808,1.42660400148533,0.233571517508645,0.001
"202","ROF1-ROF2","bin_21",0.00275017484548891,0.00157384416554728,0.62325357137485,0.430668270916903,0.001
"203","ROF1-ROF2","bin_22",0.00271300681874156,0.00153906820863676,0.614807518024205,0.433804446335209,0.001
"204","ROF1-ROF2","bin_23",0.00275152799666334,0.00141063969018494,0.623561072995893,0.430554741570026,0.001
"205","ROF1-ROF2","bin_24",0.000187649591409599,0.000402381968984179,0.0424167671475936,0.837012785509392,0.001
"206","ROF1-ROF2","bin_25",0.00156128329962982,0.00142884568444059,0.353401786022915,0.55278840524065,0.001
"207","ROF1-ROF2","bin_26",0.00260387670340583,0.0018660457354719,0.590012454655113,0.443216148596206,0.001
"208","ROF1-ROF2","bin_27",0.00405955703462794,0.00229247252915033,0.921199551947318,0.338185899454615,0.001
"209","ROF1-ROF2","bin_28",0.00405184604471674,0.00221571369716647,0.919442646155151,0.338646035944247,0.001
"210","ROF1-ROF2","bin_29",0.000961523981614842,0.00109558875071222,0.217513564353407,0.641390251028778,0.001
"211","ROF1-ROF2","bin_30",0.00313874790033862,0.00180198861231581,0.711590528754557,0.39980825686623,0.001
"212","ROF1-ROF2","bin_31",0.00728330197496658,0.00252477565629027,1.65810270907817,0.199176694355806,0.001
"213","ROF1-ROF2","bin_32",0.0142632985552969,0.00338299491564834,3.27014857899955,0.0718804264158876,0.001
"214","ROF1-ROF2","bin_33",0.0292000277880131,0.00487329654419626,6.79769928820099,0.00973526136347976,0.001
"215","ROF1-ROF2","bin_34",0.0243363234134215,0.00439967972853463,5.63719775924772,0.0184199700044693,0.001
"216","ROF1-ROF2","bin_35",0.0135475343410318,0.00339136636520111,3.10379148277347,0.0794622256541532,0.001
"217","ROF1-ROF2","bin_36",0.00746651725616951,0.00278435464948146,1.70012692693193,0.19359789952374,0.001
"218","ROF1-ROF2","bin_37",1.4489358424483e-07,1.34380729112947e-05,3.27459547840103e-05,0.99543925178327,0.001
"219","ROF1-ROF2","bin_38",0.00185484109911464,0.00148839376966357,0.419973071713845,0.51760832200662,0.001
"220","ROF1-ROF2","bin_39",0.0113973652426028,0.0036503280517631,2.6055003843484,0.10788884661568,0.001
"221","ROF1-ROF2","bin_40",0.0116262048522881,0.00378745987936008,2.65842974542282,0.104395207652664,0.001
"222","ROF1-ROF2","bin_41",0.0136781013878472,0.00369684726248696,3.13411972095838,0.0780179095669793,0.001
"223","ROF1-ROF2","bin_42",0.0126623683148404,0.00382006309031795,2.89839579422256,0.0900427028843564,0.001
"224","ROF1-ROF2","bin_43",0.00471399127495123,0.00246226231010917,1.07040792174271,0.301959119111716,0.001
"225","ROF1-ROF2","bin_44",0.00449417860745452,0.00221539039783273,1.02026963927137,0.313535261819954,0.001
"226","ROF1-ROF2","bin_45",0.00947266473218512,0.00282644901294705,2.16129545672257,0.142916121522947,0.001
"227","ROF1-ROF2","bin_46",0.00954914124307757,0.00282628642599603,2.17891266573698,0.141305213056649,0.001
"228","ROF1-ROF2","bin_47",0.0314732205492449,0.00490270709628189,7.34409000870689,0.00724436702877416,0.001
"229","ROF1-ROF2","bin_48",0.0213129973102819,0.00417944107492535,4.92163212435223,0.0275171382578758,0.001
"230","ROF1-ROF2","bin_49",0.0106607517182535,0.00292397712110688,2.43529193096275,0.120031008665368,0.001
"231","ROF1-ROF2","bin_50",0.00433888307273953,0.00200540024757454,0.984860770163802,0.322063030121733,0.001
"232","ROF1-ROF2","bin_51",0.00636727815554743,0.00254243648491415,1.44822612170273,0.230071856788442,0.001
"233","ROF1-ROF2","bin_52",0.0206326345478384,0.00414742600533074,4.76121174985103,0.0301388004615037,0.001
"234","ROF1-ROF2","bin_53",0.0118695171661923,0.00294335401375824,2.71473345490408,0.100815168204507,0.001
"235","ROF1-ROF2","bin_54",0.00320103671614813,0.00154924347479247,0.72575747417132,0.39516365244885,0.001
"236","ROF1-ROF2","bin_55",0.00460471479851226,0.00179255731410935,1.04547968021882,0.307643694130346,0.001
"237","ROF1-ROF2","bin_56",0.00577028715057272,0.00199029686378392,1.31165351344406,0.253306840587874,0.001
"238","ROF1-ROF2","bin_57",0.00134947946879051,0.000987400587686052,0.305394483532064,0.581066315535242,0.001
"239","ROF1-ROF2","bin_58",1.04105883269716e-05,9.35755264700366e-05,0.00235281745610951,0.96135594095999,0.001
"240","ROF1-ROF2","bin_59",0.000602986968714306,0.000714164631055329,0.136357276590306,0.712275306365257,0.001
"241","ROF1-ROF2","bin_60",0.00747728266723963,0.00239845483239729,1.70259667943661,0.19327579716609,0.001
"242","ROF1-ROF2","bin_61",0.00264586036496153,0.00146709844827776,0.599550770100696,0.439558755855841,0.001
"243","ROF1-ROF2","bin_62",6.70796542634597e-05,0.000241040378974649,0.0151610188594453,0.902113514370039,0.001
"244","ROF1-ROF2","bin_63",0.00144562421231091,0.00112253274704634,0.327184057177203,0.56789044288751,0.001
"245","ROF2-ROF3","bin_3",0.000394615136638617,0.000422543409773141,0.0892182277434592,0.765447840907822,0.986
"246","ROF2-ROF3","bin_4",0.00213577570370161,0.00124110439967187,0.483718423092036,0.487457359669841,0.986
"247","ROF2-ROF3","bin_5",3.73729613672322e-09,1.75853258953857e-06,8.44628930056075e-07,0.99926752540931,0.986
"248","ROF2-ROF3","bin_6",0.000725165097612872,0.000741134319319884,0.164006243664205,0.685877593200972,0.986
"249","ROF2-ROF3","bin_7",1.10388827379227e-05,8.85751215285121e-05,0.00249481503874119,0.960207843443871,0.986
"250","ROF2-ROF3","bin_8",0.00342438282466776,0.00167403457968193,0.776569790628096,0.379128493472842,0.986
