"","region","electrode","first_pred","stepped_pred","anova_perm_p"
"1","OFC","ROF2-ROF3","self_payoff","other_payoff",0
"2","OFC","ROF2-ROF3","self_payoff","ineq_disadvent",0
"3","OFC","ROF2-ROF3","self_payoff","ineq_advent",0
"4","OFC","ROF2-ROF3","self_payoff","other_foregone",0.024
"5","OFC","ROF2-ROF3","self_payoff","self_foregone",NA
