"","region","electrode","first_pred","stepped_pred","anova_perm_p"
"1","STS","RAM5-RAM6","ineq_advent","other_payoff",0
"2","STS","RAM5-RAM6","ineq_advent","ineq_disadvent",0
"3","STS","RAM5-RAM6","ineq_advent","self_foregone",0.004
"4","STS","RAM5-RAM6","ineq_advent","other_foregone",0.006
