"","electrode","bin","R2","absBeta","Fstat","p","fstretch","perm_p"
"1","LPC1-LPC2","pre_13",0.00215322656067045,0.00116218091476349,0.487679286704743,0.485682287154966,3.36656477534437,0.9012
"2","LPC1-LPC2","pre_12",0.00509868537927909,0.00169921129634767,1.1582082351116,0.282984951442075,3.36656477534437,0.9012
"3","LPC1-LPC2","pre_11",0.0015523656004553,0.000882736529823271,0.351380096076731,0.553925595049285,3.36656477534437,0.9012
"4","LPC1-LPC2","pre_10",0.00183788974656906,0.000994851001027267,0.416127879888317,0.519529815352959,3.36656477534437,0.9012
"5","LPC1-LPC2","pre_9",0.00072676957045108,0.000620704245837943,0.164369381586795,0.68554871643838,3.36656477534437,0.9012
"6","LPC1-LPC2","pre_8",0.000458327605392453,0.000502991810989791,0.103629535095362,0.747814332347625,3.36656477534437,0.9012
"7","LPC1-LPC2","pre_7",0.00120375525603225,0.000842368157900655,0.272376562582116,0.602253109954098,3.36656477534437,0.9012
"8","LPC1-LPC2","pre_6",0.00694921870449229,0.00213836334426676,1.58151371188329,0.209840708442822,3.36656477534437,0.9012
"9","LPC1-LPC2","pre_5",0.00261178696152824,0.00120497249111299,0.591809533729285,0.442523485999027,3.36656477534437,0.9012
"10","LPC1-LPC2","pre_4",0.00357873302776512,0.00139236882776777,0.811698516564734,0.368577631838365,3.36656477534437,0.9012
"11","LPC1-LPC2","pre_3",0.00216176620148115,0.00116022640829815,0.489617600314751,0.484817533066319,3.36656477534437,0.9012
"12","LPC1-LPC2","pre_2",0.00218081702274977,0.00118429480806069,0.493941843922924,0.482897488175276,3.36656477534437,0.9012
"13","LPC1-LPC2","pre_1",0.000245077185006916,0.000396058020229185,0.0554010213379191,0.814131437635483,3.36656477534437,0.9012
"14","LPC1-LPC2","post_1",8.25137829311622e-05,0.000218232213793535,0.0186496537959277,0.891497216007782,3.36656477534437,0.9012
"15","LPC1-LPC2","post_2",0.000623325362248163,0.000608301091678383,0.140959395434306,0.707681235403503,3.36656477534437,0.9012
"16","LPC1-LPC2","post_3",0.00308541334535205,0.00134822304317307,0.69946154403208,0.403848085330277,3.36656477534437,0.9012
"17","LPC1-LPC2","post_4",0.000524627857154066,0.000538605094585267,0.118628131339161,0.730847458230535,3.36656477534437,0.9012
"18","LPC1-LPC2","post_5",5.81998754946143e-05,0.000169632892598962,0.0131539374193029,0.908792181909515,3.36656477534437,0.9012
"19","LPC1-LPC2","post_6",4.03469964259211e-05,0.000146398462708945,0.00911878910800971,0.92400838280731,3.36656477534437,0.9012
"20","LPC1-LPC2","post_7",0.000252329034715223,0.000359946728566862,0.0570407548842599,0.811452236169513,3.36656477534437,0.9012
"21","LPC1-LPC2","post_8",0.0146776614047553,0.00268875619478841,3.36656477534437,0.0678467792604636,3.36656477534437,0.9012
"22","LPC1-LPC2","post_9",0.0134783112386062,0.0026613668223003,3.08771553086629,0.0802395447334504,3.36656477534437,0.9012
"23","LPC1-LPC2","post_10",0.00028285012831007,0.000383009313298669,0.0639422150618104,0.800600084584516,3.36656477534437,0.9012
"24","LPC1-LPC2","post_11",0.000227628545054051,0.000351459810059744,0.0514557639829056,0.820754272238823,3.36656477534437,0.9012
"25","LPC1-LPC2","post_12",0.000231293013374803,0.000389887687289928,0.0522843140192473,0.819341794158325,3.36656477534437,0.9012
"26","LPC1-LPC2","post_13",0.000751562831051422,0.000702530335995023,0.169980951182517,0.68051954431248,3.36656477534437,0.9012
"27","LPC1-LPC2","post_14",0.00202688747448763,0.00111974017882096,0.459006924620421,0.498781417069137,3.36656477534437,0.9012
"28","LPC1-LPC2","post_15",0.000365680802708055,0.000471022503076994,0.0826740937409828,0.773969223417194,3.36656477534437,0.9012
"29","LPC1-LPC2","post_16",0.000508752844238611,0.000561692943397152,0.115036668029978,0.734796191709853,3.36656477534437,0.9012
"30","LPC1-LPC2","post_17",2.87194930446904e-06,4.05677914925354e-05,0.000649062406884332,0.979697211509719,3.36656477534437,0.9012
"31","LPC1-LPC2","post_18",0.000241167080143423,0.000351868656133904,0.0545169077958852,0.81559340114755,3.36656477534437,0.9012
"32","LPC1-LPC2","post_19",1.6129802408911e-05,9.00234639811596e-05,0.00364539414390113,0.951908654205345,3.36656477534437,0.9012
"33","LPC1-LPC2","post_20",0.00520713100989938,0.00162388678934538,1.18297149579685,0.277910459673796,3.36656477534437,0.9012
