"","trial","electrodes","bin_1","bin_2","bin_3","bin_4","bin_5","bin_6","bin_7","bin_8","bin_9","bin_10","bin_11","bin_12","bin_13","bin_14","bin_15","bin_16","bin_17","bin_18","bin_19","bin_20","bin_21","bin_22","bin_23","bin_24","bin_25","bin_26","bin_27","bin_28","bin_29","bin_30","bin_31","bin_32","bin_33","bin_34","bin_35","bin_36","bin_37","bin_38","X","SID","newround_time","choice_time","buttonpress_time","reveal_time","self_payoff","other_payoff","self_foregone","other_foregone","RT","side_chosen","self_var_payoff","other_var_payoff","ineq_var_abs","ineq_choice_abs","ineq_foregone_abs","ineq_disadvent","ineq_advent","ineq_choice","chose_equality","self_diff","other_diff","L_self","R_self","L_other","R_other"
"11",1,"POL RIN11-Ref-POL RIN12-Ref",-0.031038062,-0.0698610393333333,0.0201254426666667,-0.0879998666666667,-0.117403549333333,-0.258600677066667,-0.212030123733333,-0.1163812044,-0.0143783366666667,0.0500523087333333,-0.0301997912666667,-0.0581765412666667,-0.00104297733333333,0.00614885466666668,0.0667925486666667,0.014150602,-0.0936973213333333,-0.149425518953333,-0.0584003669533333,0.0413018917133333,0.114608156666667,0.065799516,-0.0575735713333333,-0.103329806,-0.223397674666667,-0.166532531933333,-0.2221187966,-0.102041175266667,-0.00860313466666666,0.00139072353333333,-0.0973227731333333,-0.106006096466667,-0.0833972933333333,-0.00932716513333333,0.130522314866667,0.170220517533333,0.196948906,-0.0220571413333333,1485,"DG_s08",-0.671,0,1.25,1.266,10,10,10,18,1.25,"Left",10,18,8,0,8,8,0,-8,"10-10",0,-8,10,10,10,18
"12",1,"POL LIN9-Ref-POL LIN10-Ref",0.056576058,0.0745224973333334,0.00978587266666667,-0.070353102,-0.0898412693333333,-0.105533054666667,-0.188394202733333,-0.203695768733333,-0.219568628733333,-0.041813652,-0.118060182666667,-0.142868812666667,-0.250280039333333,-0.181984555,-0.166537361666667,-0.252353337,-0.263158923333333,-0.259437021333333,-0.187267932,-0.1849320206,-0.143725921933333,-0.165308433933333,-0.002189406,0.009617406,0.0769697773333334,-0.121819389333333,-0.146524832666667,-0.124425143333333,-0.047290214,0.0207242473333333,-0.01412466,0.018082344,0.037093444,0.106254156,0.0368810426666667,0.047695112,-0.0325384946666667,0.175450692,1485,"DG_s08",-0.671,0,1.25,1.266,10,10,10,18,1.25,"Left",10,18,8,0,8,8,0,-8,"10-10",0,-8,10,10,10,18
"13",1,"POL RAM7-Ref-POL RAM8-Ref",-0.144534529866667,-0.126706990533333,-0.0350912272,-0.147400083666667,-0.249166529666667,-0.259320434333333,-0.054890081,0.0547581793333333,0.051015048,-0.083891772,-0.201750159,-0.189728213066667,-0.0545586777333333,0.0333125889333333,-0.032905571,-0.0482138675333333,-0.0697525635333333,0.000975050466666669,-0.0197468263333333,-0.000201240333333338,-0.0262823703333333,-0.111142359,-0.105103408333333,-0.115174952333333,-0.0842584712,-0.0680604061333333,-0.0719772928,0.0440555860666667,0.0752603016666667,0.129485577,0.032093817,0.0505881956666667,0.0365639936666667,0.043937181,0.0278263636666667,0.0283188398666667,0.0639439712,-0.0143795811333333,1485,"DG_s08",-0.671,0,1.25,1.266,10,10,10,18,1.25,"Left",10,18,8,0,8,8,0,-8,"10-10",0,-8,10,10,10,18
"14",1,"POL RIN4-Ref-POL RIN5-Ref",-0.0999230659333333,-0.128976387933333,-0.199243495266667,-0.2179797486,-0.246155081933333,-0.205179887266667,-0.130283348066667,-0.137941030066667,-0.1580810294,-0.166698757933333,0.0211314774,0.0517782747333333,0.0641031860666667,-0.120822891266667,-0.154581501933333,-0.160654255933333,-0.132397816666667,-0.146861542666667,-0.1091238394,-0.214125096666667,-0.111442550666667,-0.134815323266667,-0.106432939066667,-0.186828477733333,-0.264199185733333,-0.153691201266667,-0.1414724226,0.0541061667333333,0.102540046733333,0.1447674054,0.0952809987333333,-0.0660961659333333,-0.0419084039333333,-0.0854385412,-0.070775866,-0.132935222666667,-0.141232494733333,-0.1260634326,1485,"DG_s08",-0.671,0,1.25,1.266,10,10,10,18,1.25,"Left",10,18,8,0,8,8,0,-8,"10-10",0,-8,10,10,10,18
"15",1,"POL RIN10-Ref-POL RIN11-Ref",-0.154149604433333,-0.0250634817666667,0.202366152833333,0.256202473433333,0.0642097508333333,-0.134118749833333,-0.0890596407666667,0.0972350498333333,0.158538301166667,0.0736080118333333,-0.0429163321666667,-0.0903547188333333,-0.0836121188333333,-0.125609328166667,-0.0905306781666667,-0.0622142915,-0.0103671837666667,0.0622439801,0.0964388508333333,0.0491014364333333,-0.0144714681,-0.0495139028333333,0.0174381318333333,0.0593793185,0.0160772818333333,0.0898684338333333,0.0718072671666667,0.1601109945,0.134413521166667,-0.00883052550000001,-0.0679905148333333,-0.0980165682333333,-0.0018252949,-0.0355584325,-0.124376907766667,-0.151172309766667,-0.0756606035,-0.00911572816666667,1485,"DG_s08",-0.671,0,1.25,1.266,10,10,10,18,1.25,"Left",10,18,8,0,8,8,0,-8,"10-10",0,-8,10,10,10,18
"16",1,"POL LIN12-Ref-POL LIN13-Ref",-0.03080612,-0.174537846,-0.285533968666667,-0.2957833,-0.318249276666667,-0.2588870806,-0.299363119666667,-0.304782671,-0.3314452744,-0.272062048666667,-0.246992494666667,-0.168649694666667,-0.0832319213333333,-0.0487850013333334,-0.057282166,-0.025935366,0.0392710826666667,0.048858332,-0.158519893333333,-0.163450208733333,0.0244907539333333,0.160089545933333,0.102310899266667,0.0148704859333333,0.0391070859333333,0.151735066,0.173946879333333,0.0675275433333333,-0.0364644733333333,-0.112455153333333,-0.129882415333333,-0.277613618666667,-0.224077650666667,-0.198568690666667,-0.0999233213333333,-0.244986906,-0.251334782666667,-0.172039919333333,1485,"DG_s08",-0.671,0,1.25,1.266,10,10,10,18,1.25,"Left",10,18,8,0,8,8,0,-8,"10-10",0,-8,10,10,10,18
"17",1,"POL LIN4-Ref-POL LIN5-Ref",-0.187103934083333,-0.121427226083333,-0.0638197694166667,-0.01725209495,-0.0472004074166667,-0.213428162083333,-0.300233785416667,-0.32889870737,-0.14830200737,-0.163526040703333,-0.123035962283333,-0.27404679295,-0.24772498295,-0.235919086283333,-0.117993836283333,-0.034300620868,-0.149921076201333,-0.176516115534667,-0.174855118283333,0.0346527683833333,0.0210482537166667,0.0303498937166667,0.0867647883833333,0.143995025716667,0.07634229425,-0.114515067083333,-0.24127364975,-0.260563714283333,-0.204510912883333,-0.00394001954999999,0.06375227645,0.15202235285,-0.04322850315,-0.04883588315,-0.247702047616667,-0.08718052495,0.00572325905,0.0507561423833333,1485,"DG_s08",-0.671,0,1.25,1.266,10,10,10,18,1.25,"Left",10,18,8,0,8,8,0,-8,"10-10",0,-8,10,10,10,18
"18",1,"POL LAM9-Ref-POL LAM10-Ref",-0.2647454396,-0.189299482666667,-0.172589271333333,-0.141122954666667,-0.216558376,-0.204548670626667,-0.0185271006266667,0.215679955373333,0.160201589333333,0.0136856190666667,-0.165004924266667,-0.0582199142666667,-0.102716409333333,0.010854054,-0.0644372786666667,-0.110467152666667,-0.196402613333333,-0.0773630053333333,-0.0733000766666667,-0.130185046,-0.22425396,-0.202154615866667,-0.1190946732,-0.0285193845333333,-0.016862856,-0.145651582,-0.22529194,-0.145954898,0.0740773353333333,0.166317346666667,0.117906324466667,0.0182214044666667,0.00200374446666668,-0.00176113866666666,-0.036097296,-0.0620442406666667,-0.112946706,-0.0881380486666667,1485,"DG_s08",-0.671,0,1.25,1.266,10,10,10,18,1.25,"Left",10,18,8,0,8,8,0,-8,"10-10",0,-8,10,10,10,18
"19",1,"POL LAM8-Ref-POL LAM9-Ref",-0.101790199,0.00282133433333333,0.0933510776666667,0.166706403666667,0.167918850333333,0.188219150333333,0.116899137,0.0720872703333333,-0.064243501,-0.115142449666667,-0.234641904333333,-0.130024765466667,-0.137367321466667,-0.0517045608,-0.114050371666667,-0.172251493666667,-0.167598813,-0.00293354300000001,0.0490468874,-0.00948842726666667,0.0194057727333333,0.0548378103333333,0.120826477,-0.097193243,-0.115156491666667,-0.180794843666667,-0.1877134036,-0.2049833176,-0.0518988376,-0.034597777,-0.073867107,-0.172624140333333,-0.0867334743333333,0.0646278356666667,0.051259149,0.0773464143333333,0.023394561,0.091544341,1485,"DG_s08",-0.671,0,1.25,1.266,10,10,10,18,1.25,"Left",10,18,8,0,8,8,0,-8,"10-10",0,-8,10,10,10,18
"20",1,"POL RIN1-Ref-POL RIN2-Ref",0.12385873375,0.0528625164166667,0.00738405175,0.0789967564166667,0.189361363083333,0.183293701083333,0.120880281083333,0.0674842610833333,0.0618783382833333,0.08166864495,0.24263892495,0.299249235683333,0.247992591683333,0.123912435483333,0.110929578226667,0.108137366226667,0.0692705044266667,0.26026845375,0.303769220416667,0.327739585083333,0.0986447410833333,0.0935845070833333,0.0889936050833333,0.147506385083333,0.09481463975,0.105268496416667,0.0526697570833333,0.11886583595,0.07855760795,0.140226291283333,0.112010017083333,0.0712959170833333,-0.0531028955833333,-0.08977957025,-0.0334784595833333,0.0840530404166667,0.01991166575,0.006875006462,1485,"DG_s08",-0.671,0,1.25,1.266,10,10,10,18,1.25,"Left",10,18,8,0,8,8,0,-8,"10-10",0,-8,10,10,10,18
"21",1,"POL RIN5-Ref-POL RIN6-Ref",0.211157716116667,0.08336280945,0.10805967345,-0.000492369883333333,-0.0249631318833333,-0.0743524738833333,-0.105988313216667,-0.133036231216667,-0.145370295883333,-0.0308086492166667,0.0875817441166667,0.0930315003166667,0.000269160983333332,-0.14992790835,-0.147616523216667,-0.172766875883333,-0.103532917216667,-0.12947049855,-0.13700506655,-0.18665856255,-0.18190361255,-0.216702265883333,-0.190935645216667,-0.183114227883333,-0.0627126278833333,-0.0253895912166667,-0.00415543988333333,0.0262508641166667,-0.0438466638833333,-0.0742035018833333,-0.174510425883333,-0.11637855455,0.00510021545,0.09121948945,0.0409576087833333,-0.06471855855,-0.0515677258833333,-0.02222751255,1485,"DG_s08",-0.671,0,1.25,1.266,10,10,10,18,1.25,"Left",10,18,8,0,8,8,0,-8,"10-10",0,-8,10,10,10,18
"22",2,"POL RIN5-Ref-POL RIN6-Ref",-0.0587583546166667,-0.0173461812833333,0.0157012527166667,-0.0252576292833333,-0.118729204616667,-0.144545432616667,-0.175945661283333,-0.0433502095966667,-0.0163329922633333,-0.0580213595966667,-0.141676472616667,-0.166298095283333,-0.14526545195,-0.192637293283333,-0.21211857195,-0.0864298172833333,0.0187853707166667,0.0627620033833333,-0.0412639026166667,-0.0727638632833333,-0.113576786616667,-0.212950607283333,-0.231678121283333,-0.154707629283333,-0.0320699752833333,0.00854133271666667,-0.0189610592833333,-0.0329866792833333,-0.07930354395,-0.0249547552833333,-0.101328035283333,-0.0623711666166667,-0.0494977786166667,-0.0525640914166667,-0.0533941700833333,-0.114099117416667,-0.119780625283333,-0.151497837283333,1486,"DG_s08",2.266,2.938,4.079,4.079,10,10,12,12,1.141,"Right",12,12,0,0,0,0,0,0,"10-10",-2,-2,12,10,12,10
"23",2,"POL RIN1-Ref-POL RIN2-Ref",-0.106988364666667,-0.211333472,-0.26270098,-0.1715101004,-0.0081493112,0.161568202133333,0.0634448625333333,-0.0124070246666667,-0.106199004,-0.0372214680666667,0.00538661193333334,0.0096243216,-0.0116780056666667,0.0160582036666667,-0.0411693413333333,-0.038789508,-0.108574050666667,-0.123570694,-0.092595898,-0.09865398,0.0341900726666667,-0.0442636453333333,-0.00797703713333333,-0.0221716651333333,0.0143915430666667,-0.0391926828,-0.139571843333333,-0.0894734062,-0.0201725545333333,-0.0115136406666667,0.160195487333333,0.0802379,0.106062476866667,-0.0401421791333333,0.10521340724,0.05533510524,-0.0335562120933333,-0.0691281011333333,1486,"DG_s08",2.266,2.938,4.079,4.079,10,10,12,12,1.141,"Right",12,12,0,0,0,0,0,0,"10-10",-2,-2,12,10,12,10
"24",2,"POL LAM8-Ref-POL LAM9-Ref",-0.009023131,-0.0247288156666667,-0.044789449,0.0280612376666667,0.038687675,0.0511930283333333,-0.0306612516666667,0.000386162999999995,0.0942148623333333,0.165036189666667,0.109013574333333,0.017755269,-0.025422625,-0.00256350473333333,0.0255376912666667,0.0623058512666667,0.115558733,0.172166266333333,0.180184067666667,0.0567682056666667,0.0795256302,0.0361530702,0.146619643533333,0.158825315,0.106277647,0.085750833,0.0341044175,0.113841838833333,0.133959066166667,0.215713303666667,0.257685475666667,0.237141290333333,0.148734022333333,0.141763045666667,0.117516513666667,0.191937513666667,0.149200675,0.235788973,1486,"DG_s08",2.266,2.938,4.079,4.079,10,10,12,12,1.141,"Right",12,12,0,0,0,0,0,0,"10-10",-2,-2,12,10,12,10
"25",2,"POL RIN12-Ref-POL RIN13-Ref",-0.0401340121833333,-0.0387307735166667,-0.05967948085,-0.05818136685,-0.06515153085,0.00556836115000001,-0.08344694045,-0.110169475116667,-0.15197229845,-0.0924031541833333,-0.164240052983333,-0.18564885165,-0.208859304316667,-0.16685129665,-0.22522164265,-0.148454971983333,0.0150575144833333,0.07159533915,0.0186468132833333,-0.0874749153833333,0.0723145332833333,0.143768681816667,0.0757166598166667,-0.110168201516667,-0.196564869583333,-0.208167298783333,-0.19927518945,-0.12530076805,-0.05457491685,0.0343274898166667,-0.0262699901833333,-0.03836264285,-0.0623969761833333,-0.01146955685,-0.0262166435166667,-0.0623819780033333,-0.173893362003333,-0.216030607003333,1486,"DG_s08",2.266,2.938,4.079,4.079,10,10,12,12,1.141,"Right",12,12,0,0,0,0,0,0,"10-10",-2,-2,12,10,12,10
"26",2,"POL LIN2-Ref-POL LIN3-Ref",0.0019780575,-0.0270880225,-0.0686430358333333,-0.0984927413666667,-0.0632839814,-0.0405040486666667,-0.0430902998,-0.0235216371,0.02708426322,0.121459618553333,0.111145862553333,0.1070624855,0.0358749655,0.0099245055,0.0133557761666667,-0.0599357551666667,-0.110531931166667,-0.207311057833333,-0.1452781645,-0.1867955945,-0.201031887833333,-0.2047875045,-0.143158660566667,-0.0710998152333333,-0.1290603719,-0.117721559833333,-0.235103205166667,-0.323938931833333,-0.308107589573333,-0.0789357095733333,0.0262927904266667,0.0660159621666667,0.0156115767,-0.0246277813,-0.0725422119666667,-0.145877946166667,-0.0726764995,-0.0913231741666667,1486,"DG_s08",2.266,2.938,4.079,4.079,10,10,12,12,1.141,"Right",12,12,0,0,0,0,0,0,"10-10",-2,-2,12,10,12,10
"27",2,"POL LIN12-Ref-POL LIN13-Ref",-0.176796496666667,-0.234466372666667,-0.370144218666667,-0.332720665066667,-0.2650493624,0.0518767599333333,0.142063035666667,0.188701951,-0.0261545553333333,0.00453736013333333,-0.0886845012,-0.0836998944,-0.0784820532,-0.0490684938666667,0.0655473166666666,-0.015516926,-0.0257784313333334,-0.225171169333333,-0.2879857206,-0.3125480126,-0.250992442733333,-0.223141402133333,-0.2379938848,-0.2036949922,-0.2238406302,-0.217514448866667,-0.288640513333333,-0.262490124666667,-0.291585285333333,-0.252175274,-0.328588438,-0.278921569333333,-0.296706474,-0.283822619466667,-0.3011106888,-0.275940737466667,-0.199693017333333,-0.169816243333333,1486,"DG_s08",2.266,2.938,4.079,4.079,10,10,12,12,1.141,"Right",12,12,0,0,0,0,0,0,"10-10",-2,-2,12,10,12,10
"28",2,"POL RIN3-Ref-POL RIN4-Ref",0.153884780083333,0.185268166483333,0.183756960483333,0.19069400115,0.134683847816667,0.122857486683333,0.02752675335,0.0297360666833333,0.04851080315,0.0270330384833333,0.01213090915,-0.00834273551666667,0.05592940915,0.124669019816667,0.0927825038166667,0.0850605038166667,0.0108923124166667,0.0106462530833333,-0.0825927735833333,-0.07856194285,0.00709495248333333,0.194951365816667,0.153788549816667,0.0979519078166667,-0.06141921485,0.10249365115,0.147755425816667,0.197445775816667,0.0720928524833333,0.00115688848333333,0.01239330315,0.0935349904833333,0.249240877816667,0.281847378683333,0.34363146535,0.22734797935,0.154378969956667,0.0582160366233333,1486,"DG_s08",2.266,2.938,4.079,4.079,10,10,12,12,1.141,"Right",12,12,0,0,0,0,0,0,"10-10",-2,-2,12,10,12,10
"29",2,"POL LAM9-Ref-POL LAM10-Ref",-0.160528143666667,-0.150421457,-0.201557325,-0.141809561,-0.115341410333333,-0.0286996236666667,-0.0802630463333333,-0.0643721123333333,-0.115131447666667,-0.151746391,-0.270731185666667,-0.209168337,-0.157178214333333,-0.0674691543333333,-0.003853545,-0.0538407563333333,2.32543333333335e-05,-0.0520179183333333,0.0102358783333333,-0.0493164196666667,-0.0243592896666667,-0.0567006056666667,0.00485822033333333,0.018141961,0.0307931996666667,-0.067153585,-0.226332125666667,-0.303741377666667,-0.285408040333333,-0.181969796933333,-0.0278373769333333,0.0427831664,0.0810001618,0.0903649351333333,-1.30215333333378e-05,-0.00699895366666666,-0.0464495696666667,0.0851152783333333,1486,"DG_s08",2.266,2.938,4.079,4.079,10,10,12,12,1.141,"Right",12,12,0,0,0,0,0,0,"10-10",-2,-2,12,10,12,10
"30",2,"POL LIN11-Ref-POL LIN12-Ref",0.0647765988333333,-0.0292311405,-0.0613225678333333,-0.0899433211666667,0.0624450455,0.135947238833333,0.0891704113666667,0.0190968359,-0.0443913374333333,0.0840412533066667,0.12769620944,0.06394304004,-0.0466449125666667,-0.1434097319,-0.0117932285,-0.0324016555666667,-0.0488040682333333,-0.1299287929,-0.105991641166667,-0.177724765833333,-0.224664141833333,-0.216216513833333,-0.1175894825,-0.0670957425,0.00478045683333334,0.0565721935,-0.0205626598333333,-0.196170943166667,-0.2214298525,-0.1246905045,0.0147793208333333,-0.00643242183333333,-0.00930887916666667,-0.0905090618333333,-0.0866718078333333,-0.0868771045,-0.0486218405,-0.0474351571666667,1486,"DG_s08",2.266,2.938,4.079,4.079,10,10,12,12,1.141,"Right",12,12,0,0,0,0,0,0,"10-10",-2,-2,12,10,12,10
"31",2,"POL RAM7-Ref-POL RAM8-Ref",0.00708148053333333,0.1241365792,0.0667673305333333,0.123917372533333,-0.0676347728,-0.0259272974666667,-0.00946506946666667,0.0734338438666667,0.0918343752,0.0540445938666667,0.0728968212,-0.0680158301333333,0.0300914952,0.0283214838666667,0.0361864978,-0.0239120136,-0.0654498229333333,-0.0446581148666667,0.0108137405333333,0.0737568648666667,0.180607743533333,0.134949529533333,0.0835485772,0.0811710672,0.195784096533333,0.153246142533333,0.1130452292,0.0109927272,0.0886638225333333,0.158560215866667,0.156317213493333,0.0998300534933333,0.0905215268266667,0.1530731132,0.355918230533333,0.2815578172,0.264553599866667,0.138218322533333,1486,"DG_s08",2.266,2.938,4.079,4.079,10,10,12,12,1.141,"Right",12,12,0,0,0,0,0,0,"10-10",-2,-2,12,10,12,10
