"","trial","electrodes","bin_3","bin_4","bin_5","bin_6","bin_7","bin_8","bin_9","bin_10","bin_11","bin_12","bin_13","bin_14","bin_15","bin_16","bin_17","bin_18","bin_19","bin_20","bin_21","bin_22","bin_23","bin_24","bin_25","bin_26","X","SID","newround_time","choice_time","buttonpress_time","reveal_time","self_payoff","other_payoff","self_foregone","other_foregone","RT","side_chosen","self_var_payoff","other_var_payoff","ineq_var_abs","ineq_choice_abs","ineq_foregone_abs","ineq_disadvent","ineq_advent","ineq_choice","chose_equality","self_diff","other_diff","L_self","R_self","L_other","R_other"
"24",3,"RIN9-RIN10",0.47378348665,0.34490616665,0.25329255265,0.14670361265,0.05923527265,0.26029569265,0.39082998745,0.23251740945,0.07003157765,0.21801408765,0.27238293465,0.13485925365,0.31979570665,0.35969740065,0.17981361265,0.23889334465,0.29071894165,0.12673490525,0.04717845925,0.11843264865,0.09344345965,0.02393740465,0.03670339765,0.14798142265,2171,"DG_s11",5.812,6.422,7.89,7.89,10,10,8,8,1.468,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"25",3,"LIN4-LIN5",-0.2205734717,-0.2699625417,-0.22176567,-0.135891996,-0.37157049,-0.396651539,-0.18273434,-0.212496121,-0.218888702,-0.172995881,-0.153210445,-0.102613055,-0.236631792,-0.262388879,-0.098158202,-0.31472409,-0.541458713,-0.423571111,-0.2311207004,-0.3013479474,-0.471337736,-0.379856635,-0.232772266,-0.195464075,2171,"DG_s11",5.812,6.422,7.89,7.89,10,10,8,8,1.468,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"26",3,"LIN3-LIN4",-0.08424185295,0.06267740305,-0.08865807695,-0.05396283195,-0.00209538565,-0.01369910665,0.23580464605,0.29087207905,0.33265304505,0.23734397205,0.14625147205,0.35608428205,0.29240348205,0.20834720305,0.18837389105,0.07827439905,0.26273331105,0.30261818105,-0.01440927495,-0.02195723895,-0.01652034395,-0.01595044895,-0.05140313995,0.03455334885,2171,"DG_s11",5.812,6.422,7.89,7.89,10,10,8,8,1.468,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"27",3,"LIN1-LIN2",0.058232239055,0.076683637055,0.088159566255,0.045251249255,-0.072438713745,0.041982539255,0.083289040255,-0.011391762745,0.110166531255,0.147641358255,0.145890028255,0.267693084255,0.374314734255,0.315678856255,0.307102866255,0.345698828255,0.211605070955,0.057330322955,0.028539849255,0.235572663255,0.309560514255,0.283222854255,0.365832364255,0.256459754255,2171,"DG_s11",5.812,6.422,7.89,7.89,10,10,8,8,1.468,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"28",4,"LIN1-LIN2",-0.1776296785,-0.0012857315,0.0518442795,-0.0756134815,-0.1430001765,-0.1895439915,-0.1585533505,-0.2219128565,-0.2033053221,0.0448298779,-0.0089123515,-0.1803219665,-0.0495057065,-0.1303875115,-0.1479545135,0.0601741765,0.0060112725,-0.0144155245,-0.0292246485,-0.0646850275,-0.1265431745,-0.1869477445,0.0170619725,0.1870069785,2172,"DG_s11",8.89,9.5,10.922,10.922,10,10,28,4,1.422,"Right",28,4,24,0,24,0,-24,24,"10-10",-18,6,28,10,4,10
"29",4,"LIN9-LIN10",0.17457220265,0.22114190465,0.18061326865,0.16441553665,0.01172816265,-0.03851491335,-0.19768116935,-0.09889402235,0.11520390765,0.35185544465,0.49891094465,0.17716987465,0.01958686065,0.07515683065,0.10271305565,0.19921742765,0.32811795665,0.35866810965,0.41893053965,0.34215548065,0.31673958365,0.39451838765,0.33050916465,0.49415790465,2172,"DG_s11",8.89,9.5,10.922,10.922,10,10,28,4,1.422,"Right",28,4,24,0,24,0,-24,24,"10-10",-18,6,28,10,4,10
"30",4,"LIN4-LIN5",-0.1678919502,-0.05883651,-0.128039823,-0.344270313,-0.46241283,-0.378949925,-0.2730747785,-0.2152664325,-0.03260336,-0.054100531,-0.101235156,0.089008131,0.111174821,0.104375092,0.033241234,-0.0710300718,-0.0540815388,0.043559209,-0.022264391,-0.0605680316,-0.0562146636,-0.089205477,-0.15119513,-0.100660769,2172,"DG_s11",8.89,9.5,10.922,10.922,10,10,28,4,1.422,"Right",28,4,24,0,24,0,-24,24,"10-10",-18,6,28,10,4,10
"31",4,"LIN2-LIN3",0.14239226405,0.26304850655,0.13949017755,0.10678875875,0.19283840275,0.14601228675,-0.01911377025,0.09342118675,0.42855599675,0.37045514575,0.13732741375,0.15429535375,0.44483910575,0.31015905975,0.00385519474999999,0.13571208575,0.27456589075,0.21028213775,0.20677296775,0.20104415105,0.06045236905,0.06811152275,0.11448029275,0.00116772574999999,2172,"DG_s11",8.89,9.5,10.922,10.922,10,10,28,4,1.422,"Right",28,4,24,0,24,0,-24,24,"10-10",-18,6,28,10,4,10
"32",4,"RIN2-RIN3",0.1979774605,0.1171980505,0.1935586595,0.1453412815,-0.1236488075,-0.0437722995,0.000668329500000003,0.0434874385,0.0334395601,-0.0526366609,-0.2016099115,-0.2487026195,0.0356992145,0.1198505145,-0.0809738125,-0.1653636325,0.1490937405,0.2761846305,0.0944268605,0.0277562745,-0.0588516755,-0.1107915135,-0.1259351025,0.0525324615,2172,"DG_s11",8.89,9.5,10.922,10.922,10,10,28,4,1.422,"Right",28,4,24,0,24,0,-24,24,"10-10",-18,6,28,10,4,10
"33",4,"RIN1-RIN2",-0.16281986,-0.059364063,-0.0497247205,-0.0262388805,0.014742071,0.0266613,-0.026990629,0.049118233,0.162359487,0.326169606,0.450128456,0.234780566,-0.064356899,0.070697016,0.1050552153,-0.0837789597,0.084768039,0.258459933,0.102473158,0.05641145,0.257148022,0.430632736,0.277526476,-0.043654866,2172,"DG_s11",8.89,9.5,10.922,10.922,10,10,28,4,1.422,"Right",28,4,24,0,24,0,-24,24,"10-10",-18,6,28,10,4,10
"34",4,"LIN3-LIN4",0.162260064,0.175139893,0.118894731,0.061095685,0.04876538,0.002213125,-0.014590694,0.0202797808,0.0968637868,0.077561062,0.178236395,0.191754904,0.035372311,0.031229286,0.018330678,-0.021134881,-0.087763811,-0.081021395,0.035051989,0.018808357,0.055961264,0.19164026,0.055893644,0.249165484,2172,"DG_s11",8.89,9.5,10.922,10.922,10,10,28,4,1.422,"Right",28,4,24,0,24,0,-24,24,"10-10",-18,6,28,10,4,10
"35",4,"RIN9-RIN10",-0.0182356215,0.0237682205,-0.1565748195,-0.1362162725,-0.0898252545,0.0520047345,0.1594954475,-0.0761035995,-0.1706153745,0.1546438725,0.3077880165,0.2621358165,0.3730408665,0.3336997045,0.0739398572,0.0153323162,0.1789971685,0.1326020905,-0.0014733145,-0.1494758835,-0.0069212535,0.1137357975,0.0898043075,0.0409581665,2172,"DG_s11",8.89,9.5,10.922,10.922,10,10,28,4,1.422,"Right",28,4,24,0,24,0,-24,24,"10-10",-18,6,28,10,4,10
"36",4,"RIN3-RIN4",0.6281034255,0.4301516695,0.181917232,0.172164915,0.0014543015,0.0410106938,0.0422105948,0.1265247225,0.3474552595,0.212741607,0.032299668,0.0304532595,0.0929910915,0.1230150875,0.1643108045,0.2525585945,0.2698055785,0.1730532875,0.1946972605,0.0214053095,-0.0819006164,0.0154830366,0.0602568725,0.1810167895,2172,"DG_s11",8.89,9.5,10.922,10.922,10,10,28,4,1.422,"Right",28,4,24,0,24,0,-24,24,"10-10",-18,6,28,10,4,10
"37",5,"RIN1-RIN2",0.2570481099,0.2780555999,0.2803885565,0.2237257185,0.0796979535,0.0056815685,-0.0166242305,-0.1577367465,-0.1020118305,0.0471406525,0.0710491525,0.0199705685,-0.1318588035,-0.1454858375,-0.0999584405,-0.1628541155,-0.1377084655,-0.1237148565,-0.1130491065,-0.0038603175,0.0625657575,0.1270113485,0.1692459545,0.0787510115,2173,"DG_s11",11.922,12.531,13.968,13.968,10,10,22,6,1.437,"Left",22,6,16,0,16,0,-16,16,"10-10",-12,4,10,22,10,6
"38",5,"LIN2-LIN3",-0.082901165975,-0.112825909975,-0.171238731975,0.048035423025,0.286998948025,0.062715513025,-0.147716138975,-0.00962212897499999,-0.00512186697499999,-0.061257702975,-0.166137325975,0.003935730025,0.136260453025,0.176198273025,0.119705296025,-0.148787263975,-0.132089275975,0.00055770002500001,-0.118401300975,-0.226300210975,-0.240525714975,-0.254472764775,-0.060133250775,0.008019472025,2173,"DG_s11",11.922,12.531,13.968,13.968,10,10,22,6,1.437,"Left",22,6,16,0,16,0,-16,16,"10-10",-12,4,10,22,10,6
"39",5,"RIN9-RIN10",0.265488079,0.105210493,0.074627007,0.0278851748,0.1402889328,0.360538735,0.49611341,0.3218626067,0.2155884497,0.231584713,0.281603311,0.247271075,0.104614347,0.319665713,0.3074608098,0.1534767978,0.247199456,0.190962723,0.027725545,0.123739731,0.211179581,0.197705954,0.167193376,0.117060192,2173,"DG_s11",11.922,12.531,13.968,13.968,10,10,22,6,1.437,"Left",22,6,16,0,16,0,-16,16,"10-10",-12,4,10,22,10,6
"40",5,"LIN4-LIN5",-0.04533135955,-0.15615403455,0.07408134345,0.18960315245,0.02730126635,-0.05043128365,0.19655855445,0.34639795545,0.20619357245,0.03289395045,-0.09809283055,-0.08962210055,-0.02513662455,0.10433082845,0.21094327845,0.22742468145,0.11789329845,-0.01260463175,0.01771752325,-0.07740501055,-0.10466145455,0.02352222345,0.27795494345,0.32712135345,2173,"DG_s11",11.922,12.531,13.968,13.968,10,10,22,6,1.437,"Left",22,6,16,0,16,0,-16,16,"10-10",-12,4,10,22,10,6
"41",5,"RIN3-RIN4",0.2233499325,0.0688451325,0.2514254145,0.3388885965,0.1888839757,0.0496358237,-0.0125431985,0.0273785155,0.0913102751,0.2930077611,0.5208259025,0.3772883415,0.2910833715,0.2857951525,0.1123300853,0.0705434053,0.1119737955,0.0101388392,0.1071893062,0.1841709425,0.0580286675,0.0190419285,-0.0500941735,-0.0938497275,2173,"DG_s11",11.922,12.531,13.968,13.968,10,10,22,6,1.437,"Left",22,6,16,0,16,0,-16,16,"10-10",-12,4,10,22,10,6
"42",5,"LIN9-LIN10",0.0652438842,-0.1182536958,-0.1960118328,0.1396369072,0.2431867072,0.0537356172,-0.03970754,0.102660898,0.1392870642,0.0621117722,0.1142083132,-0.0472378378,0.1053816622,0.3705063272,0.2579068215,0.0255214015,0.1239677272,0.2492202172,-0.0493662728,-0.1626574793,-0.2199124503,-0.2559757692,-0.0853766902,0.00514875519999999,2173,"DG_s11",11.922,12.531,13.968,13.968,10,10,22,6,1.437,"Left",22,6,16,0,16,0,-16,16,"10-10",-12,4,10,22,10,6
"43",5,"LIN1-LIN2",0.211612063,0.049933218,0.024303147,0.2674768394,0.2449355924,0.359495509,0.497796075,0.43420033,0.336580253,0.219260047,0.500208444,0.610883935,0.311375566,0.153372771,0.230670224,0.281952834,0.29026281,0.447157415,0.43153475,0.383148167,0.445196892,0.3009023714,0.0549946014,-0.014031024,2173,"DG_s11",11.922,12.531,13.968,13.968,10,10,22,6,1.437,"Left",22,6,16,0,16,0,-16,16,"10-10",-12,4,10,22,10,6
"44",5,"RIN2-RIN3",-0.062147496,0.073423184,0.068590161,0.103722913,0.299680623,0.128106765,0.006837172,-0.035245248,-0.081390202,0.224227778,0.323961025,0.25240903,0.3396119309,0.1367011259,0.00145442900000001,0.167606999,0.226230989,0.239900627,0.239615443,0.198919738,0.149510288,-0.013141445,-0.144505455,-0.069438009,2173,"DG_s11",11.922,12.531,13.968,13.968,10,10,22,6,1.437,"Left",22,6,16,0,16,0,-16,16,"10-10",-12,4,10,22,10,6
"45",5,"LIN3-LIN4",0.008634023,0.023090762,0.044585007,0.049112257,0.250862477,0.275740018,0.186833958,0.253750733,0.149503929,0.1322137933,0.1430041473,0.338814857,0.342443685,0.233437065,0.110391825,-0.051541405,0.08452975,0.052835171,-0.019472525,-0.139910786,-0.107702993,0.006352734,0.009610134,0.0228709603,2173,"DG_s11",11.922,12.531,13.968,13.968,10,10,22,6,1.437,"Left",22,6,16,0,16,0,-16,16,"10-10",-12,4,10,22,10,6
"46",6,"RIN9-RIN10",-0.180430173,-0.141521769,-0.113151782,-0.081681712,0.073886919,0.058724899,-0.171162857,-0.2501462141,-0.2043478321,-0.230979958,-0.105442816,-0.103338294,-0.268190196,-0.24026531,-0.014890235,-0.032411623,-0.159455423,-0.194850434,-0.207514314,0.01411223,0.03413956,-0.133732693,-0.169435964,-0.080322151,2174,"DG_s11",14.984,15.593,16.828,16.843,10,10,30,15,1.235,"Right",30,15,15,0,15,0,-15,15,"10-10",-20,-5,30,10,15,10
"47",6,"RIN2-RIN3",0.187977486,0.099080183,-0.026922777,-0.1478062818,-0.1188995618,-0.164721441,-0.236509201,-0.090759389,0.173552321,0.215098711,-0.044583118,-0.09146347,-0.104877361,-0.159327457,-0.088578286,-0.020676147,0.100923758,0.06487995,0.129847264,-0.02883076,-0.077338582,0.153694705,0.085376947,0.055502031,2174,"DG_s11",14.984,15.593,16.828,16.843,10,10,30,15,1.235,"Right",30,15,15,0,15,0,-15,15,"10-10",-20,-5,30,10,15,10
"48",6,"RIN1-RIN2",-0.08414762761,0.01986285139,0.0034450875,-0.0441848555,0.092388833,0.072783113,-0.028245678,-0.014462359,0.005309564,0.214902974,0.390225234,0.250336168,0.002060556,-0.088349857,-0.062776559,-0.0331155204,0.1005931036,0.287269017,0.269331684,0.186516691,0.128632206,0.169248846,0.159591082,0.033843549,2174,"DG_s11",14.984,15.593,16.828,16.843,10,10,30,15,1.235,"Right",30,15,15,0,15,0,-15,15,"10-10",-20,-5,30,10,15,10
"49",6,"LIN2-LIN3",-0.05305697085,-0.06167779985,-0.24151494985,-0.32815249385,-0.28977703785,-0.22121560785,-0.19501925485,-0.15069382585,-0.15174852385,-0.00126606285,0.15944675615,0.03233982615,-0.20949644685,-0.25576389185,-0.31664620885,-0.39959146385,-0.36526429695,-0.18410336695,0.03883485115,-0.02054134285,-0.00189280984999998,0.23480322415,0.26895721615,0.30434538615,2174,"DG_s11",14.984,15.593,16.828,16.843,10,10,30,15,1.235,"Right",30,15,15,0,15,0,-15,15,"10-10",-20,-5,30,10,15,10
"50",6,"RIN3-RIN4",-0.04955154615,-0.03629719315,-0.00724163115,-0.08633065815,-0.06472700515,0.13039364085,0.19688256085,0.10830988685,0.01799907685,0.03987994785,0.11189002685,0.12814682585,-0.01925705115,-0.10926239215,-0.02729232115,0.02921760885,0.07885329585,0.02054507585,0.16439950585,0.27331314485,0.13211535285,-0.02562026645,-0.09280787345,-0.12034234315,2174,"DG_s11",14.984,15.593,16.828,16.843,10,10,30,15,1.235,"Right",30,15,15,0,15,0,-15,15,"10-10",-20,-5,30,10,15,10
