"","trial","electrodes","bin_3","bin_4","bin_5","bin_6","bin_7","bin_8","bin_9","bin_10","bin_11","bin_12","bin_13","bin_14","bin_15","bin_16","bin_17","bin_18","bin_19","bin_20","bin_21","bin_22","bin_23","bin_24","bin_25","bin_26","X","SID","newround_time","choice_time","buttonpress_time","reveal_time","self_payoff","other_payoff","self_foregone","other_foregone","RT","side_chosen","self_var_payoff","other_var_payoff","ineq_var_abs","ineq_choice_abs","ineq_foregone_abs","ineq_disadvent","ineq_advent","ineq_choice","chose_equality","self_diff","other_diff","L_self","R_self","L_other","R_other"
"181",21,"LIN1-LIN2",0.0471722804,0.046407898,0.0278375887,0.0688763069,0.0609388432,0.108955316,0.044036764,0.058652878,0.211796323,0.1650755105,0.0353544795,-0.0880553327,0.0396663443,0.2336722894,0.1534103744,0.306329312,0.284379447,0.079727131,0.085016391,0.139609655,0.1016321641,0.1624770341,0.196132394,0.056433128,2189,"DG_s11",54.25,54.859,55.578,55.578,10,10,13,1,0.719,"Left",13,1,12,0,12,0,-12,12,"10-10",-3,9,10,13,10,1
"182",21,"LIN4-LIN5",0.279428451665,0.341070923665,0.169375999665,0.131052255665,0.137653956665,0.174282984665,0.145787580665,-0.138339275335,-0.030483167335,0.113995641665,0.032306101665,0.168565092665,0.121000773665,-0.157661392335,-0.091187787335,0.001699588665,0.001721370665,0.275184620665,0.292458931665,0.052729941665,0.169492503665,0.256813171665,0.299253097665,0.334369786665,2189,"DG_s11",54.25,54.859,55.578,55.578,10,10,13,1,0.719,"Left",13,1,12,0,12,0,-12,12,"10-10",-3,9,10,13,10,1
"183",21,"RIN1-RIN2",-0.1704744505,-0.3029081305,-0.2713678314,-0.081599984,-0.0274600711,-0.2118888685,-0.1626219035,-0.1440257215,-0.2129827088,-0.1331624308,-0.0865759135,-0.1211419395,-0.0661590935,0.0257293025,-0.04297657076,-0.14547998576,-0.2644240325,-0.2666125215,-0.1993625565,-0.0721799225,0.0716785625,-0.0564012875,-0.2020775635,-0.0731115435,2189,"DG_s11",54.25,54.859,55.578,55.578,10,10,13,1,0.719,"Left",13,1,12,0,12,0,-12,12,"10-10",-3,9,10,13,10,1
"184",21,"RIN2-RIN3",-0.24155471,0.00787634299999999,0.292454353,0.134024086,-0.021082823,0.009856718,0.020453161,-0.132902316,-0.06767808,0.0673620477,0.019973252,0.1497713363,0.222296132,0.1132140281,-0.0753759502,-0.1112575573,-0.193166449,-0.165742822,0.096626402,0.078377985,-0.223372509,-0.328522719,-0.247968826,-0.073002378,2189,"DG_s11",54.25,54.859,55.578,55.578,10,10,13,1,0.719,"Left",13,1,12,0,12,0,-12,12,"10-10",-3,9,10,13,10,1
"185",21,"RIN3-RIN4",-0.1190636915,0.1400469785,0.1993257855,-0.0230456245,-0.0891112285,-0.0338222388,-0.1703808918,-0.2545827547,-0.0485059457,-0.0399830325,-0.1778837685,0.1159377615,0.2208908185,-0.0833882505,-0.0449865005,-0.0490545415,-0.1441879866,-0.0841292986,-0.0677790875,-0.0959229855,-0.2240141905,-0.1843571005,-0.1293302065,-0.0957946865,2189,"DG_s11",54.25,54.859,55.578,55.578,10,10,13,1,0.719,"Left",13,1,12,0,12,0,-12,12,"10-10",-3,9,10,13,10,1
"186",21,"RIN9-RIN10",-0.1727713214,-0.1110739704,-0.0669954304,-0.2261882419,-0.3196030949,-0.2349656574,-0.0865870174,-0.0863166914,-0.1105129884,-0.1041310794,-0.2002402794,-0.3012353184,-0.2330125122,-0.3148112142,-0.3501748634,-0.0805800134,-0.0810265244,-0.1191782564,-0.1050762474,-0.2040999854,-0.1160166894,-0.1327231594,-0.2644413584,-0.2700558884,2189,"DG_s11",54.25,54.859,55.578,55.578,10,10,13,1,0.719,"Left",13,1,12,0,12,0,-12,12,"10-10",-3,9,10,13,10,1
"187",21,"LIN3-LIN4",0.0710103415,0.1644314815,0.0552667365,-0.0972397135,0.0915064615,0.1499751675,0.1289085285,0.1832169755,0.1361574504,-0.0193509396,0.0656525243,-0.0261442087,-0.0596208535,0.0822896285,0.1834213269,0.2908664899,0.1421398025,0.0114158035,0.0852275845,0.2276567785,0.1707691765,0.1322297713,0.0304194603,-0.0920884345,2189,"DG_s11",54.25,54.859,55.578,55.578,10,10,13,1,0.719,"Left",13,1,12,0,12,0,-12,12,"10-10",-3,9,10,13,10,1
"188",21,"LIN9-LIN10",0.265575583,0.319710588,0.322324288,0.322440241,0.073712118,0.149226445,0.104101248,-0.025477699,0.024583065,0.255287132,0.20327646,-0.033430282,-0.098407405,-0.233189495,-0.082172654,0.090471618,0.19145272242,0.36585824242,0.227235398,0.216037048,0.274599302,0.003652168,-0.14948869576,-0.01021191176,2189,"DG_s11",54.25,54.859,55.578,55.578,10,10,13,1,0.719,"Left",13,1,12,0,12,0,-12,12,"10-10",-3,9,10,13,10,1
"189",21,"LIN2-LIN3",-0.068296086,0.193133954,0.119116955,-0.015856039,0.062538052,0.261810182,0.360748694,0.147919917,0.0241681186,0.0114219886,0.149390817,0.132522995,-0.087432979,0.102620897,0.374673105,0.280885758,0.129310331,0.081304346,0.05463901,0.175133885,0.22496273079,0.31902090179,0.318749361,-0.06710525,2189,"DG_s11",54.25,54.859,55.578,55.578,10,10,13,1,0.719,"Left",13,1,12,0,12,0,-12,12,"10-10",-3,9,10,13,10,1
"190",22,"LIN3-LIN4",0.195536932,0.2547243439,0.1711326629,0.2317410786,0.2142937856,0.270886818,0.260817958,0.185003095,0.28820025,0.257486343,0.108855022,0.242876032,0.262848838,0.188735431,0.189157684,0.246813886,0.340257457,0.327084106,0.313370716,0.385178068,0.563008838,0.443742127,0.152064199,0.088385703,2190,"DG_s11",56.578,57.187,58.25,58.25,10,10,11,7,1.063,"Right",11,7,4,0,4,0,-4,4,"10-10",-1,3,11,10,7,10
"191",22,"RIN2-RIN3",-0.18389191814,-0.31481628214,-0.44866470214,-0.34995142814,-0.08701211814,-0.08747075814,-0.00591256555,-0.09339250155,-0.29493160314,-0.11304838114,0.01419810586,0.06491579586,0.06294489386,0.00217260686,0.01652893286,-0.07034971714,-0.10490887914,-0.09695454914,-0.18756855314,-0.05357148814,0.07132259286,0.17250284486,0.01354038786,-0.17594303214,2190,"DG_s11",56.578,57.187,58.25,58.25,10,10,11,7,1.063,"Right",11,7,4,0,4,0,-4,4,"10-10",-1,3,11,10,7,10
"192",22,"LIN2-LIN3",0.1360140625,0.2679952165,0.3207810485,0.3053482205,0.2278132517,0.1017913887,0.1067496055,0.1859150325,0.1411979045,0.1462535395,0.2959297995,0.4540910795,0.3369404775,0.1705670565,0.1830960235,0.1776384015,0.3219087254,0.3911476144,0.1660230052,0.1566992628,0.4023639401,0.6811045115,0.6018363845,0.2527994145,2190,"DG_s11",56.578,57.187,58.25,58.25,10,10,11,7,1.063,"Right",11,7,4,0,4,0,-4,4,"10-10",-1,3,11,10,7,10
"193",22,"LIN9-LIN10",0.0620383872,0.0504886995,0.0359889805,0.0205764125,0.1669649215,0.1418368895,-0.1247025515,0.0349936685,0.0865656905,-0.1231227135,0.0724053155,0.2927509295,0.2594479535,0.1483532135,0.00128806949999999,-0.0725077905,-0.0450071925,0.0824324475,0.1295824365,0.1034124285,0.0711375415,0.061682969,0.060045919,0.0235197095,2190,"DG_s11",56.578,57.187,58.25,58.25,10,10,11,7,1.063,"Right",11,7,4,0,4,0,-4,4,"10-10",-1,3,11,10,7,10
"194",22,"RIN3-RIN4",0.07181938293,-0.00419898207,-0.17711142007,-0.33456893007,-0.02907374107,0.04238624443,-0.01058106957,-0.06286158507,-0.27256432507,0.03633518493,0.28308143493,0.20976875493,0.09408956393,0.02041933093,-0.03156208807,-0.13795100707,-0.29621537707,-0.12755917507,0.00381190293,-0.02585099707,-0.08403044207,-0.23889307207,-0.20634560207,-0.09271380507,2190,"DG_s11",56.578,57.187,58.25,58.25,10,10,11,7,1.063,"Right",11,7,4,0,4,0,-4,4,"10-10",-1,3,11,10,7,10
"195",22,"RIN1-RIN2",-0.134208982,-0.133886475,-0.226210986,-0.258136892,-0.069199745,-0.080642786,-0.161103091,-0.276749864,-0.3232122994,0.0709333006,0.179255036,0.131668536,0.1208359885,-0.0413210815,0.054375484,0.154610441,0.0348074859,0.3101482989,0.420536717,0.1341284303,0.0216044173,-0.009575596,0.039302732,0.035704712,2190,"DG_s11",56.578,57.187,58.25,58.25,10,10,11,7,1.063,"Right",11,7,4,0,4,0,-4,4,"10-10",-1,3,11,10,7,10
"196",22,"LIN1-LIN2",0.093314991,0.292386421,0.250715065,0.219266127,0.203661089,-0.077386179,-0.226889193,0.015570705,-0.016391487,-0.010677917,0.2488063998,0.2411122018,-0.044528084,-0.202494966,-0.102547529,-0.097656369,-0.083272928,0.054812572,0.279894026,0.244298058,0.081584715,0.1392223396,0.2620228796,0.101705893,2190,"DG_s11",56.578,57.187,58.25,58.25,10,10,11,7,1.063,"Right",11,7,4,0,4,0,-4,4,"10-10",-1,3,11,10,7,10
"197",22,"LIN4-LIN5",0.162802072165,0.064475826165,0.000399109917500001,-0.0054111480825,0.005723393465,0.170208790465,0.042984475165,0.080253450165,0.152804576165,-0.112190271835,-0.096094037835,-0.116350972635,-0.291637432635,-0.159670100835,-0.069040089835,-0.039122108835,0.059956380165,0.062443632165,0.112725294165,0.108752154165,-0.059088147835,-0.103608452835,0.088916764165,0.151405376565,2190,"DG_s11",56.578,57.187,58.25,58.25,10,10,11,7,1.063,"Right",11,7,4,0,4,0,-4,4,"10-10",-1,3,11,10,7,10
"198",22,"RIN9-RIN10",0.0110210169,-0.0422265941,-0.0588793701,0.000201195659999997,0.14869826166,0.0148978729,-0.1368168881,-0.0246530417,-0.0644073187,-0.1173726541,0.0201538819,0.0050390379,0.0968088299,0.1147044489,0.0134097589,0.1050045939,0.0138338129,-0.0026709871,0.0659472369,0.0127468349,0.0808725659,0.0848928929,0.0187918969,-0.0246135111,2190,"DG_s11",56.578,57.187,58.25,58.25,10,10,11,7,1.063,"Right",11,7,4,0,4,0,-4,4,"10-10",-1,3,11,10,7,10
"199",23,"LIN9-LIN10",0.0165455625,-0.1285661815,-0.1918187295,0.1103212905,-0.0154422315,-0.121215079,-0.018094487,0.0095061525,0.2497439105,0.1484853695,-0.0242704574,0.1774139476,0.153760039,0.06147323,0.0786745155,0.1458606205,0.1719483625,0.0808283005,-0.0597340155,-0.0635578524,-0.0975617884,0.2393209185,0.4429183669,0.1056701769,2191,"DG_s11",59.25,59.859,61.843,61.843,10,10,6,11,1.984,"Right",6,11,5,0,5,5,0,-5,"10-10",4,-1,6,10,11,10
"200",23,"LIN3-LIN4",0.033726684,0.014979655,-0.00207324,0.015759829,0.108696816,0.135497902,0.087790794,-0.014170141,0.0072305958,0.0949915998,-0.027627724,-0.22580512,-0.055805835,-0.020204055,-0.017874547,0.0465146786,-0.0736528554,-0.028244437,0.172552791,0.246532897,0.016543837,-0.129279519,-0.042392609,0.018209965,2191,"DG_s11",59.25,59.859,61.843,61.843,10,10,6,11,1.984,"Right",6,11,5,0,5,5,0,-5,"10-10",4,-1,6,10,11,10
"201",23,"RIN2-RIN3",0.0901982815,0.0710729385,0.1421551785,0.279129826,0.093544018,0.1644092085,0.1096593216,-0.0135999284,-0.0076981275,-0.0643838275,-0.0213574975,-0.0886273575,-0.00372083849999999,0.2412715405,-0.0389858535,-0.2053807837,-0.0669368157,-0.1673278445,-0.1591906443,-0.0974697493,-0.1663807485,-0.0259761955,-0.1216005755,-0.2361022925,2191,"DG_s11",59.25,59.859,61.843,61.843,10,10,6,11,1.984,"Right",6,11,5,0,5,5,0,-5,"10-10",4,-1,6,10,11,10
"202",23,"RIN3-RIN4",0.3730126685,0.4553280315,0.2342657755,0.3441864085,0.3226249196,0.22895205858,0.29302865248,0.1960389065,0.1729321705,0.1408797525,0.2214749265,0.2147899515,0.2903585205,0.4100427005,0.2012177625,0.0680944115,0.0111397216,-0.0799532174,-0.0923506925,-0.0646844425,0.2208951975,0.3550086925,0.19981727392,0.21649005492,2191,"DG_s11",59.25,59.859,61.843,61.843,10,10,6,11,1.984,"Right",6,11,5,0,5,5,0,-5,"10-10",4,-1,6,10,11,10
"203",23,"RIN9-RIN10",-0.0013501665,0.1951819865,0.0442001075,-0.1418069465,-0.1028696865,-0.0726008603,-0.01855696868,-0.02997145188,0.0117168465,0.1095461175,0.0759756535,0.0229695825,0.0996158775,-0.000197611500000004,-0.1183754925,0.0093931095,-0.0261122805,-0.2082592325,0.0089799995,0.2769062695,0.09841919294,0.11616993294,0.3175446765,0.0845091295,2191,"DG_s11",59.25,59.859,61.843,61.843,10,10,6,11,1.984,"Right",6,11,5,0,5,5,0,-5,"10-10",4,-1,6,10,11,10
"204",23,"LIN2-LIN3",-0.1231320075,0.0068256205,0.1558135155,0.2637656515,0.4186488255,0.1949288525,-0.0374436165,0.1013827685,0.1855700285,0.1172948767,0.0422416367,0.1384502215,0.2780202215,0.1001398085,-0.0931620562,-0.1902911362,-0.1468013438,-0.0184293457,-0.0682953934,-0.0019163935,0.0076821955,-0.000701851499999996,0.0972976885,0.0245135825,2191,"DG_s11",59.25,59.859,61.843,61.843,10,10,6,11,1.984,"Right",6,11,5,0,5,5,0,-5,"10-10",4,-1,6,10,11,10
"205",23,"LIN4-LIN5",-0.22596995895,-0.01818747995,0.06458749705,-0.07933284995,-0.08105263795,-0.01255944795,0.02831944105,-0.05464822695,-0.12645949475,0.32303232325,0.33525144705,-0.04953196995,-0.06121495795,-0.11040304095,-0.07353311595,0.01426958495,-0.00891677305,-0.01942955995,-0.19209177695,-0.29176654295,-0.25523896295,-0.17279086595,0.13826439335,0.05054800235,2191,"DG_s11",59.25,59.859,61.843,61.843,10,10,6,11,1.984,"Right",6,11,5,0,5,5,0,-5,"10-10",4,-1,6,10,11,10
"206",23,"LIN1-LIN2",-0.15286747844,0.14894719056,0.54695536656,0.60514011836,0.48712705436,0.31526886356,0.22973030466,0.22003037466,0.21729116056,0.20631155196,0.13553164406,0.10924456366,0.23459740856,0.25628996136,0.13272180486,0.12242217106,0.14800377756,0.02653107756,-0.09238704544,0.06108131456,0.30066187156,0.27988920556,0.16948980256,-0.06378816244,2191,"DG_s11",59.25,59.859,61.843,61.843,10,10,6,11,1.984,"Right",6,11,5,0,5,5,0,-5,"10-10",4,-1,6,10,11,10
"207",23,"RIN1-RIN2",-0.2312877225,-0.1700800985,-0.15787819194,-0.07499785494,0.0973612893,0.2313865583,0.1027187815,-0.1390709752,-0.2653505552,-0.1972460755,-0.071714468,-0.213016191,-0.3443744585,-0.1395210175,-0.0282225045,-0.1862408525,-0.1430675525,0.0263622445,0.1278960625,0.0677856635,-0.1453735105,-0.2982894015,-0.2466035575,-0.0926384705,2191,"DG_s11",59.25,59.859,61.843,61.843,10,10,6,11,1.984,"Right",6,11,5,0,5,5,0,-5,"10-10",4,-1,6,10,11,10
"208",24,"LIN4-LIN5",-0.01971002665,-0.01404058765,-0.04296047545,0.06455318655,0.08372989255,0.21534020755,0.20082153955,-0.07384447045,0.05293307155,0.27517256155,0.23604354575,0.12018094475,0.25404013055,0.11473568155,0.06552237155,0.36174813755,0.30491163955,0.06214414755,-0.01494416715,0.07225196785,-0.03216090945,-0.17881961345,-0.18530121345,-0.10029430045,2192,"DG_s11",62.843,63.453,64.656,64.656,10,10,15,30,1.203,"Right",15,30,15,0,15,15,0,-15,"10-10",-5,-20,15,10,30,10
"209",24,"RIN3-RIN4",0.0782806575,0.2915628175,0.1517903675,0.0243630195,0.0617104605,0.1106721085,0.1685569775,-0.00390952780000001,-0.1496062898,-0.1640440945,-0.1437316925,0.1182545175,0.0742598085,-0.2112155855,-0.0921108525,-0.00929424750000001,-0.0950424525,-0.1268273465,-0.0053909655,0.0480115575,-0.0252370155,0.0675673645,0.1891703515,0.2148567415,2192,"DG_s11",62.843,63.453,64.656,64.656,10,10,15,30,1.203,"Right",15,30,15,0,15,15,0,-15,"10-10",-5,-20,15,10,30,10
"210",24,"LIN2-LIN3",0.1035014845,0.2297576935,0.0301002555,-0.0160562538,0.0268893612,-0.1549761895,-0.1570702075,0.1442837625,0.3674717785,0.2561578485,0.2119307555,0.1997747635,0.02773570295,0.02397206395,-0.0818922275,-0.1632122555,-0.1398714775,-0.0934945565,0.2093973715,0.1467030235,0.0010254598,0.3071828058,0.4714703785,0.4376491785,2192,"DG_s11",62.843,63.453,64.656,64.656,10,10,15,30,1.203,"Right",15,30,15,0,15,15,0,-15,"10-10",-5,-20,15,10,30,10
"211",24,"RIN2-RIN3",0.308387497,0.301366571,0.193250887,0.144895574,0.138549562,0.2564883415,0.2478038985,0.015135958,-0.016703079,-0.071386699,-0.032010123,0.310529467,0.342620155,0.307595725,0.2847015956,0.0984997756,0.098692963,0.226613511,0.2612761889,0.2527847309,0.131058748,0.140901458,0.253857116,0.242165278,2192,"DG_s11",62.843,63.453,64.656,64.656,10,10,15,30,1.203,"Right",15,30,15,0,15,15,0,-15,"10-10",-5,-20,15,10,30,10
"212",24,"RIN9-RIN10",-0.001631478,-0.052878374,0.001139918,0.0333336325,0.1843465195,0.222180551,0.07601273,0.186186474,0.066271324,0.094290494,0.197944676,-0.094431594,-0.195776862,-0.09786443731,0.07522155169,0.167533632,0.183019795,0.29768726,0.294082525,0.094883277,0.178131497,0.274409736,0.101571131,-0.03087629,2192,"DG_s11",62.843,63.453,64.656,64.656,10,10,15,30,1.203,"Right",15,30,15,0,15,15,0,-15,"10-10",-5,-20,15,10,30,10
"213",24,"RIN1-RIN2",0.004171412,0.0910265277,0.1397157927,0.1594502825,0.1144815825,0.0555371865,-0.1205308585,-0.0588008125,0.0315225656,-0.1400318204,0.1675469215,0.6731169695,0.5187420925,0.2345861125,0.1343533825,-0.0321274965,-0.1183769095,-0.0724715945,-0.1545493345,-0.1145349455,0.0850327945,0.2804018345,0.3456797155,0.0814675685,2192,"DG_s11",62.843,63.453,64.656,64.656,10,10,15,30,1.203,"Right",15,30,15,0,15,15,0,-15,"10-10",-5,-20,15,10,30,10
"214",24,"LIN3-LIN4",0.09992874785,0.19295154685,0.20567648185,0.19905271785,0.09848524095,0.13561954095,0.05624724085,0.02027297485,0.11496350085,0.18122863685,0.15590806585,0.17874286405,0.15889217605,0.13042530885,0.11114734985,-0.00891384315,-0.03146839815,0.00488919785,0.13687435185,0.08951911185,0.05351905485,0.10989935185,0.17081642885,0.31362450485,2192,"DG_s11",62.843,63.453,64.656,64.656,10,10,15,30,1.203,"Right",15,30,15,0,15,15,0,-15,"10-10",-5,-20,15,10,30,10
"215",24,"LIN9-LIN10",0.17562366295,0.10630916885,-0.0202738872,0.0917727248,0.20859588085,0.23976321685,0.05641654285,0.20284878685,0.20773898385,0.28377610185,0.42004835785,-0.00581254215,-0.12505816015,-0.00386315315,0.27164058585,0.26035745785,-0.03440527655,0.01424279085,0.16171016125,0.07777039185,0.09766577585,0.27434828105,0.08773833605,-0.11116767415,2192,"DG_s11",62.843,63.453,64.656,64.656,10,10,15,30,1.203,"Right",15,30,15,0,15,15,0,-15,"10-10",-5,-20,15,10,30,10
"216",24,"LIN1-LIN2",0.278556503,0.383853273,0.14603904423,-0.15737452577,-0.132433817,0.0485925278,0.0057952628,0.005550228,-0.047781906,-0.117165538,-0.026007196,0.0205252279,0.2320078259,0.1720858936,0.0751104576,0.060372308,-0.103340969,-0.228914569,-0.172496114,-0.101564164,-0.145910348,-0.071857255,-0.036685774,0.027431427,2192,"DG_s11",62.843,63.453,64.656,64.656,10,10,15,30,1.203,"Right",15,30,15,0,15,15,0,-15,"10-10",-5,-20,15,10,30,10
"217",25,"LIN4-LIN5",0.217405251,0.071575027,-0.07891275,0.092250455,0.245333616,0.066179624,-0.07407821,-0.031058746,0.081141644,0.06371446,-0.040111691,-0.039381872,0.018186,-0.030291393,0.108956944,0.155281911,0.200128506,0.430899807,0.213182097,0.212244386,0.236055884,0.016153674,-0.016383312,0.047679438,2193,"DG_s11",65.656,66.265,67.39,67.39,10,10,18,10,1.125,"Right",18,10,8,0,8,0,-8,8,"10-10",-8,0,18,10,10,10
"218",25,"RIN9-RIN10",0.1631037315,0.1282278995,0.0021373385,-0.0242121555,-0.1072613155,-0.0645682795,-0.0753866295,-0.1140395344,-0.0543764744,-0.0409708035,-0.0307547865,0.0398589075,0.0623569355,0.0285220605,-0.0320462075,0.0018057499,-0.0148936531,0.0178523035,0.0481265515,0.0221618315,0.00174603650000001,-0.1326224496,-0.1520692356,-0.1225980655,2193,"DG_s11",65.656,66.265,67.39,67.39,10,10,18,10,1.125,"Right",18,10,8,0,8,0,-8,8,"10-10",-8,0,18,10,10,10
"219",25,"LIN2-LIN3",0.1917853533,0.196496661,0.141514597,0.151955486,0.0850474816,-0.1061317674,0.065221951,0.3101719757,0.1793712757,0.142440542,0.189451832,0.153817027,0.16485771,0.152131284,0.043663769,-0.141910771,-0.113510772,0.272358758,0.345862485,0.269539565,0.527843734,0.292027134,-0.0387962,0.172844297,2193,"DG_s11",65.656,66.265,67.39,67.39,10,10,18,10,1.125,"Right",18,10,8,0,8,0,-8,8,"10-10",-8,0,18,10,10,10
"220",25,"RIN2-RIN3",0.149060394,-0.035524016,-0.001124238,-0.175525764,-0.271783014,-0.161327176,-0.289504039,-0.323206832,-0.173477376,-0.225817989,-0.215701852,-0.131850185,-0.229781201,-0.06418662,0.039143676,0.027418083,-0.070377432,-0.334466419,-0.363341739,-0.259023923,-0.086614707,-0.117338013,-0.230499637,-0.045164547,2193,"DG_s11",65.656,66.265,67.39,67.39,10,10,18,10,1.125,"Right",18,10,8,0,8,0,-8,8,"10-10",-8,0,18,10,10,10
"221",25,"LIN9-LIN10",0.05102327835,-0.13922170965,0.03151864965,0.20146965245,0.02890883765,-0.04790857715,0.03079308065,-0.08044379335,0.16806019665,0.37836106065,0.36625089065,0.23711485065,0.17377622065,0.26813714965,0.19978954965,0.00125536065000001,0.01637869376,0.07952698376,0.08368452065,0.21981199065,0.23235736065,0.20716229965,0.18564311635,0.17512685735,2193,"DG_s11",65.656,66.265,67.39,67.39,10,10,18,10,1.125,"Right",18,10,8,0,8,0,-8,8,"10-10",-8,0,18,10,10,10
"222",25,"LIN1-LIN2",-0.00542542165,-0.31836689965,-0.15736278365,0.12407975035,0.09643781035,-0.11901512365,-0.31424529947,-0.13407326947,0.05241243635,0.03112765535,-0.00711697864999999,-0.01500587765,-0.06308619465,-0.17113670665,-0.04716618665,-0.01602416265,-0.07545015165,0.02748415235,0.00869026635,0.00191912535000001,0.08537726135,0.04348420535,-0.16316440465,-0.11223189265,2193,"DG_s11",65.656,66.265,67.39,67.39,10,10,18,10,1.125,"Right",18,10,8,0,8,0,-8,8,"10-10",-8,0,18,10,10,10
"223",25,"RIN1-RIN2",-0.0167693355,-0.0021124355,-0.00271169959999999,0.0368525094,-0.0130355795,-0.038051738,-0.072190132,-0.2307949625,-0.1234439065,-0.0304299765,-0.0161643761,-0.1146305461,-0.1056100665,-0.0342074435,0.0198372035,0.0757982915,-0.0424136565,-0.2107267475,-0.2793668415,-0.0766995595,0.00621646250000001,-0.1271252169,-0.0854750419,-0.037981052,2193,"DG_s11",65.656,66.265,67.39,67.39,10,10,18,10,1.125,"Right",18,10,8,0,8,0,-8,8,"10-10",-8,0,18,10,10,10
"224",25,"LIN3-LIN4",0.3198108411,0.1419314821,0.0293386451,0.3050055341,0.2817765481,-0.1057290681,-0.1845275741,-0.2488152579,-0.3428401379,-0.1231042279,0.1960096721,0.1782848691,0.0610441321,0.1563721401,-0.0145093529,-0.1483376879,-0.0681494779,0.1427086621,0.1471987661,0.0507352481,0.4261796441,0.1514495221,-0.1761631849,-0.1109993949,2193,"DG_s11",65.656,66.265,67.39,67.39,10,10,18,10,1.125,"Right",18,10,8,0,8,0,-8,8,"10-10",-8,0,18,10,10,10
"225",25,"RIN3-RIN4",0.28222802345,0.15299171745,-0.07364636455,-0.08288923855,0.01208351845,-0.03333543305,-0.03129620805,0.05603843945,0.03954687345,-0.00665775255,-0.09435327155,-0.08141421655,0.17398275345,0.20416252845,0.03665379845,0.07942949345,0.03871123945,-0.15996820155,-0.08238149155,0.01611793345,-0.09897727755,-0.10729125105,-0.08657768505,0.09391622345,2193,"DG_s11",65.656,66.265,67.39,67.39,10,10,18,10,1.125,"Right",18,10,8,0,8,0,-8,8,"10-10",-8,0,18,10,10,10
"226",26,"RIN2-RIN3",-0.4223462066,-0.333248925,-0.076007645,-0.03231304,-0.166750535,-0.2331796974,-0.3681780024,-0.4140866376,-0.3440906376,-0.321590824,-0.144730093,-0.022636244,-0.139761215,-0.161227395,-0.141517432,-0.160413283,0.129930384,0.1137164473,-0.2536287427,-0.1461279517,-0.0659833747,-0.105828614,-0.021655999,-0.014804325,2194,"DG_s11",68.39,69,69.968,69.968,10,10,6,14,0.968,"Left",6,14,8,0,8,8,0,-8,"10-10",4,-4,10,6,10,14
"227",26,"LIN4-LIN5",-0.0592672279,-0.1511834879,-0.0555338289,0.0109451411,-0.0403215349,-0.0446282469,0.0964955301,0.2482949901,0.0981909886,-0.0112000394,0.1775443551,0.1329236451,0.0352150851,0.0831048011,0.0392967001,0.08026559480756,0.12106174100756,0.0024308703,0.1338711771,0.1188357171,0.0140331481,0.1292209991,0.2723012561,0.3595516151,2194,"DG_s11",68.39,69,69.968,69.968,10,10,6,14,0.968,"Left",6,14,8,0,8,8,0,-8,"10-10",4,-4,10,6,10,14
"228",26,"RIN3-RIN4",-0.02010028155,-0.15754644995,-0.17012554495,0.08107301805,0.22152677305,0.24422017305,0.20158749305,0.08920567305,0.16346607805,0.15848285305,0.01063348305,-0.04028791495,0.20671644505,0.41864788805,0.22904538005,0.03453879005,0.18478808805,0.35915992805,0.27611500805,0.17157455325,0.10102610625,-0.00944987895,-0.05610107195,0.01785370005,2194,"DG_s11",68.39,69,69.968,69.968,10,10,6,14,0.968,"Left",6,14,8,0,8,8,0,-8,"10-10",4,-4,10,6,10,14
"229",26,"LIN2-LIN3",-0.13093682525,0.01270890075,0.03358548075,0.15236671475,0.10157022575,0.06900565175,0.18923642375,0.08286882975,0.17122779718,0.16297405818,0.14087476775,0.12933032575,0.05286150375,0.03260765875,-0.09442351925,-0.14096682525,-0.06093014649,0.07187808051,0.25542677475,0.33189534775,0.14309520275,0.10918086275,0.17642879575,0.09874418075,2194,"DG_s11",68.39,69,69.968,69.968,10,10,6,14,0.968,"Left",6,14,8,0,8,8,0,-8,"10-10",4,-4,10,6,10,14
"230",26,"RIN9-RIN10",0.16056792465,0.05341211265,0.08673500365,0.12516893265,0.08155842435,0.09952225935,0.10799398135,-0.00214372465000001,0.01823884265,0.11975396795,0.23624894135,0.30993067605,0.23749056365,0.09623060565,0.03810753365,0.08184769965,0.06880243865,-0.03245326935,-0.08535672935,0.02002616365,0.21102553365,0.06938541065,0.04237727065,0.19511604165,2194,"DG_s11",68.39,69,69.968,69.968,10,10,6,14,0.968,"Left",6,14,8,0,8,8,0,-8,"10-10",4,-4,10,6,10,14
"231",26,"LIN1-LIN2",-0.27736821687,-0.11769166887,-0.26044648787,-0.34132007787,-0.25513263187,-0.32260435987,-0.28918386187,-0.28531488547,-0.30585321047,-0.39103573987,-0.34531773447,-0.39193073347,-0.50978229887,-0.37611119287,-0.36212513487,-0.43712789887,-0.40238305287,-0.35125284487,-0.22256560487,-0.13663008087,-0.28235570787,-0.36559616287,-0.05126092987,0.02636044113,2194,"DG_s11",68.39,69,69.968,69.968,10,10,6,14,0.968,"Left",6,14,8,0,8,8,0,-8,"10-10",4,-4,10,6,10,14
