"","trial","electrodes","bin_3","bin_4","bin_5","bin_6","bin_7","bin_8","bin_9","bin_10","bin_11","bin_12","bin_13","bin_14","bin_15","bin_16","bin_17","bin_18","bin_19","bin_20","bin_21","bin_22","bin_23","bin_24","bin_25","X","SID","newround_time","choice_time","buttonpress_time","reveal_time","self_payoff","other_payoff","self_foregone","other_foregone","RT","side_chosen","self_var_payoff","other_var_payoff","ineq_var_abs","ineq_choice_abs","ineq_foregone_abs","ineq_disadvent","ineq_advent","ineq_choice","chose_equality","self_diff","other_diff","L_self","R_self","L_other","R_other"
"16",2,"RIN3-RIN4",-0.139351876566667,-0.210118117233333,-0.3217653859,-0.3800122145,-0.411404405166667,-0.2421690205,-0.2331885365,-0.0357537578333333,-0.0458343538333334,0.0494754121666666,-0.0372026611666667,-0.128613823833333,-0.242964383166667,-0.312078951833333,-0.365047369166667,-0.262448527166667,-0.3135163185,-0.288120907166667,-0.359004285833333,-0.3323232935,-0.2518566435,-0.1965003083,-0.0614949539666667,2170,"DG_s11",3.031,3.64,4.797,4.812,12,12,10,10,1.157,"Left",12,12,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"17",2,"LIN1-LIN2",-0.0333831677,0.0101451205,-0.0850732268333333,-0.147913082166667,-0.1560617159,-0.0595040799,-0.0808944325666667,-0.142021418833333,-0.165961598166667,-0.112565832833333,-0.141615158166667,-0.197467586833333,-0.1559411895,-0.0845094241666667,0.0064771579,-0.0757983547666667,-0.0579619534333333,-0.135071388633333,-0.0300957739666667,0.0146368047,0.0201516898333333,-0.0657271641666667,-0.172580730833333,2170,"DG_s11",3.031,3.64,4.797,4.812,12,12,10,10,1.157,"Left",12,12,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"18",2,"RIN1-RIN2",-0.260935297666667,-0.194478267066667,-0.123306773733333,0.0382755416666667,-0.0115011489333333,-0.102684534933333,-0.292974659,-0.337103597666667,-0.224478871666667,-0.0610412916666667,0.00676575566666668,-0.0778540676666667,-0.0956292423333333,-0.137051763666667,-0.0958738176666667,0.044770657,0.266775018,0.128798281333333,-0.100522256,-0.259822789,-0.172401848333333,-0.113051550333333,-0.192552224333333,2170,"DG_s11",3.031,3.64,4.797,4.812,12,12,10,10,1.157,"Left",12,12,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"19",3,"RIN1-RIN2",0.159545899466667,0.113761216133333,0.1262438308,0.176510884133333,0.160644096133333,0.139063764133333,0.0784236734666667,0.0995961599333333,0.121732899933333,0.175885301266667,0.2223145028,0.246716456133333,0.1855195528,0.1053704968,0.0319392368,-0.0290479172,-0.154903957866667,-0.0023134112,0.159788902133333,0.282552645466667,0.1431199428,0.0113449461333333,-0.0445428325333333,2171,"DG_s11",5.812,6.422,7.89,7.89,10,10,8,8,1.468,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"20",3,"LIN2-LIN3",-0.152071975,0.075706359,0.172827257,0.27990376926,0.174329383926667,0.150931129993333,0.169969921733333,0.215567553733333,0.242114764333333,0.3220308692,0.3985410492,0.5248792092,0.366030284333333,0.247904499,0.134594517,0.135385737,0.146108178333333,0.0503195743333333,0.0384823963333333,-0.104331967666667,-0.0940544660666666,-0.0469416920666667,0.0521174159333333,2171,"DG_s11",5.812,6.422,7.89,7.89,10,10,8,8,1.468,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"21",3,"RIN3-RIN4",0.0431079964,0.0409080938666667,0.00610892166666667,-0.0354127723333333,-0.11936554564,-0.16407824624,-0.0759326509066667,-0.00326817093333333,-0.0470754583333333,-0.177095879,-0.101867574333333,0.032161941,0.131581623,0.057846883,0.00937767700000001,-0.0515576802666667,-0.0225623196,-0.0282884456,0.124127856333333,0.139090515666667,0.181715587,-0.0209854596666667,-0.00507822633333333,2171,"DG_s11",5.812,6.422,7.89,7.89,10,10,8,8,1.468,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"22",3,"RIN2-RIN3",0.301025041893333,0.269808307226667,0.263576677926667,0.170534683266667,0.1052847426,0.0412792011666667,0.0970067341933333,0.157599141526667,0.146164938526667,0.1567967915,0.255306684833333,0.3400362799,0.3940670007,0.260426645366667,0.269118477366667,0.1849172799,0.0621433685666667,0.0749358092333333,0.1124918999,0.349833973233333,0.400555732566667,0.40713765388,0.35520445388,2171,"DG_s11",5.812,6.422,7.89,7.89,10,10,8,8,1.468,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"23",3,"LIN9-LIN10",0.0939503618333333,0.102293157973333,0.18917878264,0.0261946773066667,0.0933313345,0.0973995525,0.0885282431666667,0.0782937298333333,-0.00951713950000001,0.0889778418333333,0.0241589151666667,0.170208631166667,0.294927557833333,0.297086157833333,0.323134035833333,0.0510612805,-0.0351133868333333,-0.147202714833333,-0.0484536435,-0.0498536761666667,-0.1300357955,-0.162729178166667,0.0532862818333333,2171,"DG_s11",5.812,6.422,7.89,7.89,10,10,8,8,1.468,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"24",3,"RIN9-RIN10",0.41251161965,0.302143184316667,0.194458370316667,0.11169592165,0.199127130316667,0.274446838183333,0.31464855485,0.14760409485,0.199437954983333,0.17418111165,0.24265640565,0.242035524316667,0.30086604965,0.272005096983333,0.24693114165,0.22601945765,0.211545336716667,0.09820953405,0.09668780805,0.0760152369833333,0.08119377165,0.02152906965,0.11755241365,2171,"DG_s11",5.812,6.422,7.89,7.89,10,10,8,8,1.468,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"25",3,"LIN4-LIN5",-0.251508507466667,-0.223359281466667,-0.195054190333333,-0.291097913666667,-0.311644769666667,-0.322326143,-0.205595190333333,-0.203817585,-0.199102884333333,-0.164293801,-0.121585786333333,-0.206717741666667,-0.194371409,-0.203747839666667,-0.246432941,-0.389794395666667,-0.463374880333333,-0.3340588026,-0.3033010366,-0.365903219266667,-0.402458326333333,-0.320186098333333,-0.218542552333333,2171,"DG_s11",5.812,6.422,7.89,7.89,10,10,8,8,1.468,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"26",3,"LIN3-LIN4",-0.0657315206166667,-0.00775016394999999,-0.0455455066166667,-0.0509320230833333,0.00442714025,0.142246295583333,0.199738783383333,0.37314773005,0.200765000716667,0.27673399205,0.216385825383333,0.31344033205,0.257782979383333,0.201633404716667,0.115030257383333,0.23789081005,0.191193117383333,0.17610169405,0.00139941738333334,-0.0366573226166667,0.000371968050000004,-0.0562879232833333,0.0344210965833333,2171,"DG_s11",5.812,6.422,7.89,7.89,10,10,8,8,1.468,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"27",3,"LIN1-LIN2",0.072454373455,0.0762625881216667,0.063800380255,-0.0231523124116667,0.0330156955883333,0.00220621492166667,0.0737136629216667,0.0476622095883333,0.116615208255,0.152516736921667,0.221632910255,0.303632320921667,0.334825462255,0.329905508921667,0.315748191588333,0.260522985388333,0.149233162721667,0.049083666055,0.165211557588333,0.217237126921667,0.335000227588333,0.304076927588333,0.299599720921667,2171,"DG_s11",5.812,6.422,7.89,7.89,10,10,8,8,1.468,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"28",4,"LIN1-LIN2",-0.0803096715,-0.00440441549999999,-0.0122988735,-0.0988807121666667,-0.1732243875,-0.154173958166667,-0.225832840833333,-0.163348178566667,-0.0902440219,-0.0213478419,-0.0749217848333333,-0.0842382315,-0.155905224833333,-0.0626599295,-0.0827853028333333,0.0282725931666667,0.00624068983333334,-0.0313266235,-0.0408901768333333,-0.106078390166667,-0.1460389075,-0.0515803901666667,0.0629945278333333,2172,"DG_s11",8.89,9.5,10.922,10.922,10,10,28,4,1.422,"Right",28,4,24,0,24,0,-24,24,"10-10",-18,6,28,10,4,10
"29",4,"LIN9-LIN10",0.130905689316667,0.253312561316667,0.12413457865,0.113703399983333,-0.0219508760166667,-0.127694404016667,-0.09569899935,-0.0252151900166667,0.270658743316667,0.37332145465,0.311969387983333,0.151809065316667,0.0294666453166667,0.102171185983333,0.14922035665,0.27081193665,0.319857059316667,0.41728734465,0.32921540865,0.389334993983333,0.31294064065,0.381570783316667,0.431219521316667,2172,"DG_s11",8.89,9.5,10.922,10.922,10,10,28,4,1.422,"Right",28,4,24,0,24,0,-24,24,"10-10",-18,6,28,10,4,10
"30",4,"LIN4-LIN5",-0.1326317138,-0.103880475,-0.250217289,-0.372931355,-0.417490690333333,-0.325467665333333,-0.252726425333333,-0.0945699553333333,-0.106743593666667,-0.0185491043333333,-0.0256692663333333,0.0916344636666667,0.111404232333333,0.0544565323333333,-0.0100656962,-0.0511812215333333,-0.00318704619999999,-0.0186707676666667,-0.00751137473333333,-0.0851866827333333,-0.0521387654,-0.145604748333333,-0.0817695023333333,2172,"DG_s11",8.89,9.5,10.922,10.922,10,10,28,4,1.422,"Right",28,4,24,0,24,0,-24,24,"10-10",-18,6,28,10,4,10
"31",4,"LIN2-LIN3",0.169084416483333,0.194202882283333,0.145348746283333,0.147396146416667,0.149696819083333,0.0634611270833333,0.0834186750833333,0.251823600416667,0.34313128575,0.281094418416667,0.160290857083333,0.330683725083333,0.275511954416667,0.23039028575,0.0694272744166667,0.206661506416667,0.207045236416667,0.25403542775,0.158030743283333,0.154148915283333,0.06558977995,0.0964396764166666,0.0260666844166667,2172,"DG_s11",8.89,9.5,10.922,10.922,10,10,28,4,1.422,"Right",28,4,24,0,24,0,-24,24,"10-10",-18,6,28,10,4,10
"32",4,"RIN2-RIN3",0.1337513105,0.205404803166667,0.0986605245,0.0448402311666667,-0.0595601148333333,-0.0516084035,0.0518640491666667,-0.000133830433333334,0.0163273889,-0.163532063766667,-0.1717673975,-0.104641480166667,0.0425395531666667,0.0071777245,-0.0915023448333333,0.0266732085,0.146603283833333,0.1998668705,0.0657116398333333,-0.0234906668333333,-0.0711006095,-0.125951584833333,0.00315548183333333,2172,"DG_s11",8.89,9.5,10.922,10.922,10,10,28,4,1.422,"Right",28,4,24,0,24,0,-24,24,"10-10",-18,6,28,10,4,10
"33",4,"RIN1-RIN2",-0.160269904666667,-0.0210025243333333,-0.0692159183333333,0.028401565,-0.0182919046666667,0.0279003993333333,0.00462553666666667,0.118365857333333,0.240065693333333,0.385706006,0.288346412666667,0.125355002666667,0.0353921193333333,0.0388714355333333,0.0224440788666667,0.0482521175333333,0.124713890666667,0.172420196,0.105809498,0.171545588666667,0.32458255,0.318955606,0.124047291333333,2172,"DG_s11",8.89,9.5,10.922,10.922,10,10,28,4,1.422,"Right",28,4,24,0,24,0,-24,24,"10-10",-18,6,28,10,4,10
"34",4,"LIN3-LIN4",0.152263306666667,0.151933152,0.0848203873333333,0.0676834766666667,0.00703265,0.0172258906666667,-0.0119577494666667,0.0803263318666667,0.0494767545333333,0.185630741333333,0.112737499333333,0.157504907333333,0.01473276,0.0418887566666667,-0.0229387013333333,-0.0374399746666667,-0.0891734166666667,1.79386666666684e-05,-0.0181253046666667,0.0913397113333333,0.086266876,0.116063236,0.215069689333333,2172,"DG_s11",8.89,9.5,10.922,10.922,10,10,28,4,1.422,"Right",28,4,24,0,24,0,-24,24,"10-10",-18,6,28,10,4,10
"35",4,"RIN9-RIN10",-0.0391272661666667,-0.0615675475,-0.1177810335,-0.137296530833333,0.0212720025,0.0598446158333333,0.0304197725,-0.0885687901666667,0.0271853891666667,0.167358953833333,0.315686183166667,0.312956949833333,0.332960641833333,0.187492976966667,0.0944882749666667,0.0843579529666667,0.1335964305,0.0731541991666667,-0.0853856041666667,-0.0198613635,-0.0085795295,0.139658763833333,0.0233400838333333,2172,"DG_s11",8.89,9.5,10.922,10.922,10,10,28,4,1.422,"Right",28,4,24,0,24,0,-24,24,"10-10",-18,6,28,10,4,10
"36",4,"RIN3-RIN4",0.465306494833333,0.3614750565,0.161347487833333,0.0756768111666667,0.0674097957,-0.0109594023,0.150790076366667,0.193336974833333,0.264477417833333,0.130520271833333,0.0531427511666667,0.0506865948333333,0.1136196975,0.139924958166667,0.219998032833333,0.2377852855,0.225826354833333,0.199211062833333,0.0602261755,0.0292417935666667,-0.0592499737666667,0.0551428355666667,0.116028296833333,2172,"DG_s11",8.89,9.5,10.922,10.922,10,10,28,4,1.422,"Right",28,4,24,0,24,0,-24,24,"10-10",-18,6,28,10,4,10
"37",5,"RIN1-RIN2",0.284120764433333,0.259540746433333,0.261905836833333,0.1273023155,0.0787678448333333,-0.0329309838333333,-0.0795219551666667,-0.104726583166667,-0.0370120331666667,0.0477973495,0.0443095661666667,-0.0715356211666667,-0.100047093833333,-0.151488293833333,-0.120710635166667,-0.146303379166667,-0.136548245833333,-0.113100039833333,-0.0473161471666667,0.0110870361666667,0.112724156166667,0.1264912175,0.1235143255,2173,"DG_s11",11.922,12.531,13.968,13.968,10,10,22,6,1.437,"Left",22,6,16,0,16,0,-16,16,"10-10",-12,4,10,22,10,6
"38",5,"LIN2-LIN3",-0.129421059641667,-0.115222812308333,-0.0421300003083333,0.151327093025,0.113839496358333,0.0208260516916667,-0.0839078883083333,-0.0243988683083333,-0.026268930975,-0.128742332975,-0.020230532975,0.00293643769166667,0.207993199691667,0.0801161483583333,0.0179613883583333,-0.125408884308333,-0.0614703423083333,-0.105151575641667,-0.124277632308333,-0.265873852308333,-0.214991941508333,-0.155095878841667,-0.049295150175,2173,"DG_s11",11.922,12.531,13.968,13.968,10,10,22,6,1.437,"Left",22,6,16,0,16,0,-16,16,"10-10",-12,4,10,22,10,6
"39",5,"RIN9-RIN10",0.212118726,0.0847649933333333,0.0537167898666667,0.108150619866667,0.244324608533333,0.420302776666667,0.365373724466667,0.323669253133333,0.1890212598,0.296829722666667,0.21014301,0.212182812,0.235517944666667,0.252309301866667,0.268092911866667,0.203998463866667,0.190427520666667,0.120164295333333,0.108121037333333,0.133642200666667,0.22144131,0.162611297333333,0.158695050666667,2173,"DG_s11",11.922,12.531,13.968,13.968,10,10,22,6,1.437,"Left",22,6,16,0,16,0,-16,16,"10-10",-12,4,10,22,10,6
"40",5,"LIN4-LIN5",-0.0559427278833333,-0.0289933058833333,0.100680280116667,0.09331022805,0.01767186205,0.0979471627166667,0.230402988116667,0.269030400116667,0.121293252116667,-0.02729679055,-0.07591719655,-0.06598384055,0.05903190945,0.134393078783333,0.22740611345,0.14343472545,0.0783741733166667,0.00362995331666667,-0.05182469935,-0.0577412618833333,-0.0479548992166667,0.179165374116667,0.239900306116667,2173,"DG_s11",11.922,12.531,13.968,13.968,10,10,22,6,1.437,"Left",22,6,16,0,16,0,-16,16,"10-10",-12,4,10,22,10,6
"41",5,"RIN3-RIN4",0.1856005425,0.1768131105,0.2626263185,0.256839005966667,0.128099924633333,0.0225511426333333,0.0204296178333333,0.0503341102333333,0.224130257566667,0.3792990349,0.414782301833333,0.3780161085,0.258095135166667,0.201377271033333,0.111068491033333,0.0854963663666667,0.0429409936333333,0.109926966966667,0.0910724249666667,0.141853519166667,0.0323075065,-0.0143232248333333,-0.0689447568333333,2173,"DG_s11",11.922,12.531,13.968,13.968,10,10,22,6,1.437,"Left",22,6,16,0,16,0,-16,16,"10-10",-12,4,10,22,10,6
"42",5,"LIN9-LIN10",-0.0531751848,-0.1128392448,-0.00357983613333332,0.128121023866667,0.162918463866667,0.00855805906666668,0.0692345910666667,0.0655923570666667,0.137114132533333,0.0732906338666667,0.0127641978666667,0.1021372272,0.183629540533333,0.305567000066667,0.130389366733333,0.1412079334,0.1245982972,0.0912828172,-0.0664851738,-0.221472294466667,-0.204224838066667,-0.1699517684,-0.0541840344,2173,"DG_s11",11.922,12.531,13.968,13.968,10,10,22,6,1.437,"Left",22,6,16,0,16,0,-16,16,"10-10",-12,4,10,22,10,6
"43",5,"LIN1-LIN2",0.0981495476666667,0.092416071,0.135392731933333,0.222417653933333,0.3588543066,0.375963811,0.485030798333333,0.360686973666667,0.299340113,0.404692383,0.482209234333333,0.466102729,0.250985452333333,0.212626921666667,0.231370297666667,0.303886947666667,0.375695091666667,0.403608225,0.437618663,0.402301209666667,0.3505304106,0.183532165933333,0.0443784666,2173,"DG_s11",11.922,12.531,13.968,13.968,10,10,22,6,1.437,"Left",22,6,16,0,16,0,-16,16,"10-10",-12,4,10,22,10,6
"44",5,"RIN2-RIN3",0.0185798483333333,0.034664051,0.129160121,0.185502343666667,0.168837857,0.120911849666667,-0.054446057,-0.018752795,0.0904810136666667,0.220718053666667,0.313013835,0.297640822266667,0.188173902266667,0.130337754933333,0.0735039476666667,0.190024330333333,0.232468079666667,0.238029959666667,0.214260579,0.177769733666667,0.045755987,-0.051180395,-0.100209544333333,2173,"DG_s11",11.922,12.531,13.968,13.968,10,10,22,6,1.437,"Left",22,6,16,0,16,0,-16,16,"10-10",-12,4,10,22,10,6
"45",5,"LIN3-LIN4",0.0203901643333333,0.0304830303333333,0.0473756536666667,0.182330840333333,0.201478994333333,0.274145307666667,0.203404498333333,0.189987915,0.1669910552,0.116156857866667,0.293198340533333,0.256310119,0.353486952333333,0.104028097666667,0.0908302256666667,0.00475655433333334,0.052459123,0.0261358076666667,-0.097167901,-0.080889635,-0.0799510616666667,0.0187909783333333,0.00709824053333333,2173,"DG_s11",11.922,12.531,13.968,13.968,10,10,22,6,1.437,"Left",22,6,16,0,16,0,-16,16,"10-10",-12,4,10,22,10,6
"46",6,"RIN9-RIN10",-0.133825218666667,-0.156243930666667,-0.0679929113333333,-0.0126381386666667,0.0465915426666667,-0.0722922353333333,-0.169430546066667,-0.247674056066667,-0.2093086134,-0.151205124,-0.141968921333333,-0.176011949333333,-0.231850584,-0.117046576666667,-0.0746648686666667,-0.0631733186666667,-0.194638334666667,-0.179908446,-0.078926566,-0.02724845,-0.0297388186666667,-0.149613912666667,-0.106046626,2174,"DG_s11",14.984,15.593,16.828,16.843,10,10,30,15,1.235,"Right",30,15,15,0,15,0,-15,15,"10-10",-20,-5,30,10,15,10
"47",6,"RIN2-RIN3",0.163390081333333,0.01003318,-0.0604657638666667,-0.135286649866667,-0.152331539866667,-0.194421929333333,-0.133571424666667,0.031093912,0.167500516666667,0.0618780926666667,-0.00917667733333333,-0.151439288666667,-0.0856729033333333,-0.149515832666667,-0.0295387606666667,0.0239849773333333,0.07276673,0.124333918,-0.013736282,0.0295215633333333,0.002162012,0.105660034666667,0.0907224206666667,2174,"DG_s11",14.984,15.593,16.828,16.843,10,10,30,15,1.235,"Right",30,15,15,0,15,0,-15,15,"10-10",-20,-5,30,10,15,10
