"","x"
"2716",-0.02563208265
"2717",0.172469127
"2718",-0.0469143365
"2719",-0.1542112045
"2720",-0.1175131345
"2721",0.2931757295
"2722",0.0200537049
"2723",-0.13762310345
"2724",-0.014346556432
"2725",0.211142479
"2726",-0.087350392
"2727",0.0524668555
"2728",-0.07197345465
"2729",0.102469813
"2730",-0.016038519
"2731",-0.10304474935
"2732",-0.0531947396
"2733",0.080297226
"2734",-0.06173183379
"2735",0.037872007
"2736",-0.1934419405
"2737",0.0654998655
"2738",-0.0669433997
"2739",0.00230396035
"2740",0.14120259295
"2741",0.05019619795
"2742",-0.1128051515
"2743",0.087082729
"2744",-0.0059030495
"2745",-0.116845707
"2746",0.1150816125
"2747",0.17718023654
"2748",0.12012529335
"2749",0.0874638089
"2750",0.0118352644
"2751",0.3136000155
"2752",-0.047294512035
"2753",0.031288821
"2754",-0.00510831149
"2755",0.0431603145
"2756",-0.009090641495
"2757",-0.039369893185
"2758",0.1427929235
"2759",-0.05063195305
"2760",0.0013990819
"2761",-0.018978112
"2762",0.0481202905
"2763",0.0015095925
"2764",-0.02572675355
"2765",-0.047744637
"2766",0.1023815335
"2767",-0.0271539445
"2768",0.174100656
"2769",0.0691395295
"2770",-0.0832554445
"2771",-0.1130976972
"2772",-0.15712238585
"2773",-0.143108739
"2774",0.0266422827
"2775",0.01263134675
"2776",0.0775383956
"2777",0.0165942895
"2778",-0.004290298
"2779",-0.0466390972
"2780",0.0554885475
"2781",-0.042906167485
"2782",-0.01247194115
"2783",-0.03687763555
"2784",-0.08980293265
"2785",0.0267248028
"2786",-0.1108696542
"2787",0.0715304765
"2788",-0.0823687695
"2789",0.058043105025
"2790",-0.2056865725
"2791",0.056829887
"2792",-0.035101875
"2793",-0.0630121705
"2794",-0.017150657
"2795",0.0995366005
"2796",0.12821925045
"2797",-0.02411710365
"2798",0.101372764
"2799",0.058736729
"2800",-0.0200405152
"2801",-0.03342185555
"2802",0.0022167645
"2803",-0.06996426695
"2804",0.07246028815
"2805",0.091518327
"2806",0.0434392805
"2807",-0.0517703765
"2808",-0.0799719145
"2809",0.05646447065
"2810",-0.0520161665
"2811",0.032658599
"2812",0.0284691799
"2813",0.05510035128
"2814",-0.112499495
"2815",0.00985356195
"2816",0.013083532
"2817",-0.0012947305
"2818",0.05355584305
"2819",0.0905081015
"2820",0.053833917
"2821",0.125770528
"2822",-0.0230150845
"2823",-0.00545773875
"2824",-0.066206736
"2825",-0.2031801
"2826",0.06600520925
"2827",0.1437359743
"2828",-0.0908882475
"2829",0.120010027
"2830",0.0733607905
"2831",-0.097347025
"2832",-0.017431228
"2833",0.0129134649
"2834",0.068653506
"2835",0.0729139988
"2836",0.192669867
"2837",-0.0013832128
"2838",0.0642586498
"2839",0.0475863735
"2840",-0.049817804
"2841",-0.0165832065
"2842",0.034984092
"2843",0.12888798385
"2844",-0.05065703455
"2845",-0.0866739125
"2846",0.0564319623
"2847",0.00312242617
"2848",0.033886083
"2849",0.05300641715
"2850",0.067381164645
"2851",-0.14190552795
"2852",-0.1442075177
"2853",0.011722379
"2854",-0.0378693335
"2855",-0.0321462365
"2856",0.1039252765
"2857",-0.1017524918
"2858",-0.0366487445
"2859",0.058790517
"2860",0.0695052146
"2861",0.117598331
"2862",0.09165925715
"2863",-0.084695311
"2864",-0.192545091
"2865",-0.028165842
"2866",-0.0198554775
"2867",0.0414539815
"2868",0.0422243575
"2869",0.1676886679
"2870",0.23733359675
"2871",-0.050885251
"2872",-0.04093431735
"2873",0.210230956
"2874",-0.052580004
"2875",-0.1050383665
"2876",0.1275984775
"2877",0.08791301435
"2878",0.142911576
"2879",0.1063646255
"2880",0.084333036
"2881",0.0664190509
"2882",0.16329891235
"2883",-0.0812358982
"2884",0.05118973645
"2885",-0.056545804
"2886",0.04653449665
"2887",0.25914865255
"2888",0.039620348
"2889",0.09551327645
"2890",0.021028502
"2891",0.23868633545
"2892",0.091894550925
"2893",-0.14646661
"2894",0.0046430899
"2895",0.1200912125
"2896",-0.2673471475
"2897",0.0702258545
"2898",-0.11608060095
"2899",0.0147805475
"2900",-0.0060666745
"2901",-0.1226248725
"2902",0.1948483185
"2903",0.0771041056
"2904",-0.0265457385
"2905",0.233022348
"2906",-0.07422746
"2907",0.147530459
"2908",-0.0106966595
"2909",0.17057548
"2910",-0.091689633
"2911",-0.09982519575
"2912",0.051562473
"2913",0.0372934121
"2914",0.048482943275
"2915",-0.081520527539
"2916",0.014582373
"2917",-0.18435413665
"2918",-0.01019813245
"2919",0.0279105943
"2920",0.026236145
"2921",-0.123684146
"2922",-0.000698458349999999
"2923",0.0966207337
"2924",0.0236232
"2925",-0.1198761405
"2926",0.3423356465
"2927",-0.00130701865
"2928",-0.06653446825
"2929",-0.165578533
"2930",-0.11827802125
"2931",-0.030752899
"2932",0.229012529
"2933",0.28637818
"2934",-0.0024476845
"2935",-0.0706938245
"2936",0.0765139395
"2937",0.04708416565
"2938",0.0077643705
"2939",-0.1456681685
"2940",-0.0674564616
"2941",0.035374187
"2942",0.0666803565
"2943",-0.0195284075
"2944",0.1660140635
"2945",0.0622505875
"2946",0.0454589255
"2947",0.0786483837
"2948",0.19909173435
"2949",-0.1141164685
"2950",0.2005882615
"2951",0.2700798197
"2952",0.0168691128
"2953",-0.01503007985
"2954",-0.00956776555
"2955",0.0947646515
"2956",0.201955589
"2957",0.0295535876
"2958",0.019172565
"2959",-0.0506644751
"2960",-0.0217125475
"2961",-0.028513506
"2962",0.1064777785
"2963",-0.14978136185
"2964",0.0596422648
"2965",0.0529959139
"2966",-0.04299686685
"2967",0.06789387215
"2968",0.00312312645
"2969",0.001510876415
"2970",0.1601059523
"2971",0.0246846975
"2972",-0.05439951685
"2973",-0.0747577445
"2974",-0.098712324
"2975",0.061581896
"2976",-0.110714827
"2977",0.0733168435
"2978",-0.0572080165
"2979",0.0311602615
"2980",-0.080302693
"2981",-0.05481228317
"2982",-0.0090997105
"2983",-0.034864389
"2984",-0.0601021604
"2985",-0.12203355535
"2986",0.1787884288
"2987",0.1565659045
"2988",-0.000334732
"2989",0.1321516252
"2990",-0.0275784414
"2991",-0.0194760065
"2992",0.0638360864
"2993",-0.04601283915
"2994",-0.0631920775
"2995",0.0152965425
"2996",0.081334182
"2997",-0.1646892185
"2998",-0.1123814455
"2999",0.0198047522
"3000",0.24038898805
"3001",-0.025744537
"3002",0.069249812
"3003",-0.042207526
"3004",0.16606337095
"3005",-0.047950071
"3006",0.0499638716
"3007",0.002945245
"3008",0.0233955335
"3009",0.139334885
"3010",0.3014159695
"3011",0.0849054265
"3012",-0.0101689861
"3013",0.1233983287
"3014",-0.088409361
"3015",-0.1964776065
"3016",0.029503698
"3017",0.1881586315
"3018",-0.0986357755
"3019",0.311426771
"3020",0.031939505
"3021",0.08890805145
"3022",-0.041638453
"3023",0.03927852565
"3024",0.242567804
"3025",-0.059882555
"3026",0.224025828
"3027",-0.028050545
"3028",-0.00655419635
"3029",0.1096430474385
"3030",0.1536852318
"3031",0.2188985549
"3032",0.1068367915
"3033",0.130694652605
"3034",-0.0357098195
"3035",-0.04912626875
"3036",-0.1225539465
"3037",0.0052001496325
"3038",0.047835092
"3039",-0.07602408945
"3040",-0.13388915
"3041",0.00447970275
"3042",0.063964554
"3043",-0.01646014638
"3044",-0.0625024895
"3045",-0.04903089835
"3046",-0.1210032625
"3047",0.063843606
"3048",0.0726728484
"3049",0.19187931415
"3050",0.125410581
"3051",0.13201434625
"3052",-0.009510914
"3053",0.191609541
"3054",0.15796443035
"3055",-0.03459907775
"3056",0.1574882375
"3057",0.30652732405
"3058",0.143220235
"3059",0.029343089
"3060",0.029552801
"3061",0.0289749833
"3062",-0.0537098525
"3063",0.136037227
"3064",0.2899515745
"3065",-0.009016805
"3066",-0.15669499055
"3067",0.0289608745
"3068",0.06328350875
"3069",0.24483952395
"3070",0.087230677
"3071",0.00734033617
"3072",0.07044778725
"3073",0.128735433
"3074",0.060719252
"3075",0.3493775271
"3076",0.17478261925
"3077",0.0876928805
"3078",0.027052538
"3079",-0.010383828
"3080",0.1945314037
"3081",-0.0818466122
"3082",0.051302558
"3083",-0.11321925055
"3084",0.1126952705
"3085",-0.054768037
"3086",0.0250408055
"3087",-0.143589558
"3088",0.0956220963
"3089",-0.0188406055
"3090",-0.057059593
"3091",-0.1177804292
"3092",0.0909879684
"3093",0.258606539
"3094",0.1188596165
"3095",-0.00683481
"3096",0.0391726965
"3097",0.20835056225
"3098",-0.006576021
"3099",0.0531901535
"3100",0.037721455905
"3101",0.000297364599999999
"3102",0.1524017517
"3103",-0.0177470285
"3104",0.10089602195
"3105",0.0662758345
"3106",0.0235641542
"3107",-0.036765526
"3108",0.1090546385
"3109",0.144940886
"3110",0.03631844675
"3111",0.1165008345
"3112",0.192875908
"3113",0.1117545035
"3114",0.090427813
"3115",0.1265673835
"3116",-0.0811253035
"3117",0.1203069525
"3118",0.300105313
"3119",-0.0275654215
"3120",0.08302487385
"3121",-0.038973284
"3122",0.098431486
"3123",0.1014581675
"3124",0.1468541605
"3125",0.1531179515
"3126",0.18521820585
"3127",-0.0237805725
"3128",0.2569305895
"3129",0.024687568
"3130",0.0243112965
"3131",0.1229565084
"3132",-0.035602914
"3133",-0.045076666
"3134",0.23859714155
"3135",0.08631203155
"3136",0.0067297065
"3137",0.040449657
"3138",0.05257835035
"3139",0.073588732
"3140",0.279440786
"3141",0.0632041583
"3142",-0.0787766155
"3143",-0.0801157145
"3144",0.014908259
"3145",-0.01315676915
"3146",0.1771648195
"3147",0.0968943036
"3148",-0.0452294495
"3149",0.216514419
"3150",0.04798517678475
"3151",0.0240489835
"3152",-0.0145781815
"3153",0.0714842705
"3154",0.1574830757
"3155",0.0158016826
"3156",-0.03607364205
"3157",0.13280108865
"3158",0.09544699115
"3159",0.0772809355
"3160",-0.0371843947
"3161",-0.0213787635
"3162",0.0817910888
"3163",0.06020295855
"3164",-0.02972786615
"3165",0.0485114755
"3166",-0.0964922195
"3167",0.0780855362
"3168",0.0224406795
"3169",0.0330847655
"3170",0.163170734
"3171",0.109848781
"3172",0.1729859915
"3173",0.0732855735
"3174",0.0348841715
"3175",-0.0039077129
"3176",0.0366882695
"3177",-0.05317832
"3178",0.07096078
"3179",-0.0821253115
"3180",0.02519812155
"3181",0.1816402982
"3182",0.1577751
"3183",0.09755001245
"3184",-0.0469601005
"3185",0.483246676
"3186",0.03957372765
"3187",0.045079913
"3188",0.05071926038
"3189",-0.02316504965
"3190",0.242697221
"3191",0.258058245
"3192",-0.1177528235
"3193",0.1011190215
"3194",-0.023430244635
"3195",0.05755448
"3196",0.11414549805
"3197",-0.1269252066
"3198",-0.17031597445
"3199",0.01181909
"3200",0.038294298
"3201",0.039676892
"3202",0.2625544728
"3203",-0.0720938915
"3204",-0.051643474
"3205",-0.0968123598
"3206",-0.0444551616
"3207",0.283388244
"3208",-0.0103258255
"3209",0.1033414475
"3210",0.01289327475
"3211",-0.06897490695
"3212",0.017825840035
"3213",0.0496024314
"3214",0.0707536714
"3215",-0.00268339492
"3216",0.04005696325
"3217",-0.09068724985
"3218",0.117927301
"3219",0.1074788325
"3220",-0.009699613
"3221",0.1794390161
"3222",-0.00492449075
"3223",0.0350568804
"3224",0.0119299445
"3225",0.1595303019
"3226",0.23025438
"3227",-0.01463954965
"3228",0.12588605715
"3229",0.0521237539
"3230",0.046803101
"3231",-0.0803305425
"3232",0.1109907374
"3233",0.0228092155
"3234",0.1151511535
"3235",0.022999878
"3236",0.0850068321
"3237",-0.2032607045
"3238",-0.1527563855
"3239",-0.11109361185
"3240",0.11253017675
"3241",0.10520105614
"3242",-0.0024899174
"3243",-0.0463530595
"3244",0.1886956375
"3245",-0.009567479
"3246",0.1320070965
"3247",-0.0049282875
"3248",0.2614037205
"3249",0.03084783285
"3250",0.183877046
"3251",-0.0152191595
"3252",0.1068034535
"3253",0.0470878665
"3254",-0.066328636
"3255",-0.02054889345
"3256",0.0663831815
"3257",-0.00229595255
"3258",-0.00207655
"3259",0.0412148148
"3260",0.26244283
"3261",-0.0269032505
"3262",0.147550428
"3263",0.2083324915
"3264",-0.1220818421
"3265",0.0801299973
"3266",0.105223137
"3267",0.1284645845
"3268",0.10846936415
"3269",0.0533958885
"3270",0.2157122476
"3271",-0.06121936835
"3272",0.009294839
"3273",0.0277117085
"3274",0.071251491
"3275",0.0763082145
"3276",-0.086022639
"3277",0.0437569525
"3278",0.1285276325
"3279",-0.09221834619
"3280",-0.0272845375
"3281",-0.11859026195
"3282",0.06540921
"3283",0.15754242
"3284",0.216703315
"3285",0.017071949
"3286",0.1943763
"3287",0.1816122815
"3288",0.2041890655
"3289",0.0409237505
"3290",0.007610237
"3291",0.061134382
"3292",-0.0509785461
"3293",0.0637067925
"3294",-0.0962852915
"3295",0.0983421415
"3296",0.064921429
"3297",0.047172493
"3298",0.069499658155
"3299",-0.00255677475
"3300",0.090881263
"3301",0.0254654255
"3302",0.221977189
"3303",0.329447527
"3304",0.10698328085
"3305",-0.2032637706
"3306",0.0249737254
"3307",0.0554294049
"3308",0.14109429
"3309",0.2493205625
"3310",0.0566204815
"3311",-0.0714298525
"3312",-0.1135822475
"3313",-0.005960774
"3314",0.050314365
"3315",0.0785259635
"3316",0.1462866305
"3317",0.0234152395
"3318",0.03619223445
"3319",0.108386060985
"3320",-0.0453811165
"3321",0.1020025435
"3322",0.0551391345
"3323",0.00851767904
"3324",-0.0648830695
"3325",-0.120487329
"3326",0.13710589595
"3327",-0.032116063
"3328",-0.04211882
"3329",0.0763388435
"3330",0.1286537535
"3331",0.000664183500000001
"3332",-0.0124076432
"3333",0.184883833
"3334",0.15857648835
"3335",0.0585455025
"3336",1.34436550000015e-05
"3337",0.14075887695
"3338",-0.15797518828
"3339",0.04142349835
"3340",0.1027594245
"3341",0.2539320155
"3342",0.14668990215
"3343",-0.05155291395
"3344",0.17102328899
"3345",0.050751938
"3346",0.06991189315
"3347",0.199858372
"3348",-0.00749953715
"3349",0.15231924165
"3350",-0.1019355586
"3351",0.28118687975
"3352",-0.05450924
"3353",-0.146301674
"3354",0.144094867
"3355",0.1551234615
"3356",0.0866431655
"3357",-0.05510267835
"3358",-0.003761698
"3359",0.14672157325
"3360",0.04821210795
"3361",0.2761132225
"3362",0.0580856455
"3363",-0.20654706085
"3364",0.092842906
"3365",-0.05926765475
"3366",-0.0390436754
"3367",0.006760972
"3368",-0.0790089476
"3369",-0.00905769945
"3370",0.1057057624
"3371",0.16402299825
"3372",0.25494359355
"3373",0.0465329077
"3374",0.033845188
"3375",-0.155466636
"3376",-0.0494806856
"3377",0.1531458628
"3378",-0.0566844115
"3379",-0.084663753
"3380",0.1205564707
"3381",-0.0332114165
"3382",0.1334624173425
"3383",0.073637295
"3384",0.0897152575
"3385",-0.1438290065
"3386",0.0168787055
"3387",0.0157129912
"3388",-0.089685289
"3389",0.170231285
"3390",0.068212433
"3391",-0.09907073545
"3392",0.125756575
"3393",0.0809634458
"3394",0.0271961845
"3395",0.160051081
"3396",-0.021936472
"3397",0.2681519855
"3398",0.09872861985
"3399",0.293724367
"3400",-0.037755877
"3401",0.100573157
"3402",0.0329584135
"3403",0.11031115115
"3404",0.0538977949
"3405",0.2146772855
"3406",-0.099075616
"3407",0.05398971775
"3408",-0.091825703
"3409",0.00944037745
"3410",0.0210176005
"3411",0.0823127875
"3412",-0.037313085455
"3413",0.145126418
"3414",0.1001699655
"3415",-0.167456258985
"3416",0.0459421274
"3417",0.00357356651
"3418",-0.054285684
"3419",0.1559836355
"3420",-0.072674883
"3421",0.11859701615
"3422",-0.0784670455
"3423",0.3083234525
"3424",-0.108199757
"3425",-0.014277021
"3426",-0.080856138
"3427",-0.146251739
"3428",0.09096607265
"3429",-0.0419564135
"3430",0.0812178328
"3431",0.131460204635
"3432",0.119731225
"3433",0.0687821315
"3434",0.009056791
"3435",0.1252793515
"3436",-0.02747528347
"3437",-0.0734752915
"3438",0.26458725
"3439",0.25320558
"3440",0.0316256019
"3441",-0.09801406215
"3442",0.33229303855
"3443",0.0322649798
"3444",0.1973294725
"3445",0.0315134206
"3446",0.06490334235
"3447",0.0085537065
"3448",-0.1348400885
"3449",-0.08235646975
"3450",0.163918694
"3451",-0.0345765845
"3452",0.125146627
"3453",-0.0725261964
"3454",0.2307151758
"3455",0.1857746745
"3456",0.1190286165
"3457",0.1399812425
"3458",0.0418385485
"3459",-0.11800879633
"3460",0.2208992925
"3461",-0.0277542635
"3462",-0.0147620095
"3463",0.054189174
"3464",0.108389140905
"3465",0.102632798
"3466",-0.0998594375
"3467",-0.0703409445
"3468",0.10084184425
"3469",-0.0400344361
"3470",0.1051766215
"3471",-0.1168982705
"3472",-0.0580788799
"3473",0.07324016835
"3474",-0.0870708095
"3475",0.057359471
"3476",0.06116155425
"3477",-0.148339169
"3478",0.083393003
"3479",0.017567976
"3480",-0.11742276895
"3481",0.082123899
"3482",0.054547757
"3483",0.1293272004
"3484",-0.04456132245
"3485",0.157415138
"3486",0.1881353251
"3487",0.0381303355
"3488",-0.09906694
"3489",0.1760924455
"3490",0.037657919
"3491",0.3496965996
"3492",0.09167713645
"3493",-0.031966176
"3494",0.06001808295
"3495",0.0332059085
"3496",0.03425437
"3497",0.069536730375
"3498",-0.062809257
"3499",0.1545882565
"3500",-0.13452559745
"3501",0.17638343875
"3502",-0.010091387
"3503",0.3308263335
"3504",-0.0132732774
"3505",-0.012430284
"3506",0.1153975625
"3507",0.141177707
"3508",-0.0733200545
"3509",0.09117456091
"3510",0.006890939
"3511",0.159209406
"3512",-0.031733362
"3513",0.094598527
"3514",0.0747595465
"3515",0.12418613
"3516",0.0488735421
"3517",0.1788443125
"3518",0.0028609365
"3519",-0.004678318
"3520",0.1120681478
"3521",-0.06367472065
"3522",0.1225742275
"3523",-0.123909744
"3524",0.029067201
"3525",0.0213333239
"3526",0.164565529
"3527",0.144161069
"3528",0.155377195
"3529",-0.0784585935
"3530",0.0717608765
"3531",0.0581898285
"3532",-0.02849847255
"3533",-0.1030850445
"3534",0.0367603015
"3535",0.025504421
"3536",0.03558991235
"3537",0.124696976
"3538",0.062714861
"3539",0.083717177
"3540",-0.0303905918
"3541",0.21791772
"3542",0.0536207355
"3543",0.03087576125
"3544",-0.0916993345
"3545",0.014328773
"3546",-0.040174152
"3547",0.008909787
"3548",-0.1437932545
"3549",0.016558265
"3550",0.086692363
"3551",0.0664250395
"3552",-0.04962544055
"3553",-0.0904129309275
"3554",-0.1809494265
"3555",0.1410351193
"3556",0.0265496269
"3557",0.1401293825
"3558",0.08718149655
"3559",0.0669711175
"3560",0.0384202215
"3561",0.088243443
"3562",0.194454886
"3563",-0.13314462415
"3564",0.0633443154
"3565",0.1419303757
"3566",0.1119512876
"3567",0.002153017
"3568",-0.0365281005
"3569",-0.1237171055
"3570",-0.0833739824
"3571",-0.024843351
"3572",0.092262921
"3573",0.0434531767
"3574",0.035134717
"3575",0.231888427
"3576",-0.0114096515
"3577",0.069750412
"3578",0.1214465855
"3579",-0.12478469871
"3580",0.0944924105
"3581",-0.0555621475
"3582",-0.0095459298865
"3583",-0.058918056
"3584",0.0366778105
"3585",-0.170808511
"3586",0.0162700403
"3587",0.036948837
"3588",0.1364981943
"3589",-0.00562435665
"3590",-0.05283944715
"3591",0.0526559197
"3592",0.03284748055
"3593",0.04103296725
"3594",0.031563542
"3595",-0.015208242
"3596",0.12410344826
"3597",-0.026630457
"3598",-0.065127064
"3599",0.1064193682
"3600",0.0727231565
"3601",-0.08410189345
"3602",-0.0241170385
"3603",0.1884884965
"3604",-0.0754713825
"3605",0.12412554535
"3606",-0.008374847
"3607",-0.06737856665
"3608",0.1024358475
"3609",0.0670503895
"3610",0.0590281315
"3611",-0.19762983705
"3612",0.09290869705
"3613",0.036453669
"3614",-0.0198411479
"3615",-0.01113650465
"3616",-0.1302888395
"3617",0.17237125185
"3618",0.099165852
"3619",0.07837574275
"3620",0.0611049735
"3621",-0.053170471435
"3622",0.0110026061
"3623",0.1103037957
"3624",0.1495442875
"3625",0.117151805
"3626",0.1453224155
"3627",0.02417836965
"3628",0.05886093
"3629",0.013717695
"3630",-0.195631048
"3631",0.0963550539
"3632",0.004418527
"3633",0.0607564288
"3634",0.09080399
"3635",-0.0086548265
"3636",0.0484802935
"3637",0.1699349475
"3638",-0.0135301775
"3639",-0.1098840953
"3640",0.02401762
"3641",0.0182644025
"3642",0.1105592179
"3643",-0.0212550155
"3644",0.08333654245
"3645",-0.1301304122
"3646",0.0529665497
"3647",-0.139898107
"3648",-0.054015882
"3649",0.0454986085
"3650",-0.115426352
"3651",-0.05049920255
"3652",0.0550314185
"3653",-0.03931415804
"3654",0.13303924805
"3655",0.102376276
"3656",-0.056932255
"3657",0.27447674755
"3658",-0.11539145278
"3659",0.181311859
"3660",-0.06457468575
"3661",0.1003815835
"3662",0.095548942265
"3663",-0.1149828295
"3664",0.0991782925
"3665",0.0671565165
"3666",0.0163836317
"3667",0.13314385995
"3668",0.005684324
"3669",0.1499238905
"3670",0.00547785075
"3671",-0.12815391685
"3672",-0.1535727913
"3673",-0.04931917775
"3674",0.1334251365
"3675",0.0216297325
"3676",0.197561937
"3677",-0.00964811035
"3678",0.0709599205
"3679",0.06780666827
"3680",0.056249032605
"3681",0.1317067921
"3682",0.1782055025
"3683",-0.00356234
"3684",0.0943377749775
"3685",-0.122817784
"3686",0.15682022405
"3687",0.0337667951
"3688",-0.11617074105
"3689",0.33375584935
"3690",0.1995088015
"3691",-0.0205752565
"3692",0.0536617085
"3693",0.2006175895
"3694",0.11107859219
"3695",-0.06928671255
"3696",0.09831128
"3697",0.00947428095
"3698",0.04915022875
"3699",-0.0106104455
"3700",0.103656753
"3701",0.14967756275
"3702",0.0326268285
"3703",0.0924596366
"3704",0.0396820045
"3705",-0.0516540567
"3706",0.238271318
"3707",0.02903955365
"3708",0.0867146125
"3709",0.2131808025
"3710",0.101499178
"3711",-0.0667830099
"3712",0.02001805
"3713",-0.1385673697
"3714",0.0196141645
"3715",-0.0669250305
"3716",0.1788086204
"3717",0.228332208
"3718",-0.0387554224
"3719",-0.0737134875
"3720",0.0243254051
"3721",-0.1470358055565
"3722",-0.0526877495
"3723",0.0526614852
"3724",-0.03369294055
"3725",-0.0984516495
"3726",0.228232362
"3727",0.05210386
"3728",-0.008286282
"3729",-0.030852987125
"3730",-0.03285635
"3731",0.1280044561
"3732",0.168092687312
"3733",0.0069983915
"3734",0.11942505065
"3735",0.039442222
"3736",0.20023335635
"3737",0.21382615
"3738",0.067212882
"3739",-0.035556884
"3740",0.0428746515
"3741",0.002440375
"3742",0.02673359
"3743",0.0125149475
"3744",0.2873906555
"3745",0.367435815
"3746",0.05712423
"3747",0.1648263155
"3748",-0.055383692
"3749",0.2445998891
"3750",0.098747184
"3751",0.13827732415
"3752",-0.05116413185
"3753",0.092692636
"3754",0.065196983
"3755",0.128663621
"3756",-0.0272158495
"3757",0.397166743
"3758",0.091779995
"3759",-0.02579860805
"3760",0.254935196
"3761",0.07643387985
"3762",-0.1167988095
"3763",0.277879407395
"3764",0.0128185168
"3765",0.1727469095
"3766",0.0797632398
"3767",-0.15264124415
"3768",-0.080265096
"3769",0.1470141145
"3770",0.01673990615
"3771",-0.133298733
"3772",0.0517737035
"3773",-0.0100553809
"3774",-0.0329952755
"3775",0.1525036915
"3776",-0.038304548
"3777",-0.0076616284
"3778",-0.0824603995
"3779",0.23095068
"3780",-0.116388954
"3781",0.0415517645
"3782",0.126348967
"3783",0.1389163625
"3784",-0.043131045
"3785",0.12111050265
"3786",-0.01742176155
"3787",0.163188913
"3788",0.036384535
"3789",0.040197085
"3790",0.0134733005
"3791",0.01887482986
"3792",0.098610663
"3793",0.20139936015
"3794",-0.12865633
"3795",-0.09564592106
"3796",0.027299202
"3797",0.2055231426
"3798",0.00176500095
"3799",0.0321285743
"3800",0.1765255725
"3801",0.2897354085
"3802",0.2153070145
"3803",0.182256517
"3804",-0.0325336668
"3805",-0.045285626145
"3806",0.0146008125
"3807",0.0771157686
"3808",-0.00757233915
"3809",0.08735403835
"3810",-0.0361846345
"3811",0.1489682375
"3812",0.0390001599
"3813",0.009319283
"3814",-0.05238273335
"3815",-0.0195828775
"3816",0.140347791
"3817",0.038433368
"3818",6.93465000000005e-05
"3819",0.29102823915
"3820",0.1292395935
"3821",0.1617764912
"3822",-0.0472388993
"3823",0.1452183325
"3824",-0.1001169755
"3825",0.0757342066
"3826",-0.03861849
"3827",0.1479759947
"3828",-0.095503182
"3829",0.311916637
"3830",0.1496560365
"3831",6.35685000000007e-05
"3832",0.20351054565
"3833",0.106749716
"3834",0.12533098
"3835",-0.00426964155
"3836",-0.1306376875
"3837",0.2455678953
"3838",0.11560824715
"3839",-0.08623530046
"3840",0.082075013
"3841",0.23514859375
"3842",0.14730149
"3843",0.1724412885
"3844",0.036123916
"3845",0.182159621
"3846",0.07065009165
"3847",-0.0232440865
"3848",-0.1918293007
"3849",0.08552280945
"3850",0.1347115144
"3851",0.10193063755
"3852",0.2027565675
"3853",0.033067359
"3854",-0.0418969925
"3855",-0.1440909165
"3856",0.1387068123
"3857",0.097928026515
"3858",-0.11608007895
"3859",-0.0420333545
"3860",0.189288743
"3861",0.0952886785
"3862",0.0542491165
"3863",-0.00886847155
"3864",-0.05698388845
"3865",0.2548691975
"3866",-0.20254557425
"3867",0.1079065305
"3868",0.200082585
"3869",0.0050733734
"3870",0.0359340758
"3871",0.027741401
"3872",-0.0906986782
"3873",0.0423638825
"3874",-0.0787787275
"3875",-0.0800057075
"3876",0.1671544125
"3877",0.1559402695
"3878",0.0287178102
"3879",0.028796688
"3880",-0.082591094
"3881",0.089880045
"3882",0.146278475
"3883",-0.165318733
"3884",0.0199808195
"3885",0.13882877925
"3886",0.137236811
"3887",-0.0897768935
"3888",0.180968213
"3889",-0.1013722295
"3890",0.031096743
"3891",0.1234773335
"3892",0.0598256442
"3893",0.26747664665
"3894",0.157767395
"3895",0.013434703305
"3896",0.2147004883
"3897",0.155729487
"3898",0.112563203
"3899",0.230246057
"3900",0.02078422965
"3901",-0.12449969925
"3902",0.045298557
"3903",0.147119749
"3904",0.121230039
"3905",0.031220514
"3906",0.1247372635
"3907",0.059983608
"3908",0.1134753165
"3909",0.1085143845
"3910",0.4627539285
"3911",0.044442014
"3912",0.0582808098
"3913",0.144912461
"3914",0.14725037285
"3915",0.02495076882
"3916",-0.0394021445
"3917",0.2168576835
"3918",0.136159084
"3919",-0.032043507
"3920",-0.006811186165
"3921",0.0881714615
"3922",0.12343286
"3923",0.0265719985
"3924",-0.02259453025
"3925",0.02215832825
"3926",0.043054473465
"3927",0.0825712405
"3928",0.040548606
"3929",-0.00700714
"3930",0.08675115035
"3931",0.0830062362
"3932",0.0062061836
"3933",0.1258208325
"3934",0.1035549855
"3935",0.205960538
"3936",0.14647509995
"3937",0.0224344185
"3938",0.0795127448
"3939",-0.0217640155
"3940",-0.0616824465
"3941",-0.030347838
"3942",0.027011602
"3943",0.0843175891
"3944",0.0476597708
"3945",0.1119132655
"3946",0.174417187
"3947",0.29322064105
"3948",0.2252427905
"3949",0.016061409
"3950",-0.07459265805
"3951",-0.1306070115
"3952",0.06275267975
"3953",-0.0143976975
"3954",-0.1009784065
"3955",0.0572351246
"3956",-0.011530974
"3957",-0.156312107
"3958",0.102557872
"3959",0.398233928
"3960",0.18727295
"3961",-0.03899355115
"3962",0.24235209
"3963",0.0879197935
"3964",-0.092972493
"3965",0.13951355475
"3966",0.0541104155
"3967",0.0662644505
"3968",-0.0752954535
"3969",0.0069683245
"3970",0.05214688065
"3971",0.16054972006
"3972",-0.0444009585
"3973",0.0006592452
"3974",-0.0238788048
"3975",0.0315411
"3976",0.14567249
"3977",0.04833165495
"3978",0.181000356
"3979",0.2182102495
