"","x"
"304",-0.0959655405
"305",-0.04405592075
"306",0.1287188255
"307",-0.031058694
"308",-0.0360331201
"309",0.116342805
"310",-0.00891644315
"311",0.0097152211
"312",-0.0087651345
"313",-0.0098077695
"314",0.1088772345
"315",0.1651415115
"316",0.1516194699
"317",0.0312406838
"318",-0.1246066908
"319",0.242290103
"320",0.0308582875
"321",-0.0527768685
"322",0.1166695315
"323",-0.033933025
"324",0.09509167105
"325",0.06093126685
"326",0.150103742085
"327",0.005122588
"328",0.0176878215
"329",-0.0879404215
"330",0.0131521345
"331",-0.004758064
"332",0.0447546513
"333",-0.1151542821825
"334",-0.0449295585
"335",0.1277065376
"336",-0.089554157
"337",0.0324626805
"338",-0.0371102215
"339",-0.0904174314
"340",0.1005188525
"341",-0.06598728815
"342",0.0761022536
"343",0.02047126855
"344",0.09447785865
"345",0.0678422145
"346",-0.000164314654999998
"347",-0.0099639827
"348",0.207982639
"349",-0.0021736945
"350",0.032797567
"351",0.02028873725
"352",-0.1315120235
"353",-0.010566791
"354",0.07654470725
"355",-0.0746389125
"356",0.1886341325
"357",-0.040930283
"358",0.029007102
"359",-0.000221052499999998
"360",-0.036186753
"361",-0.0454279904
"362",0.0199759441
"363",0.063777418
"364",-0.1542900175
"365",-0.0129270103
"366",0.1296650535
"367",0.04816515675
"368",-0.0462873363
"369",-0.079610037
"370",0.0083798154
"371",0.00678964035
"372",-0.0499397098
"373",-0.18159764
"374",-0.00052156875
"375",0.0044121517
"376",-0.061662307
"377",-0.01596434
"378",0.0461108485
"379",0.1052953945
"380",0.028168375
"381",0.1201199805
"382",0.2929915347
"383",0.1200807992
"384",0.399236328
"385",0.0892822435
"386",-0.0236126971
"387",0.0161791615
"388",-0.053588204
"389",0.1648057331
"390",0.0230230365
"391",-0.111897835
"392",0.0236078921
"393",-0.069744652
"394",0.02835207715
"395",0.0280146785
"396",0.0932264084
"397",0.006812646
"398",0.0898243
"399",-0.0055508851
"400",0.049862388
"401",0.068582365
"402",-0.03620817055
"403",0.179737255
"404",0.05691481
"405",-0.02254380355
"406",0.1266594
"407",-0.01127334855
"408",0.16057739956
"409",0.0861416505
"410",-0.07115941405
"411",-0.00732572065
"412",0.0229573
"413",0.034409422
"414",0.02988477
"415",-0.1385612345
"416",0.1922890185
"417",-0.0765661075
"418",0.03151649675
"419",0.0520126625
"420",-0.012504287
"421",0.03022023565
"422",0.1125807515
"423",-0.0984592574
"424",-0.0129291595
"425",0.0250003922
"426",-0.018422453
"427",0.22722641345
"428",-0.05229805375
"429",-0.04251674585
"430",0.096738154
"431",0.029346208
"432",0.2317943388
"433",-0.0748314405
"434",0.00692561
"435",0.150179246
"436",-0.0214514895
"437",0.02051313779425
"438",0.2891928625
"439",0.0153148115
"440",0.0111515735
"441",0.0620786765
"442",0.073815868
"443",-0.0084744924
"444",-0.011920918
"445",-0.036795598
"446",0.217779704
"447",0.153004417
"448",0.032786801
"449",-0.07025573395
"450",-0.16574601215
"451",-0.11578076185
"452",0.040209072
"453",-0.16671808
"454",-0.0312505945
"455",0.1746830637
"456",-0.12154976578
"457",0.088254487845
"458",0.107724395
"459",0.1624912255
"460",0.0642331595
"461",0.0550342895
"462",0.0353269315
"463",0.0549607115
"464",-0.1340342971
"465",0.1720144805
"466",0.0683856985
"467",0.13737970895
"468",0.1170190855
"469",0.07905020782
"470",0.0502604855
"471",-0.1202347515
"472",0.176719394
"473",-0.0908841935
"474",0.2363643226
"475",0.12487368155
"476",0.1553573098
"477",0.10492825055
"478",-0.09377755
"479",-0.1395074295
"480",0.09139519675
"481",0.00047506
"482",-0.04704927485
"483",0.0854830715
"484",0.20252868
"485",0.084050209
"486",0.11082830155
"487",0.067878273
"488",0.0316307825
"489",-0.0990894165
"490",-0.0645575305
"491",-0.07927000565
"492",-0.0814326365
"493",0.0048714135
"494",-0.012634756
"495",-0.04835449815
"496",0.1061123411
"497",-0.104916094
"498",-0.231975986
"499",0.1134867685
"500",0.0690594341
"501",0.035921308
"502",0.0424801055
"503",-0.0809650538
"504",-0.1537772522
"505",0.009983043
"506",-0.09261466
"507",-0.084205918
"508",-0.07521820385
"509",0.0161644025
"510",-0.0241157405
"511",-0.05398272455
"512",-0.0790262261
"513",-0.0630250189
"514",0.0989733228
"515",0.1793187745
"516",0.1063325715
"517",0.0825027435
"518",-0.0752158215
"519",0.189153648
"520",-0.07083284
"521",0.035979878
"522",-0.0436207907
"523",-0.0387335825
"524",-0.03020161455
"525",-0.017279453845
"526",-0.1068779539
"527",-0.107752783
"528",-0.017618821355
"529",0.10838305221
"530",0.18134432035
"531",0.0939310955
"532",0.0094076895
"533",-0.0378026281
"534",0.0777497477
"535",0.2544818045
"536",-0.1139685943
"537",0.04927800625
"538",-0.126576042
"539",0.039353597
"540",-0.1660704295
"541",0.092987434
"542",0.050375654
"543",0.00845719138
"544",-0.0230050975
"545",0.0646442555
"546",0.0483964761
"547",-0.0890245795
"548",-0.0445543797
"549",-0.075375659
"550",0.1176465705
"551",0.147946233
"552",-0.0793530495
"553",0.1559537965
"554",0.21159071825
"555",-0.107592686
"556",0.067003449
"557",-0.008019874
"558",0.0202323915
"559",0.0531678595
"560",-0.0957722115
"561",0.151137341
"562",0.25460662455
"563",0.11800198
"564",-0.051759262
"565",-0.105485821
"566",-0.0493030905
"567",-0.0639770035
"568",-0.0574032525
"569",-0.0890575064
"570",-0.0869151495
"571",0.1598215235
"572",-0.04584977
"573",0.02266854
"574",0.049673223565
"575",0.0785483555
"576",0.2402722575
"577",0.0302074085
"578",0.04298796515
"579",0.2366925095
"580",0.097439903
"581",0.027134191
"582",-0.1113324211
"583",0.0866179856
"584",-0.080188715
"585",-0.05063799394
"586",0.0149791444
"587",0.214869293
"588",-0.0449900735
"589",0.1022612365
"590",-0.14725183315
"591",0.108054394
"592",0.04376260175
"593",-0.0110530205
"594",0.05597192085
"595",0.23799173615
"596",-0.02444013695
"597",-0.2510789305
"598",-0.129804115
"599",-0.05334609665
"600",0.0798016779
"601",0.11627970475
"602",0.0503183524
"603",-0.01568562465
"604",0.0470951965
"605",-0.027921409565
"606",-0.0024930815
"607",-0.0757299535
"608",0.0211051215
"609",0.144892016
"610",0.199605043535
"611",-0.032897551
"612",-0.029412067
"613",-0.0739504115
"614",-0.0250828225
"615",-0.1413991615
"616",0.1388098355
"617",-0.043280899
"618",0.15404407375
"619",-0.095847473735
"620",-0.151026898
"621",0.1350938135
"622",0.0984285815
"623",-0.033151204
"624",-0.13636617365
"625",0.023639825
"626",0.1545190835
"627",0.299569656
"628",0.13209113859
"629",0.817751895
"630",-0.04775561445
"631",-0.132814808
"632",0.20665614
"633",0.2316151405
"634",-0.054535131
"635",0.0438320515
"636",0.1043703523
"637",0.0733442235
"638",-0.0545234073
"639",0.03539606745
"640",0.0073149637
"641",0.08208179585
"642",-0.01755588055
"643",0.10835583
"644",-0.0514327093
"645",0.0253092901
"646",-0.0635681695
"647",0.0294536075
"648",0.0662605168
"649",-0.080866521
"650",-0.1144590865
"651",0.0951751365
"652",0.06864075
"653",-0.0543837797
"654",0.0271045605
"655",0.05485520175
"656",-0.083012252
"657",-0.06898415725
"658",0.2165109755
"659",-0.001813283
"660",0.0597773616
"661",-0.18491507915
"662",-0.060200361
"663",0.00738196385
"664",0.1000028634
"665",0.0953786424
"666",0.018602649
"667",-0.00681055805
"668",-0.028046041
"669",0.18334114173
"670",0.05938746
"671",-0.017512915
"672",0.18671046065
"673",0.0434879921
"674",-0.014815507
"675",-0.063258838
"676",-0.06339687
"677",0.0515501375
"678",-0.0826375311
"679",0.0496709075
"680",0.06220534
"681",-0.0046170535
"682",0.0416305248
"683",0.1708962075
"684",0.26696669725
"685",0.0571158715
"686",0.041044582
"687",0.019743299
"688",0.24816868105
"689",0.217035862
"690",-0.098896826
"691",0.29381964
"692",0.1213987505
"693",0.081239406
"694",0.06663880345
"695",0.059554639795
"696",0.008460312
"697",0.2023840752
"698",-0.0714924155
"699",0.22607550735
"700",0.09673921745
"701",-0.00594191775
"702",-0.0063953995
"703",0.2393286115
"704",0.1607414615
"705",0.11142197535
"706",0.0708873185
"707",-0.094605293
"708",0.140034267065
"709",-0.16863703625
"710",0.1136677985
"711",-0.018045914
"712",-0.10845565368
"713",0.0629036134
"714",0.11859325315
"715",-0.12103531355
"716",0.0224347194
"717",0.12988641775
"718",0.003679256
"719",0.0710764395
"720",0.067350121
"721",-0.0647930245
"722",0.07462173475
"723",0.2075268315
"724",0.0200424425
"725",-0.057296941
"726",-0.1303442365
"727",0.0806291355
"728",-0.0679911565
"729",0.21967874155
"730",-0.0877616694
"731",-0.0413001552
"732",-0.000570495300000001
"733",0.01264142735
"734",-0.0253120535
"735",-0.10132238825
"736",-0.0168282801
"737",0.28726691105
"738",0.101559912
"739",0.015199144
"740",-0.0163173965
"741",-0.1154917807
"742",0.3564602765
"743",0.003197859
"744",0.040350287
"745",-0.0652573455
"746",0.0615815129
"747",0.03159309475
"748",-0.1552765995
"749",0.0844816817
"750",-0.092688496
"751",0.0354217025
"752",0.1065460294
"753",-0.074008388
"754",0.1639507618
"755",-0.0248684129
"756",0.130532108
"757",-0.05727569715
"758",-0.0395891875
"759",-0.1624939415
"760",0.32755261
"761",0.039876341
"762",-0.0035198945
"763",-0.0345732121
"764",-0.0628325585
"765",0.1188342095
"766",0.491173968
"767",0.050060144
"768",0.075013792
"769",-0.0455631656
"770",-0.0114101205
"771",0.014819195
"772",0.062868742
"773",-0.0767971375
"774",0.194879326
"775",-0.03536397325
"776",0.1033437797
"777",-0.064599356
"778",0.0388429235
"779",0.0342257245
"780",-0.00833037675
"781",0.087882056
"782",-0.0389027102
"783",0.1650774695
"784",-0.0988614915
"785",-0.026037183
"786",0.1629555035
"787",0.0623832651
"788",-0.02875003515
"789",0.07059894215
"790",0.03631417
"791",0.03108036683
"792",-0.122548531305
"793",-0.0665084163
"794",-0.0037537625
"795",-0.02053047015
"796",0.002667008
"797",0.08481218305
"798",-0.0131205275
"799",0.0537362485
"800",0.032111759
"801",-0.0374793505
"802",-0.045970105
"803",-0.1533146155
"804",-0.12562558035
"805",0.129732605
"806",0.026800197
"807",-0.000713159
"808",0.06302149
"809",-0.0117402255
"810",-0.0181788745
"811",-0.021169794
"812",-0.0490949595
"813",0.057959381
"814",0.209872899
"815",-0.045094937
"816",0.02446153615
"817",0.1039512853
"818",0.1635512075
"819",-0.1448751045
"820",0.0981033698
"821",-0.019144165115
"822",-0.0504014065
"823",0.0260565875
"824",0.09903249915
"825",0.09193279435
"826",-0.0401347063
"827",0.0346498325
"828",0.0878896315
"829",-0.0787081411
"830",0.29885061
"831",0.196489527
"832",-0.005979515
"833",0.0648219655
"834",0.087611841
"835",0.121151863
"836",0.0554908884
"837",0.03138016
"838",0.11074489295
"839",-0.03090498825
"840",0.004893532
"841",0.06524899675
"842",-0.031912599
"843",-0.00664803525
"844",-0.1199625295
"845",0.047274412
"846",0.09656984
"847",0.016691701
"848",-0.0989617385
"849",-0.0080479184
"850",0.07448566575
"851",0.02844603515
"852",0.2152758045
"853",-0.1375921175
"854",-0.04285849045
"855",-0.063633043
"856",0.364910258
"857",0.1164787775065
"858",0.0381658272
"859",-0.000172152000000002
"860",0.0913633225
"861",-0.033726246
"862",0.14788717315
"863",-0.0235443015
"864",0.07566147445
"865",0.0047055081
"866",0.15358493115
"867",0.06706303705
"868",0.063793572
"869",0.082838026
"870",-0.00612562494
"871",-0.0375897319
"872",-0.028520188
"873",0.348074553
"874",0.053286885
"875",0.071637705
"876",-0.0291112881
"877",0.2512307403
"878",-0.031164104
"879",0.013444505
"880",0.15494075995
"881",0.2637810155
"882",0.0692942567
"883",-0.043863496
"884",0.006017631
"885",0.091518439
"886",0.074215018
"887",-0.02924841845
"888",-0.0032184285
"889",-0.0251893565
"890",-0.1531754253
"891",0.04463318
"892",-0.0585808385
"893",-0.02611387139
"894",-0.175845236
"895",-0.0135017535
"896",0.060064357
"897",0.05318532805
"898",-0.022025576
"899",0.000946906
"900",-0.05281222645
"901",-0.0816577372545
"902",-0.09906463875
"903",0.1137345338
"904",0.0913760773
"905",-0.058871525
"906",0.0598656165
"907",0.1023022455
"908",0.067647287
"909",0.05356913259
"910",0.0504572295
"911",-0.0687204504
"912",-0.0023852315
"913",0.128339896
"914",0.0479569726955
"915",-0.0398356285
"916",0.073879461
"917",-0.0915406385
"918",-0.081120689
"919",0.0514324585
"920",0.052050252
"921",0.005419689
"922",0.071896316445
"923",0.1642258448
"924",0.00372353758
"925",-0.0661344855
"926",0.080488358375
"927",0.10301562
"928",-0.09157742955
"929",-0.1383298295
"930",-0.0357699745
"931",0.0233874549
"932",0.2926005454
"933",-0.127113756
"934",0.0921421475
"935",-0.0046649177
"936",0.0745905605
"937",-0.06514506925
"938",0.1317815855
"939",-0.141313775
"940",-0.00359599777
"941",-0.1072686127
"942",-0.0971063068
"943",-0.19672132
"944",-0.0242564534
"945",0.114088543
"946",0.05011550035
"947",-0.035179603
"948",0.12085990065
"949",0.0100531165
"950",-0.11536625
"951",0.1198404025
"952",0.1493971784
"953",0.2357211935
"954",0.270508893
"955",-0.105632548
"956",0.048115195
"957",0.28099053515
"958",0.1560251485
"959",0.02509567225
"960",0.0522153085
"961",0.0425227115
"962",0.132251445
"963",0.01988247425
"964",-0.11708912775
"965",0.0581281985
"966",0.013396861
"967",0.1128694396
"968",-0.10112931615
"969",0.210229391565
"970",0.07518451165
"971",0.1658197115
"972",0.3728427647
"973",-0.062579113
"974",0.048199579
"975",-0.064181136
"976",0.27215781115
"977",0.02536072415
"978",0.0503169095
"979",0.0139449345
"980",0.0435190895
"981",0.193747632
"982",-0.0395871815
"983",0.1517759997
"984",-0.0191807695
"985",0.1361809775
"986",0.124980792
"987",0.02140345425
"988",0.0416664449
"989",0.026917086
"990",0.058826963075
"991",0.183600462
"992",0.1737843632
"993",0.0284985925
"994",0.2097356065
"995",0.104247295
"996",0.0426789705
"997",0.1833508045
"998",-0.07405873515
"999",-0.017230767
"1000",-0.0738239315
"1001",-0.033149161
"1002",-0.04314847445
"1003",0.1764417064
"1004",0.0726729955
"1005",-0.00140876285
"1006",-0.03915455
"1007",0.0819438355
"1008",0.1583856405
"1009",0.081592706
"1010",0.0563656779
"1011",-0.04682225745
"1012",0.1575226385
"1013",0.071487314925
"1014",0.0639840515
"1015",-0.12613004705
"1016",-0.0895335165
"1017",0.0899327293
"1018",-0.06685612065
"1019",-0.0361144865
"1020",-0.0967746015
"1021",0.1430684105
"1022",0.0327561035
"1023",0.257898511
"1024",0.091190286
"1025",0.04547082945
"1026",-0.0741901139
"1027",-0.1065289925
"1028",0.236600808
"1029",0.0376382195
"1030",-0.1169746095
"1031",0.064651131
"1032",0.0341646101
"1033",0.1836526
"1034",0.2753960045
"1035",-0.0188365555
"1036",0.09466839504
"1037",0.0534722907
"1038",0.102262309
"1039",0.065631105
"1040",0.080215193
"1041",-0.04110651292
"1042",0.03303319415
"1043",-0.1183751245
"1044",-0.0746976527
"1045",0.147750438175
"1046",0.305331958365
"1047",0.00326389555
"1048",-0.068784949
"1049",0.000343224600000001
"1050",-0.08951268355
"1051",-0.0197823849
"1052",0.218044202
"1053",0.08939799
"1054",0.11336755985
"1055",-0.0512756435
"1056",-0.104497615
"1057",0.09243784005
"1058",0.21858882
"1059",-0.0312372485
"1060",0.260683609
"1061",-0.0648826145
"1062",-0.01231270705
"1063",-0.0240808245
"1064",0.005350273
"1065",0.092020169
"1066",0.396706015
"1067",0.0279459575
"1068",-0.046971871
"1069",0.097845307
"1070",0.018660299
"1071",0.0734632650945
"1072",0.16156851095
"1073",0.0156787991
"1074",-0.04986092705
"1075",0.003728341
"1076",0.040811669
"1077",0.0373005905
"1078",0.0453810017
"1079",-0.0232214955
"1080",-0.0077566006
"1081",0.014034875
"1082",-0.0107702938
"1083",-0.0516258395
"1084",0.16717243155
"1085",0.0506045665
"1086",0.06698545
"1087",0.040421508
"1088",-0.077782537
"1089",0.042832552
"1090",0.08154517345
"1091",-0.053179426
"1092",-0.026394124
"1093",-0.021170071525
"1094",0.18135615795
"1095",0.0664346605
"1096",0.047363513
"1097",0.0202456717
"1098",0.1501278335
"1099",0.180251208
"1100",-0.03961800855
"1101",0.0903523999
"1102",0.03696480795
"1103",0.114548213
"1104",0.07134066915
"1105",0.09570099045
"1106",-0.218656485
"1107",0.1050505175
"1108",-0.11809927895
"1109",-0.0138538925
"1110",0.0699278765
"1111",0.13825721735
"1112",-0.00185919025
"1113",0.214047717865
"1114",-0.082396117
"1115",0.08800516
"1116",0.1272869598
"1117",0.1339171425
"1118",0.192248981
"1119",0.0472416605
"1120",0.0912236373
"1121",0.13665518372
"1122",0.2563435825
"1123",-0.082132215
"1124",0.0247578815
"1125",0.143219919
"1126",0.121155944
"1127",0.128565627
"1128",0.123019633
"1129",0.106970513
"1130",-0.0506777623
"1131",-0.06252937025
"1132",-0.02900377995
"1133",0.13554960355
"1134",-0.0922414
"1135",-0.07833761305
"1136",0.240470789045
"1137",0.05489728873
"1138",0.11808452095
"1139",0.05397945295
"1140",0.1789439454
"1141",-0.043547853
"1142",-0.19392355885
"1143",0.034453594
"1144",0.0504367299
"1145",0.11193677665
"1146",0.0566918855
"1147",0.0616531626
"1148",0.0273989225
"1149",0.0178599045
"1150",-0.0774944765
"1151",0.190620001
"1152",0.0267209532
"1153",0.07183903795
"1154",0.033673999
"1155",0.107695345
"1156",-0.03329896945
"1157",0.07302223865
"1158",-0.0308545115
"1159",-0.046876127
"1160",-0.020438625
"1161",0.0755534727
"1162",0.0642142215
"1163",0.0735402529
"1164",0.1176231695
"1165",-0.0157752595
"1166",0.10636432961
"1167",0.0028874055
"1168",0.23589134905
"1169",0.039043722
"1170",-0.020561614915
"1171",0.1586573803
"1172",0.12074117315
"1173",-0.1246337666
"1174",0.186419823
"1175",-0.134026996
"1176",0.11525613685
"1177",-0.0184888
"1178",0.031127139
"1179",0.0351064386
"1180",0.09594820037
"1181",-0.036765915
"1182",-0.02588058995
"1183",0.04353866825
"1184",0.0759353228
"1185",0.15518314405
"1186",0.0437815815
"1187",-0.01483829915
"1188",0.11598897835
"1189",0.026539848
"1190",0.050245248645
"1191",0.0667892918
"1192",-0.0328406776
"1193",0.1151873815
"1194",0.14495249
"1195",0.0081050585
"1196",0.01782146325
"1197",0.17050240235
"1198",-0.0247694239
"1199",0.202301815
"1200",-0.035784114
"1201",0.1694259699
"1202",0.079773847
"1203",0.16865079425
"1204",-0.05405044035
"1205",-0.015304523
"1206",0.1259524775
"1207",0.0326675575
"1208",-0.0472095696
"1209",0.15979406105
"1210",0.215468743
"1211",0.1056311075
"1212",0.1280428567
"1213",0.171119663
"1214",0.07014000315
"1215",0.066710186
"1216",0.1061963255
"1217",0.01519595725
"1218",0.1785461825
"1219",0.009945300295
"1220",0.08340878125
"1221",0.05385879015
"1222",0.0079816315
"1223",-0.0177396605
"1224",0.00825258165
"1225",0.14827839045
"1226",0.103601711
"1227",0.2270821368
"1228",0.0060077874
"1229",-0.104849585
"1230",0.0355048755
"1231",0.1132388925
"1232",-0.1954249605
"1233",0.0436947832
"1234",0.1733948662
"1235",0.0076293745
"1236",0.01051677645
"1237",0.0160410845
"1238",0.0365086516
"1239",0.0305375739
"1240",-0.0234690995
"1241",0.01028529555
"1242",-0.08479576335
"1243",-0.08325084315
"1244",0.02880364
"1245",0.01446792
"1246",-0.02936703205
"1247",-0.0038021345
"1248",0.0817859979
"1249",0.0391714595
"1250",-0.15703065315
"1251",0.06517546095
"1252",-0.00871753065
"1253",0.06028707965
"1254",-0.11084137145
"1255",-0.12884845985
"1256",0.12151893935
"1257",0.1188653399
"1258",-0.0764081066
"1259",0.080547653
"1260",0.0116008115
"1261",0.248802384
"1262",-0.031389803
"1263",0.1336271185
"1264",0.0386614408
"1265",0.005544645
"1266",0.1123091748
"1267",0.008525001
"1268",-0.077562843
"1269",-0.105918245
"1270",0.086217941
"1271",-0.0418619885
"1272",-0.025087814
"1273",0.0038734018
"1274",0.0173516411
"1275",0.0402936495
"1276",0.0581441215
"1277",0.11742513145
"1278",0.258058064
"1279",0.17188166815
"1280",0.015326999
"1281",0.1182785435
"1282",0.11537123825
"1283",-0.1189391645
"1284",0.0904117595
"1285",-0.06912787235
"1286",0.2130593705
"1287",0.0754520855
"1288",-0.1160535225
"1289",-0.02355460085
"1290",-0.105328602
"1291",-0.0183734565
"1292",-0.0468174534
"1293",-0.0866476695
"1294",0.0683623255
"1295",-0.0210427635
"1296",0.1350913655
"1297",0.0186865615
"1298",0.0145141925
"1299",-0.02189829305
"1300",0.0958312265
"1301",0.4244066705
"1302",0.0905718465
"1303",-0.08609305
"1304",-0.083758143
"1305",0.054092713
"1306",0.06681742575
"1307",0.1294147206
"1308",0.0437833278
"1309",0.03721554735
"1310",0.056599353
"1311",0.06629738485
"1312",0.11155052235
"1313",0.09569754289
"1314",-0.085288358
"1315",-0.0046446105
"1316",0.0566331588
"1317",0.10093207435
"1318",-0.0671624625
"1319",0.03929468185
"1320",0.014475587
"1321",0.1000361935
"1322",-0.05209507195
"1323",0.0735494035
"1324",0.0171883255
"1325",0.10670422535
"1326",0.0166780019
"1327",0.00425555
"1328",-0.0613519953
"1329",-0.0120539935
"1330",-0.03743747175
"1331",-0.057410853
"1332",0.0476619295
"1333",-0.0966118765
"1334",-0.0979424005
"1335",0.06235027085
"1336",-0.1128360249
"1337",-0.041024148
"1338",0.114634331
"1339",0.0312837932
"1340",0.0752822925
"1341",0.109764633
"1342",0.003655747
"1343",0.04700968275
"1344",-0.093504825
"1345",0.052464409
"1346",-0.08529531515
"1347",0.037261565
"1348",-0.0397696515
