"","trial","electrodes","bin_3","bin_4","bin_5","bin_6","bin_7","bin_8","bin_9","bin_10","bin_11","bin_12","bin_13","bin_14","X","SID","newround_time","choice_time","buttonpress_time","reveal_time","self_payoff","other_payoff","self_foregone","other_foregone","RT","side_chosen","self_var_payoff","other_var_payoff","ineq_var_abs","ineq_choice_abs","ineq_foregone_abs","ineq_disadvent","ineq_advent","self_diff","other_diff"
"1",1,"ROF1-ROF2",0.049384223,0.056463373,0.0763384761,-0.0129689459,-0.035965139,0.1339376636,0.2368088936,0.068389646,-0.010886374,0.188659623,0.271833507,0.391207397,2169,"DG_s11",-0.61,0,2.015,2.031,10,10,10,18,2.015,"Left",10,18,8,0,8,8,0,0,-8
"2",1,"RAC2-RAC3",0.0225993375,-0.0013722355,-0.107064313,-0.1113627701,0.0720158119,0.100363988,0.010760958,0.0090049145,0.0798113325,0.049249567,0.070157037,0.178127895,2169,"DG_s11",-0.61,0,2.015,2.031,10,10,10,18,2.015,"Left",10,18,8,0,8,8,0,0,-8
"3",1,"RAM5-RAM6",0.1131410968,0.1885275658,0.3581525638,0.4566928698,0.2743091108,0.0913270613,0.1328731323,0.1556495158,0.1101853938,-0.001564552,-0.04585408,0.0676244288,2169,"DG_s11",-0.61,0,2.015,2.031,10,10,10,18,2.015,"Left",10,18,8,0,8,8,0,0,-8
"4",1,"RIN2-RIN3",0.0791050585,-0.0727717255,-0.0399080145,0.0391528095,0.0820230421,0.0685086921,0.2303892815,0.2365748015,0.000620009499999991,0.0080270715,-0.0645514185,-0.0560283513,2169,"DG_s11",-0.61,0,2.015,2.031,10,10,10,18,2.015,"Left",10,18,8,0,8,8,0,0,-8
"5",1,"RIN1-RIN2",-0.05942777165,-0.00695326565,0.21752438435,0.21903134835,0.06631285135,0.06550185135,0.17903898035,0.02709545035,-0.11293281565,-0.06841060335,-0.16103736035,-0.25252926465,2169,"DG_s11",-0.61,0,2.015,2.031,10,10,10,18,2.015,"Left",10,18,8,0,8,8,0,0,-8
"6",1,"LIN6-LIN7",0.2490485845,-0.0119503945,-0.1296415127,-0.2008510237,-0.2648265245,-0.0431262445,0.1656541575,0.1675684612,0.3056383212,0.2885791675,0.0369275255,-0.0602860755,2169,"DG_s11",-0.61,0,2.015,2.031,10,10,10,18,2.015,"Left",10,18,8,0,8,8,0,0,-8
"7",1,"ROF5-ROF6",-0.09563751275,-0.28240785575,-0.10222796205,0.13118694795,0.14411700425,0.11004903225,0.21075108225,0.33259874425,0.14175117825,0.31536082125,0.31840297725,-0.12240394575,2169,"DG_s11",-0.61,0,2.015,2.031,10,10,10,18,2.015,"Left",10,18,8,0,8,8,0,0,-8
"8",1,"RAC5-RAC6",-0.113923008,-0.163411926,-0.046358451,0.070613171,0.00254223000000001,-0.196925184,-0.303059458,-0.118439468,-0.114013099,-0.188098119,-0.152872524,-0.111059604,2169,"DG_s11",-0.61,0,2.015,2.031,10,10,10,18,2.015,"Left",10,18,8,0,8,8,0,0,-8
"9",1,"RTH6-RTH7",-0.1113453688,-0.2005052638,-0.2437525098,-0.2290720858,-0.0846512348,0.2042548152,0.1048614342,-0.0419513498,0.0692779362,-0.0375361008,0.0131031292,-0.0071314228,2169,"DG_s11",-0.61,0,2.015,2.031,10,10,10,18,2.015,"Left",10,18,8,0,8,8,0,0,-8
"10",1,"RIN6-RIN7",-0.29977854285,-0.30209377085,-0.27040424875,-0.16279914775,-0.000738320850000029,0.18892576815,0.54438822315,0.50766154315,-0.00805755685000004,-0.10247977285,0.00135839714999997,0.12039716315,2169,"DG_s11",-0.61,0,2.015,2.031,10,10,10,18,2.015,"Left",10,18,8,0,8,8,0,0,-8
"11",1,"LOF4-LOF5",-0.136707946,0.01054265,-0.08599448,0.052951396,0.091430429,-0.035676547,0.063428332,0.078451239,0.018587871,-0.154523378,-0.0750472171,0.1165403749,2169,"DG_s11",-0.61,0,2.015,2.031,10,10,10,18,2.015,"Left",10,18,8,0,8,8,0,0,-8
"12",1,"RIN7-RIN8",0.11091865715,-0.03067667085,0.02510808015,0.20568611315,0.51938648315,0.36183633715,0.24651553715,0.55383195815,0.56933900795,0.44371020795,0.24360146515,0.03816732615,2169,"DG_s11",-0.61,0,2.015,2.031,10,10,10,18,2.015,"Left",10,18,8,0,8,8,0,0,-8
"13",1,"RAM9-RAM10",-0.170001734,-0.079863954,-0.195374232,-0.0812136823,-0.000896582300000004,-0.113226569,-0.074306721,0.058565376,0.189537338,0.189574278,0.268473878,0.260558105,2169,"DG_s11",-0.61,0,2.015,2.031,10,10,10,18,2.015,"Left",10,18,8,0,8,8,0,0,-8
