"","trial","electrodes","bin_1","bin_2","bin_3","bin_4","bin_5","bin_6","bin_7","bin_8","bin_9","bin_10","bin_11","bin_12","bin_13","bin_14","bin_15","bin_16","bin_17","bin_18","bin_19","bin_20","bin_21","bin_22","bin_23","bin_24","bin_25","bin_26","bin_27","bin_28","bin_29","bin_30","bin_31","bin_32","bin_33","bin_34","bin_35","bin_36","bin_37","bin_38","bin_39","bin_40","bin_41","bin_42","bin_43","X","SID","newround_time","choice_time","buttonpress_time","reveal_time","self_payoff","other_payoff","self_foregone","other_foregone","RT","side_chosen","self_var_payoff","other_var_payoff","ineq_var_abs","ineq_choice_abs","ineq_foregone_abs","ineq_disadvent","ineq_advent","ineq_choice","chose_equality","self_diff","other_diff","L_self","R_self","L_other","R_other"
"11",2,"RAM7-RAM8",0.1330297645,-0.0288347445,-0.1330297645,-0.1213980765,-0.2032780265,-0.1497989755,-0.0243463655,0.0538885925,0.0381675425,-0.0226605965,0.1281713712,0.0210940822,0.0175398615,0.1501772915,-0.0042338995,-0.0465584765,0.0482990775,0.0622160745,-0.0337664435,-0.0201363315,-0.0550665835,0.0188311235,0.1554628035,0.4843778145,0.6378181745,0.1079030533,-0.2996949767,-0.3091670855,-0.2423119155,0.0427641959,0.0408193159,-0.081300684,0.025655226,0.0805504145,0.1410077995,0.0517242747,-0.0793370304,-0.0056656776,0.0329962915,-0.0504836735,0.0996947815,0.1833299385,-0.1023457655,2398,"DG_s12",1.75,2.453,3.375,3.375,12,12,10,10,0.922,"Left",12,12,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"12",2,"RIN1-RIN2",-0.1130736661,0.0059422379,0.1130736661,0.1815142421,0.1910244009,0.2707529559,0.3100895749,0.0974095879,-0.0416972701,-0.1197769381,-0.0490357281,0.0430921619,-0.0705957351,-0.0712525951,-0.0160421281,-0.0047663761,0.1182155129,0.1013440849,0.0819377469,0.0868729909,0.0771904636,0.1882505916,0.1805494239,0.0804234079,0.0839656419,0.0699470909,0.0621118709,0.2219449919,0.1427094009,0.0981751599,0.0462835409,0.1605123819,0.2832576705,0.0376238495,-0.1034448991,-0.2473692081,-0.1978973381,0.0189002734,0.0954599594,0.066610661,0.070771318,-0.0798329841,-0.0027899671,2398,"DG_s12",1.75,2.453,3.375,3.375,12,12,10,10,0.922,"Left",12,12,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"13",2,"RIN2-RIN3",-0.1923540275,0.00259380749999999,0.1923540275,0.022940514,-0.186579296,-0.0868327145,-0.0918959514,-0.1669542284,0.0519889085,-0.0435941025,-0.1843751765,0.0450765426,0.0582832096,-0.1455799718,-0.2059133598,-0.1599203665,-0.1604318419,-0.1456766329,-0.1185006375,-0.1017337227,0.0886485223,0.2485301775,-0.00227905350000002,-0.0418441135,0.1244410875,-0.0655152285,-0.2844624955,-0.1084634895,-0.0639120635,-0.1449117165,-0.1013441775,0.0154623855,-0.00151117359,-0.21464900639,-0.2648420861,-0.3313587133,-0.3565221625,-0.2064812995,-0.2065888693,-0.1381309353,-0.00772654850000001,-0.0346251207,0.0542703823,2398,"DG_s12",1.75,2.453,3.375,3.375,12,12,10,10,0.922,"Left",12,12,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"14",2,"RAM5-RAM6",0.0420486285,-0.0571419085,-0.0420486285,-0.1845397435,-0.1673130145,0.1190224243,0.1548967873,-0.0320801015,0.1039520015,0.2516682175,0.0875150675,-0.1084332895,0.018565001,0.309314642,0.1656050325,-0.0356666855,-0.1027392015,-0.16797742675,-0.13172677475,-0.1971063015,-0.2926218375,-0.1245490675,-0.0881568765,-0.2485671458,-0.2750972558,-0.13694528242,-0.08070508842,0.00677114349999999,-0.0024786155,-0.3172831515,-0.3015133245,-0.0730968715,0.0381526475,-0.0803340815,-0.3355249425,-0.3782921565,-0.3412153365,-0.2777099735,-0.0094393135,0.1885287935,0.3136230635,0.3555183235,0.3118692235,2398,"DG_s12",1.75,2.453,3.375,3.375,12,12,10,10,0.922,"Left",12,12,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"15",2,"LOF4-LOF5",0.0428048761,0.0589048829,-0.0428048761,-0.1641443043,-0.1107812113,-0.1095184311,0.0357068629,0.1795055794,0.0917647304,0.1945517859,0.1105136839,-0.1105149721,-0.2007221151,-0.1436291101,-0.2244465131,-0.2831638721,-0.1164329497,0.0249388463,0.0819677119,-0.045526506,0.085406309,0.0112708279,-0.1991026681,-0.2120817581,-0.2768140921,-0.0460192671,0.0736052409,0.051118566,0.201590858,0.2319328049,0.00730024064,0.04026215664,-0.0238865901,-0.2821134851,-0.2289363341,-0.2048869391,-0.0588525471,0.1077685529,0.0458264649,-0.1048436311,-0.1662914051,-0.1441834591,-0.1752761351,2398,"DG_s12",1.75,2.453,3.375,3.375,12,12,10,10,0.922,"Left",12,12,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"16",2,"LOF5-LOF6",-0.00152144875,-0.04747561625,0.00152144875,0.01154121775,-0.01169584125,0.16916224975,0.25435625075,0.13333064775,0.12060093245,0.33920257545,0.30390991275,0.11473037975,0.13005912075,0.07400400075,0.19534857075,0.17252859605,0.24960577605,0.37515220575,0.21270692575,0.37669107375,0.34788898875,-0.00345518524999999,-0.06142043925,0.09083929475,0.24475444875,0.17766619865,0.29288197365,0.25924006375,0.12872796275,0.35249506275,0.33680763675,0.18996625675,0.19860195475,0.19170068375,0.12506579275,0.02538083375,0.27879142375,0.30165778975,-0.00899809825,-0.02956800425,-0.00281749025,0.07719502375,0.09963768275,2398,"DG_s12",1.75,2.453,3.375,3.375,12,12,10,10,0.922,"Left",12,12,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"17",2,"LIN1-LIN2",0.0259597465,-0.0714506015,-0.0259597465,0.1150843265,0.0311377775,-0.1195368145,-0.1905723235,-0.0278341175,0.00694865346,-0.00514075654,0.1213331883,0.3531502383,0.5170866815,0.2262014315,0.1284033415,0.2038767615,0.0597729412,-0.0570227498,-0.00683655950000001,-0.1102294425,-0.1226244025,-0.0188754605,0.1231660695,0.1260062346,-0.1542818254,0.0524491715,0.3359105015,0.2342446705,-0.0613510945,-0.1164405235,-0.00800787850000001,0.0574697425,0.1006114465,0.1362061455,0.1354285505,0.0026253735,-0.0151871224,-0.1379721234,0.0045419835,-0.0190452985,-0.1585738965,-0.0688327625,-0.0643598005,2398,"DG_s12",1.75,2.453,3.375,3.375,12,12,10,10,0.922,"Left",12,12,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"18",2,"RAM6-RAM7",0.0228990439,0.0748709881,-0.0228990439,-0.0441713941,0.0245594569,0.0174688539,0.0371585169,-0.0057110215,-0.0555616345,-0.0223038651,-0.0828691251,-0.2250320351,-0.1205326251,0.1649763649,0.0334594349,-0.1354272851,-0.157545963766,-0.078800531766,0.029298170699,-0.037983378301,-0.1063413463,-0.0859256793,-0.0114440551,0.0112365249,0.1230451549,0.1034494499,0.1581919299,0.2887700749,0.2539504349,0.2455192159,0.0538826149,-0.0434857121,0.0979683289,0.1553940949,-0.0447459661,-0.1704208181,-0.20586752295,-0.17057020995,-0.008412807,0.099367972,0.1238071649,0.0028823689,-0.0502501211,2398,"DG_s12",1.75,2.453,3.375,3.375,12,12,10,10,0.922,"Left",12,12,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"19",2,"RIN3-RIN4",0.06619679525,0.05272054925,-0.06619679525,-0.15002135512,-0.22329918062,-0.05907719475,-0.02626964575,-0.12037287875,-0.20943636575,-0.21784181275,-0.26787406475,-0.29946581075,-0.11958891475,-0.21707208475,-0.17300622075,0.00988653924999999,-0.00371052375,-0.06513601375,-0.01936864275,0.19724862925,0.06516704525,-0.19340078575,-0.23946052275,-0.26489729375,-0.10005453275,0.06886562425,-0.00230739874999999,-0.00505545874999999,0.02271138925,0.09209648225,0.02886422825,0.08489050825,0.05091931025,-0.23691214975,-0.19654993075,-0.20448419775,-0.32800776075,-0.26604988775,-0.05592541475,-0.05475349575,-0.04896319575,-0.04010647675,-0.04954880675,2398,"DG_s12",1.75,2.453,3.375,3.375,12,12,10,10,0.922,"Left",12,12,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"20",2,"LOF3-LOF4",-0.0952301855,-0.0137757895,0.0952301855,0.0297883215,-0.1746176105,-0.1622018165,-0.28214602,-0.374448623,-0.2173807675,-0.0697665045,0.1143376655,-0.0555156195,0.0147716805,0.2376331155,-0.0150727945,-0.1723568875,-0.2198891815,-0.4277957385,-0.3654039345,-0.0146000625,0.1315542375,0.0178221855,-0.2323667185,-0.2595163832,-0.2452387732,-0.1994226145,-0.1967831575,-0.2191500135,0.0324856995,0.3232856485,0.1804665425,0.00746405550000001,-0.2522827145,-0.4577080754,-0.3389954444,-0.3126263925,-0.1340504195,-0.1177539295,-0.1521824035,-0.00371031449999998,-0.1203655145,-0.1957652845,-0.1253594645,2398,"DG_s12",1.75,2.453,3.375,3.375,12,12,10,10,0.922,"Left",12,12,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"21",3,"LOF5-LOF6",-0.150650559,0.184365128,0.150650559,0.086789665,0.081186098,-0.295090432,-0.361478191,-0.258484694,-0.162310749,-0.177771345,-0.223202835,-0.25568924,-0.161917543,-0.054101609,-0.128014461,-0.240993281,-0.397882931,-0.367009077,-0.018058712,0.1140594358,-0.0870743952,-0.020915337,-0.0212764878,-0.1650130578,-0.142640105,0.039381645,0.124664554,-0.086393476,-0.078129166,-0.152802839,-0.327873379,-0.342481676,-0.360408323,-0.474549086,-0.342076839,-0.085077898,-0.022732048,-0.134269166,-0.230898466,-0.285431956,-0.224532756,0.041526304,-0.079003179,2399,"DG_s12",4.375,5.078,5.969,5.984,10,10,8,8,0.891,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"22",3,"RAM6-RAM7",-0.1048807445,0.1174485605,0.1048807445,-0.2411969555,-0.2076368555,-0.0344861355,0.0397105715,0.1474477515,0.1259486018,0.0852720318,0.1801056105,0.1070961465,0.0116874225,0.0697865965,0.2022618825,0.1993509425,0.1444901635,-0.1268913365,-0.3386579795,-0.1862816495,-0.0404502625,-0.0232531735,0.0125417815,-0.1398393165,-0.1111903565,0.0189829225,-0.1418167345,-0.0222395145,0.0032260615,-0.2019210295,-0.1537642825,-0.0579856325,-0.1433049415,-0.1108461507,0.0687827773,0.1029605075,-0.12046616912,-0.16203976912,-0.1344574475,-0.0662910665,-0.0825771155,-0.0706189565,0.0664050675,2399,"DG_s12",4.375,5.078,5.969,5.984,10,10,8,8,0.891,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"23",3,"LOF3-LOF4",-0.012565864,-0.008059869,0.012565864,-0.013101757,-0.179558393,-0.17864952,-0.0805831252,-0.0704173304,-0.0268001522,0.003490983,-0.089029521,-0.066545464,-0.011115796,0.096802485,0.174222128,0.072130973,0.147097979,0.269544816,0.171464588,0.198997623,0.276881578,0.022287901,-0.016297026,0.235949386,0.247001675,0.035582436,-0.08427158,-0.001310887,0.171878804,0.25204475,0.091049194,0.107342554,0.051410894,-0.074735413,-0.02761378,0.031642997,0.22613748,0.49431888,0.255551405,-0.2104342639,-0.0573967289,-0.05350881,0.00890935,2399,"DG_s12",4.375,5.078,5.969,5.984,10,10,8,8,0.891,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"24",3,"LOF4-LOF5",0.056661185205,0.030581589205,-0.056661185205,0.011903411795,0.166393027795,0.099536990795,-0.000224215205000001,0.050943946795,0.160976205795,0.337392503795,0.247885612795,-0.096007207205,-0.029829191205,0.170370775795,0.236505529295,0.237239645495,0.251442526995,0.277793043795,0.012789260795,-0.058371617205,0.043263483795,0.135622871295,0.065135399295,0.072293426795,0.271634779795,0.306541302795,0.139494849495,-0.056861044505,-0.131285163205,-0.092834707205,-0.020262652205,0.022448732795,0.137453267795,0.006037080795,-0.010898759205,0.087133160795,0.150032590795,0.269915687795,0.387320537795,0.251070926495,0.010446864495,0.102211089795,0.250063231795,2399,"DG_s12",4.375,5.078,5.969,5.984,10,10,8,8,0.891,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"25",3,"RIN1-RIN2",0.1698521373,-0.0260036041,-0.1698521373,-0.1709633259,-0.0668449087,-0.0579450987,-0.2085629267,-0.2019742147,-0.1391554547,0.1582885753,0.3177006503,0.2084952303,0.1345498533,0.0847074233,0.1492806325,0.0788584875,0.0797597243,0.1166409683,-0.0014521187,-0.1283320277,-0.1145468107,-0.0572499017,-0.0714116457,-0.0287907747,-0.0764320117,-0.1246447567,0.0654125243,0.1348694593,0.0690843993,0.0170186935,0.0827879445,0.0665630203,-0.1552154851,-0.1341847571,-0.0299371607,-0.00720735669999999,0.1724230113,0.2525743063,0.1427542363,0.0993123533,0.1539081243,0.2906852003,0.1762046073,2399,"DG_s12",4.375,5.078,5.969,5.984,10,10,8,8,0.891,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"26",3,"LIN1-LIN2",0.0175460555,-0.1140815335,-0.0175460555,0.00193134950000001,0.0333039315,0.2198512585,0.0954268885,0.1632953445,0.2347583335,0.1175236585,0.0573276945,0.2092931305,0.4767641755,0.4915696855,0.4226285555,0.4931068805,0.4649192065,0.2642905535,0.1807557265,0.2141469835,0.2042313967,0.2411956877,0.4094826355,0.3039157475,0.0014762175,-0.0287126045,0.0825410355,-0.0446874345,-0.1807576945,-0.2142186745,-0.0362146013,0.1411477694,0.2128840162,0.2083022755,0.1646842095,0.1243917005,0.2410614965,0.4190874255,0.2712022855,0.1701256529,0.0711545529,-0.0500673045,-0.0447207885,2399,"DG_s12",4.375,5.078,5.969,5.984,10,10,8,8,0.891,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"27",3,"RAM7-RAM8",0.015912003,0.009389782,-0.015912003,0.154865271,0.3502739921,0.1296459761,-0.098450665,0.037356806,0.417397696,0.397904996,0.044963206,0.0098416539,0.0180783679,-0.139935412,0.131574464,0.3273246,0.09384258,0.1946840492,0.3199365192,0.183546783,0.121291513,-0.076602174,-0.06635599,0.181329589,0.015644057,0.0234978422,0.1505298402,0.033673346,0.071453075,0.1009951361,0.0073691201,-0.124157511,-0.088518461,0.061428341,0.094967365,0.140256717,0.12315516,0.248487015,0.388351335,0.196654898,0.276774741,0.331065725,-0.0086428101,2399,"DG_s12",4.375,5.078,5.969,5.984,10,10,8,8,0.891,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"28",3,"RIN2-RIN3",0.147419471,-0.024009271,-0.147419471,-0.237379571,-0.236778595,-0.025082615,0.023252972,-0.047817771,-0.05799337546,0.18614939454,0.284330612,0.188757615,0.181465079,0.129228557,-0.017270318,-0.235361933,-0.169948193,-0.093738171,-0.1341131623,0.0117623527,0.051403368,-0.0494270795,-0.0846884995,-0.058679224,0.0821772492,0.0391219412,-0.1430314327,-0.0492147007,-0.036780361,0.017701445,0.079630902,-0.078094376,-0.17501281,-0.167791885,-0.104174271,-0.054971546,0.092158799,0.142985679,-0.00282828099999999,-0.041660594,-0.065111308,-0.06680007407,-0.02139719207,2399,"DG_s12",4.375,5.078,5.969,5.984,10,10,8,8,0.891,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"29",3,"RIN3-RIN4",0.154587562,-0.049031595,-0.154587562,-0.241441805,-0.219279341,0.027607793,0.194281436,0.068102304,-0.071166686,-0.027936048,0.104357392,-0.021170138,-0.071591788,0.176342892,0.140603708,-0.0116112047,-0.1003280577,0.077212765,0.140503632,-0.048065438,-0.079356677,-0.112984497,-0.171120759,-0.219606299,-0.205662645,-0.054496426,0.057454901,0.080811002,0.014691459,-0.011252271,-0.006393037,-0.1106255724,-0.0776225224,0.056437407,0.011418974,-0.042561445,-0.034663043,-0.187123476,-0.294136413,-0.1570990483,-0.0095409313,0.054570018,0.038814378,2399,"DG_s12",4.375,5.078,5.969,5.984,10,10,8,8,0.891,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"30",3,"RAM5-RAM6",-0.0630296574,0.00276534240000001,0.0630296574,-0.0828233896,-0.2021301666,-0.3273601496,-0.3132446036,0.0175029404,0.1371646744,-0.1096047936,-0.1379619098,-0.1152236128,-0.1979878066,-0.1797480426,-0.2150222696,-0.3017788766,-0.2626781996,-0.2212994996,-0.1894805004,-0.1936502684,-0.2169498856,-0.2632679502,-0.3565963002,-0.2242108266,0.1156222024,0.0883298044,-0.0863266766,-0.1215851196,-0.2526355196,-0.2450815896,-0.0592869096,0.0723898714,-0.1660971386,-0.2093472736,-0.2849362636,-0.4383561896,-0.2942237496,-0.2554361696,-0.3295765096,-0.2755185896,-0.1052974636,-0.3019894336,-0.4304461366,2399,"DG_s12",4.375,5.078,5.969,5.984,10,10,8,8,0.891,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"31",4,"RAM7-RAM8",0.07931486825,0.04298528775,-0.07931486825,0.02740667755,0.22050895455,0.28282321875,0.26833427375,0.13199202175,0.10186537575,0.03731476775,0.19060173875,0.26409065975,0.32985433575,0.38269587475,0.21201185875,0.11801059475,-0.04391706025,-0.12312881825,-0.10120294925,0.04616805075,0.44493875675,0.51550103275,0.26180891275,0.15195097175,0.09856206175,0.06121999419,0.04838340119,0.10744324375,0.07725930975,0.01950024345,0.02331894445,-0.03766675725,-0.01848444925,0.05595241075,-0.04943821625,-0.04725769525,-0.02572757825,-0.05396717725,0.15689570375,0.39478592175,0.29236453775,0.08200125075,-0.04377140825,2400,"DG_s12",6.984,7.687,8.406,8.406,28,4,10,10,0.719,"Left",28,4,24,24,0,0,-24,24,"Advent",18,-6,28,10,4,10
"32",4,"RIN1-RIN2",0.027549197,-0.07475884,-0.027549197,0.064154252,0.148943412,0.199217998,0.010355926,0.004154423,0.08416402,0.019172510033,0.034973495733,0.1650866177,0.142638256,0.0752992482,0.4546145372,0.503692749,0.299966658,0.141613784,0.121166685,0.25135193404,0.19496374504,0.229594797,0.171809946,0.14019738,0.26575862,0.331714134,0.156563624,0.041664335,0.199893457,0.328901493,0.305200239,0.192167434,0.206128549,0.379881958,0.329002617,0.188348373,0.177674768,0.399535012,0.365600805,0.135292653,0.20499015,0.293751702,0.251220205,2400,"DG_s12",6.984,7.687,8.406,8.406,28,4,10,10,0.719,"Left",28,4,24,24,0,0,-24,24,"Advent",18,-6,28,10,4,10
