"","trial","electrodes","bin_3","bin_4","bin_5","bin_6","bin_7","bin_8","bin_9","bin_10","bin_11","bin_12","bin_13","bin_14","bin_15","bin_16","bin_17","bin_18","bin_19","bin_20","bin_21","bin_22","bin_23","bin_24","bin_25","bin_26","bin_27","bin_28","bin_29","bin_30","bin_31","bin_32","bin_33","bin_34","bin_35","bin_36","bin_37","bin_38","X","SID","newround_time","choice_time","buttonpress_time","reveal_time","self_payoff","other_payoff","self_foregone","other_foregone","RT","side_chosen","self_var_payoff","other_var_payoff","ineq_var_abs","ineq_choice_abs","ineq_foregone_abs","ineq_disadvent","ineq_advent","ineq_choice","chose_equality","self_diff","other_diff","L_self","R_self","L_other","R_other"
"1",1,"LOF3-LOF4",0.139260359766667,0.204460650433333,0.3069770171,0.315876621766667,0.2097048351,0.108130980433333,0.0060786411,0.0449946557666667,0.135473939766667,0.3598360611,0.512057807766667,0.371006210433333,0.305815320433333,0.253268534433333,0.231614003766667,0.0648031651,0.0413402691,0.0532959077666667,0.195414936433333,0.138113649766667,0.219786075766667,0.2518797891,0.236709339766667,0.146789404433333,-0.0573716869,-0.0841810435666667,-0.0091915217,0.0335748289666667,0.0743210343,0.0104063931,-0.0492265882333333,0.0239878091,0.0863781377666667,0.149617410433333,0.0861069024333333,0.1620340451,2397,"DG_s12",-0.703,0,0.75,0.75,10,18,10,10,0.75,"Right",10,18,8,8,0,8,0,-8,"Disadvent",0,8,10,10,10,18
"2",1,"RIN3-RIN4",-0.1967417486,-0.227864383266667,-0.171110773933333,-0.146905880266667,-0.151341750933333,-0.2648037756,-0.1481311356,0.0607836968,0.0847949301333333,-0.0185965698666667,-0.119612810266667,0.0821798364,0.2228555164,0.199092277733333,0.149762531066667,-0.0814477956,-0.127834776933333,-0.175751096933333,-0.00750560760000002,-0.0413084409333334,-0.0225438909333333,-0.0828760716,0.0248823950666666,-0.0464975858,0.0407167452666667,0.161202851933333,0.170895366866667,0.0506282424666667,-0.109038203533333,-0.0541566862666667,0.0336988092,-0.0469222981333333,-0.0878883861333333,-0.0447128502666667,0.222379383066667,0.1247137618,2397,"DG_s12",-0.703,0,0.75,0.75,10,18,10,10,0.75,"Right",10,18,8,8,0,8,0,-8,"Disadvent",0,8,10,10,10,18
"3",1,"RIN2-RIN3",0.1326918654,0.262907724466667,0.349810735133333,0.388942903133333,0.232942216066667,0.0726325160666667,0.0897513020666667,0.213610342066667,0.273088364066667,0.173644568733333,0.235027562066667,0.1934934194,0.1507005714,0.0544996714,0.124065738733333,0.157696183133333,0.196343543133333,0.285187164466667,0.2993780494,0.239928042733333,0.151136576066667,0.0391772294,0.1133710022,0.0406812608666667,0.0363958548666667,-0.019886355,0.013494585,0.0449463343333333,0.0219484687333333,0.126727962066667,0.4001747414,0.381569854066667,0.2708913334,0.106577248733333,0.285548618733333,0.3085936994,2397,"DG_s12",-0.703,0,0.75,0.75,10,18,10,10,0.75,"Right",10,18,8,8,0,8,0,-8,"Disadvent",0,8,10,10,10,18
"4",1,"RAM7-RAM8",-0.00215405233333332,0.123065730333333,0.0630964103333333,-0.040735263,-0.158239039,-0.114744765666667,-0.146539839,-0.083847271,-0.217218353,-0.0407807396666666,-0.0217038523333333,0.090371371,-0.0908437656666667,-0.171190594333333,-0.111583889,-0.00619353233333333,0.046316289,0.0513145223333333,-0.0445646683333333,-0.013831703,-0.226777776333333,-0.185281239,-0.111833578093333,0.0559965559066667,0.0533833279066667,-0.0259223723333333,0.055781667,0.159962835,0.140017911,0.0453509536666667,-0.132372259666667,-0.134909219666667,-0.183159655666667,-0.172455027666667,-0.176737887666667,-0.221149154333333,2397,"DG_s12",-0.703,0,0.75,0.75,10,18,10,10,0.75,"Right",10,18,8,8,0,8,0,-8,"Disadvent",0,8,10,10,10,18
"5",1,"RAM6-RAM7",-0.0124933145,-0.00254321590000001,0.0336064561,0.0555617227666667,-0.0291923778333333,-0.152111447166667,-0.1310088405,-0.0834522291666667,0.0294163985,-0.0366346055,0.0407795985,-0.00296247716666667,-0.00515289183333334,0.0127003261666667,0.0993622301666667,0.194818102833333,0.120667236166667,0.0901606295,0.0331727748333333,-0.0281888918333333,-0.0358248985,-0.0406794485,0.0392346728333333,0.0480649095,0.190007842833333,0.248436548833333,0.214608996166667,0.0612847835,-0.00825386383333333,-0.101189590566667,-0.0971182779,-0.1367278379,-0.173846701166667,-0.149646055833333,-0.165518409166667,-0.187793443166667,2397,"DG_s12",-0.703,0,0.75,0.75,10,18,10,10,0.75,"Right",10,18,8,8,0,8,0,-8,"Disadvent",0,8,10,10,10,18
"6",1,"LOF5-LOF6",0.0424411058333333,-0.0478587555,-0.0598295581666667,-0.0695568555,-0.0444902448333333,-0.0603263625666667,-0.0330561279,0.0729857861,0.0976645238333333,0.117598191833333,0.1122300405,0.1371652605,0.178852907166667,0.151645015833333,0.170407571166667,0.120265241033333,0.114884632366667,0.0806362617,-0.0371551388333333,-0.0656234121666667,-0.0746846108333333,0.0611879831666667,0.0158762318333333,-0.0830718881666667,-0.132989202166667,-0.0441210061666667,0.0072540165,0.00750717234000001,0.0102407310066667,0.07003452634,0.0641402163,0.0342769236333333,0.107018372966667,0.176729287166667,0.182356133166667,0.0779240898333333,2397,"DG_s12",-0.703,0,0.75,0.75,10,18,10,10,0.75,"Right",10,18,8,8,0,8,0,-8,"Disadvent",0,8,10,10,10,18
"7",1,"RAM5-RAM6",-0.24462253887,-0.224001628203333,-0.0724179971366667,0.00288753466333333,-0.000543550003333337,-0.09726154667,-0.18686795867,-0.255308289736667,-0.197165819736667,-0.169120394403333,-0.102783533336667,-0.11071555867,-0.0581128873366667,0.0609909539966667,0.170921627996667,0.118178650663333,-0.00696204033666667,-0.0977011743366667,-0.0860684370033333,-0.08512895267,-0.17569355987,-0.219464683203333,-0.204067536536667,-0.185716237336667,-0.12332767867,-0.08267855867,-0.0382238000033333,-0.0632312673366667,-0.129842887336667,-0.192901881203333,-0.20924616767,-0.184564771003333,-0.198419461803333,-0.151136398003333,-0.261625168003333,-0.123898242003333,2397,"DG_s12",-0.703,0,0.75,0.75,10,18,10,10,0.75,"Right",10,18,8,8,0,8,0,-8,"Disadvent",0,8,10,10,10,18
"8",1,"LOF4-LOF5",-0.2133743484,-0.242744426,-0.354868616,-0.159653088,-0.0842695506666667,0.0975246853333333,-0.0587317873333333,-0.0636499233333333,-0.156090961333333,-0.057708498,-0.149520180666667,-0.125648935333333,-0.158619158,-0.115388388666667,-0.0321795966666667,-0.0614632026666667,0.001365692,-0.0544785786666667,-0.00728710133333335,-0.0183023,-0.152588241333333,-0.120634604066667,-0.0872865720666667,-0.0296824520666667,-0.091489394,-0.102285718666667,0.0125930006666667,-0.03124615,-0.200944113333333,-0.309481157333333,-0.199222060666667,-0.075697218,-0.138922456666667,-0.176255343333333,-0.162936912666667,-0.0661439366666667,2397,"DG_s12",-0.703,0,0.75,0.75,10,18,10,10,0.75,"Right",10,18,8,8,0,8,0,-8,"Disadvent",0,8,10,10,10,18
"9",1,"RIN1-RIN2",0.0170588348333333,0.1043590415,0.243259788166667,0.259648442166667,0.245055520833333,0.230435551033333,0.153388235033333,0.188109256366667,0.190491986166667,0.165502404833333,0.135897764833333,0.102147150166667,0.192430284833333,0.288390616833333,0.378069698166667,0.337234694833333,0.276721342833333,0.310573116166667,0.250576408833333,0.1916166715,0.0856100197,0.0661947977,-0.00745427963333332,-0.0203305258333333,0.0097774295,0.0972600288333333,0.104322782833333,0.0788282408333333,0.0555691961666667,0.181997986833333,0.409192942166667,0.4325097435,0.2869434435,0.0339534761666667,-0.0623489811666667,-0.0683826945,2397,"DG_s12",-0.703,0,0.75,0.75,10,18,10,10,0.75,"Right",10,18,8,8,0,8,0,-8,"Disadvent",0,8,10,10,10,18
"10",1,"LIN1-LIN2",0.149001364163333,0.122369277496667,0.07927862683,0.218125752163333,0.18188359743,0.131718574763333,0.0458472607633333,0.18993881883,0.246569604163333,0.202803364296667,0.176560724296667,0.15921608563,0.145805337496667,-0.0118829038366667,-0.0493458858366667,-0.0586277798366667,0.07413048283,0.0184957714966667,0.00780167716333334,-0.10600137817,-0.05251623817,0.0150345034966667,0.0291975321633333,-0.02803654117,-0.13351813717,-0.106775195703333,-0.143143511703333,-0.0345089737033333,-0.0614372865033333,0.0240919881633333,-0.03754231517,-0.0739677585033333,0.00924829016333334,-0.08373787317,0.0553189881633333,-0.153411145836667,2397,"DG_s12",-0.703,0,0.75,0.75,10,18,10,10,0.75,"Right",10,18,8,8,0,8,0,-8,"Disadvent",0,8,10,10,10,18
