"","X","electrode","bin","R2","absBeta","Fstat","p","fstretch","perm_p","predictor","region","anova_p","diff_adj_r2","perct_adj_r2","chisq_stretch","anova_permuted"
"29",29,"LAC1-LAC2","post_14",0.000231067948448645,0.000344853157048139,0.0522334258199384,0.819428205347005,3.4085938374795,0.958,"ineq_disadvent","Cingulate",0.737242661292453,-0.00399137487289347,0.69239633987502,0,1
"30",30,"LAC1-LAC2","post_15",0.000350547910728226,0.000466549783150329,0.0792516093106447,0.778571771897321,3.4085938374795,0.958,"ineq_disadvent","Cingulate",0.961905991414894,-0.00448535777542647,0.641953564437307,0,1
"31",31,"LAC1-LAC2","post_16",0.003439961936497,0.00159510059137851,0.780114963428609,0.378044538812225,3.4085938374795,0.958,"ineq_disadvent","Cingulate",0.668665977254127,-0.00366830947528274,1.26007362356075,0,1
"32",32,"LAC1-LAC2","post_17",0.00275733959759001,0.00130374862219859,0.624881760276765,0.43006766150058,3.4085938374795,0.958,"ineq_disadvent","Cingulate",0.77076166105793,-0.00409580037283752,3.05559958117597,0,1
"33",33,"LAC1-LAC2","post_18",5.1070820246025e-05,0.00017129548741004,0.0115425948653892,0.914538038068127,3.4085938374795,0.958,"ineq_disadvent","Cingulate",0.457095712360979,-0.00202479031754277,-0.663878952125227,0,1
"34",34,"LAC1-LAC2","post_19",0.00433287934665381,0.00160060784300691,0.983492084885962,0.322398772403964,3.4085938374795,0.958,"ineq_disadvent","Cingulate",0.171997611448096,0.00374182405242363,-0.652557832838262,0,1
"35",35,"LAC1-LAC2","post_20",0.00157532725114603,0.000989451180179229,0.356585697926315,0.551006373270331,3.4085938374795,0.958,"ineq_disadvent","Cingulate",0.747992296796915,-0.00402986183573217,0.798357025491479,0,1
"36",36,"LAC1-LAC2","post_21",0.00658331056313811,0.00198271861622797,1.49768793205258,0.222301792292383,3.4085938374795,0.958,"ineq_disadvent","Cingulate",0.471600464389227,-0.00218755532562764,1.27936388625388,0,1
"37",37,"LAC1-LAC2","post_22",0.00177219128832342,0.0010231519331285,0.401226280880717,0.527097118038428,3.4085938374795,0.958,"ineq_disadvent","Cingulate",0.916244886953233,-0.00442965352123537,1.38812508402162,0,1
"38",38,"LAC1-LAC2","post_23",0.000336148608014569,0.00043573336745591,0.0759951310688172,0.783051786092787,3.4085938374795,0.958,"ineq_disadvent","Cingulate",0.675645915584499,-0.00369501858097321,7.9831768985693,0,1
"39",39,"LAC1-LAC2","post_24",0.00244094015708405,0.00114683923208224,0.553002321073465,0.457865935092209,3.4085938374795,0.958,"ineq_disadvent","Cingulate",0.575854331370152,-0.00309703580676923,0.895597637821066,0,1
"40",40,"LAC1-LAC2","post_25",0.000227291022992465,0.000367969140604395,0.0513794492838856,0.820884970145492,3.4085938374795,0.958,"ineq_disadvent","Cingulate",0.900313607263503,-0.00443300364490584,0.51483605347556,0,1
"41",41,"LAC1-LAC2","post_26",0.00242707978671219,0.00135448609533837,0.549854572716025,0.459146970759201,3.4085938374795,0.958,"ineq_disadvent","Cingulate",0.566367786274383,-0.00303493881691841,0.504642326373485,0,1
"42",42,"LAC1-LAC2","post_27",0.00112424948876952,0.00086263130576735,0.254366355707276,0.614508585561786,3.4085938374795,0.958,"ineq_disadvent","Cingulate",0.563180435928555,-0.00301607650835001,0.389666851693502,0,1
"43",43,"LAC1-LAC2","post_28",0.0148581785035231,0.00287879374081877,3.4085938374795,0.0661653691799324,3.4085938374795,0.958,"ineq_disadvent","Cingulate",0.30640196312083,0.000132740268796283,0.0154018811903686,0,1
"44",44,"LAC1-LAC2","post_29",0.00548401855877057,0.00178851267443235,1.24622250160933,0.265460678385788,3.4085938374795,0.958,"ineq_disadvent","Cingulate",0.652005489623736,-0.00355869768050077,-1.27212930081333,0,1
"45",45,"LAC1-LAC2","post_30",0.00165549237983952,0.00103326637367515,0.3747616929707,0.541035520302108,3.4085938374795,0.958,"ineq_disadvent","Cingulate",0.519622012096499,-0.00262842315620482,-0.642788482857328,0,1
"46",46,"LAC1-LAC2","post_31",0.00784405303513014,0.00219458589571854,1.78677151647631,0.18266408392638,3.4085938374795,0.958,"ineq_disadvent","Cingulate",0.285206534813512,0.000555249388901613,-0.6268654531556,0,1
"47",1,"LAC10-LAC11","pre_15",0.00822407833554829,0.00224062413151828,1.87405407132151,0.172370521167572,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.0242235213779044,0.017639939818143,14.0056783916574,12.6884840036977,0.176
"48",2,"LAC10-LAC11","pre_14",0.00265914182622691,0.00122583498453063,0.602568367476399,0.438411366576571,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.195281336841225,0.00291601187201507,-0.471690513688063,12.6884840036977,0.176
"49",3,"LAC10-LAC11","pre_13",0.00461891269083562,0.00168205219500528,1.04871820595947,0.306897365467243,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.165276129246921,0.00401290946771216,-0.515238917795761,12.6884840036977,0.176
"50",4,"LAC10-LAC11","pre_12",0.00231454913090203,0.00122539444769326,0.524301625455388,0.469761349420224,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.315824377473444,-4.15972191947223e-05,0.00743200954666575,12.6884840036977,0.176
"51",5,"LAC10-LAC11","pre_11",0.00051935043374724,0.000565777423198232,0.117434187523103,0.732152666701481,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.985605676045759,-0.00446731183931526,4.47004380077029,12.6884840036977,0.176
"52",6,"LAC10-LAC11","pre_10",7.37886160205611e-05,0.000229295840485528,0.0166774578271786,0.897360752722503,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.378527177204571,-0.00104030048475423,-0.0819376807356175,12.6884840036977,0.176
"53",7,"LAC10-LAC11","pre_9",5.98669507474277e-09,2.00729145801961e-06,1.35299309499182e-06,0.999072941072406,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.332436024658777,-0.000329442389236601,-0.0226902972721107,12.6884840036977,0.176
"54",8,"LAC10-LAC11","pre_8",0.00145874928604852,0.00102186353665921,0.330158957790926,0.566137012007194,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.808676585668206,-0.00420383604645991,-8.06849506135657,12.6884840036977,0.176
"55",9,"LAC10-LAC11","pre_7",0.00120975320544644,0.000977277194094657,0.273735376680278,0.601349575945051,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.885113290492734,-0.00436808115272469,-4.51269478575891,12.6884840036977,0.176
"56",10,"LAC10-LAC11","pre_6",0.00156161808162806,0.00105152904367233,0.353477683590089,0.552745799121208,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.634204075688023,-0.00342064607808434,-0.253934585282972,12.6884840036977,0.176
"57",11,"LAC10-LAC11","pre_5",9.3748868754312e-06,7.98223174978213e-05,0.00211874429683555,0.963327129409778,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.384853696813524,-0.00113837464255029,-0.282227227670921,12.6884840036977,0.176
"58",12,"LAC10-LAC11","pre_4",0.00233282167982664,0.00128802119369693,0.528450480378161,0.46801135088566,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.926732085982257,-0.00442871006685319,11.6878850563637,12.6884840036977,0.176
"59",13,"LAC10-LAC11","pre_3",0.00494834725737145,0.00200266592619988,1.12388786761325,0.290214496465761,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.828722180613994,-0.00421302707298521,-0.397898355737744,12.6884840036977,0.176
"60",14,"LAC10-LAC11","pre_2",0.000108260414091599,0.000304429139951647,0.0244695026631923,0.875835858075141,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.407471123198954,-0.00143800503936442,-0.263713271407945,12.6884840036977,0.176
"61",15,"LAC10-LAC11","pre_1",0.000217589292632638,0.000370004636580373,0.0491858824563474,0.824686271190349,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.56717682940162,-0.00301289737444432,-0.918115529498015,12.6884840036977,0.176
"62",16,"LAC10-LAC11","post_1",0.00106457480327596,0.000820619774157806,0.24085030871038,0.624068827767383,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.553678259739685,-0.00292213986843426,4.27986022620774,12.6884840036977,0.176
"63",17,"LAC10-LAC11","post_2",0.00126808294458545,0.000896274163718519,0.286950622666853,0.592708068858862,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.483325635668283,-0.00231928153014538,0.308063705169703,12.6884840036977,0.176
"64",18,"LAC10-LAC11","post_3",0.000189234206595846,0.00033680961957821,0.0427750251886149,0.836335685102391,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.780317594830394,-0.00413994817167285,0.932274296209994,12.6884840036977,0.176
"65",19,"LAC10-LAC11","post_4",0.00326133126987529,0.00139577947800623,0.73947253188326,0.390741165904905,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.463071286317487,-0.00210107626020961,0.709312935232854,12.6884840036977,0.176
"66",20,"LAC10-LAC11","post_5",0.00209604468167312,0.0010557973973703,0.474701092758988,0.49153907453798,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.437543021441294,-0.00179740032708786,-0.215854545616079,12.6884840036977,0.176
"67",21,"LAC10-LAC11","post_6",0.0018827007867932,0.000956391707327719,0.426292959906283,0.514477183923034,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.613050734357986,-0.00336311410121359,0.450099158998896,12.6884840036977,0.176
"68",22,"LAC10-LAC11","post_7",0.00265866070767318,0.00125433494100072,0.602459054149388,0.438452850617992,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.576785622091105,-0.00310382281118127,0.89292334435928,12.6884840036977,0.176
"69",23,"LAC10-LAC11","post_8",0.00384079252800653,0.00153677347842991,0.871365846762883,0.351573688073995,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.282631870144319,0.000606898062138872,0.219305799513025,12.6884840036977,0.176
"70",24,"LAC10-LAC11","post_9",0.0200409239874417,0.00330483262926041,4.62187547626098,0.0326287084349982,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.0638538486867853,0.0105448637805929,14.5724856401749,12.6884840036977,0.176
"71",25,"LAC10-LAC11","post_10",0.0144940208849422,0.00271184117381712,3.32382429880164,0.0696039208365338,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.168119778830529,0.0038721782950627,-6.43978743361961,12.6884840036977,0.176
"72",26,"LAC10-LAC11","post_11",0.00429406149817301,0.00147378107125716,0.974643075893757,0.324580692402513,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.28187065806254,0.00062896058058115,-0.090384014098823,12.6884840036977,0.176
"73",27,"LAC10-LAC11","post_12",0.00987443007565424,0.00240710760165533,2.25387694741423,0.134675943925113,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.0668061004178656,0.0101557991124784,1.42015781260961,12.6884840036977,0.176
"74",28,"LAC10-LAC11","post_13",0.00368473045972406,0.00166413172173264,0.835828888060591,0.36156678975513,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.247360846515956,0.00140863716327566,0.391844216082044,12.6884840036977,0.176
"75",29,"LAC10-LAC11","post_14",0.000307806297531857,0.000564758732938022,0.0695856421410686,0.792181413444829,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.651032913117534,-0.00359238040624721,0.440396285520573,12.6884840036977,0.176
"76",30,"LAC10-LAC11","post_15",0.00247477957743174,0.00186185331452192,0.560687763125071,0.454761860662937,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.283699625495547,0.000589459723811192,-0.105538635609082,12.6884840036977,0.176
"77",31,"LAC10-LAC11","post_16",0.00668778383028892,0.00333452314823293,1.52161538038213,0.218656563842568,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.0840233695408193,0.00866433231481589,-1.19357905336574,12.6884840036977,0.176
"78",32,"LAC10-LAC11","post_17",0.00258310035716566,0.00178720338724028,0.585292550114688,0.445043400788515,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.243759442432154,0.00151500989884501,-0.203529581230536,12.6884840036977,0.176
"79",33,"LAC10-LAC11","post_18",0.00230258232020113,0.00186574921717914,0.521584595834313,0.470913133247135,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.48166963813092,-0.00230523463762955,0.267680671919306,12.6884840036977,0.176
"80",34,"LAC10-LAC11","post_19",0.00279596918366148,0.00202409837182972,0.633660731385345,0.426851039557085,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.439490884359396,-0.00185069948520789,0.215341888898669,12.6884840036977,0.176
"81",35,"LAC10-LAC11","post_20",0.00167725038481364,0.00122827865048443,0.379695431276103,0.538386419439183,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.722222645084369,-0.00393505952654749,0.561991645777791,12.6884840036977,0.176
"82",36,"LAC10-LAC11","post_21",0.0030002291117494,0.00170216558084766,0.680092211707604,0.410424520668094,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.503228904411662,-0.00250945415378201,0.358490532971912,12.6884840036977,0.176
"83",37,"LAC10-LAC11","post_22",0.00283609492128112,0.00152605891752034,0.642780438546794,0.423547917688707,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.189505303238997,0.00311065859975801,-0.492189141058104,12.6884840036977,0.176
"84",38,"LAC10-LAC11","post_23",0.0019832905419187,0.00114259503953564,0.449114386789184,0.503440005486047,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.25199908028487,0.00130835592803114,-0.203791211026601,12.6884840036977,0.176
"85",39,"LAC10-LAC11","post_24",0.00572424017336563,0.00188246838235039,1.30112623826433,0.2552149249536,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.235976952830563,0.00171701127184143,-0.227370028765406,12.6884840036977,0.176
"86",40,"LAC10-LAC11","post_25",0.0131725583587726,0.00285216136365461,3.01673632436838,0.0837716804802303,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.0801137025331941,0.00900474910332594,-1.20386483983008,12.6884840036977,0.176
"87",41,"LAC10-LAC11","post_26",0.00193611354755425,0.00102630565786004,0.438410474205759,0.508565248212606,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.334202577854199,-0.000367222910692133,0.0459068263835337,12.6884840036977,0.176
"88",42,"LAC10-LAC11","post_27",0.00148851542171833,0.000863754195596714,0.33690597504787,0.562198910351469,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.272773387158657,0.000825557929050147,-0.134397487509141,12.6884840036977,0.176
"89",43,"LAC10-LAC11","post_28",0.00843805778676146,0.00204235316831358,1.92322938045759,0.16686742007459,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.0902953480341791,0.00816426262606629,-0.97502030950997,12.6884840036977,0.176
"90",44,"LAC10-LAC11","post_29",0.0168732722098099,0.00303773331611296,3.87880769754725,0.0501208620835761,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.0284225409582997,0.0164706042003466,670.703274764989,12.6884840036977,0.176
"91",45,"LAC10-LAC11","post_30",0.0100873861762555,0.00227320330079303,2.30298032775614,0.130523587425846,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.0542783003908384,0.0116995775407889,5.97340869812371,12.6884840036977,0.176
"92",46,"LAC10-LAC11","post_31",0.00526350822679591,0.00170760591533872,1.19584721088838,0.27531747812943,4.62187547626098,0.6411,"ineq_disadvent","Cingulate",0.323936668046555,-0.000188336461720784,0.0242737945231326,12.6884840036977,0.176
"93",1,"LAC2-LAC3","pre_15",0.00231468666954096,0.00120198713101379,0.524332853582847,0.469748137888973,4.75763370071631,0.578,"ineq_disadvent","Cingulate",0.572470405368433,-0.00308090680430406,0.493878155455463,12.6884840036977,0.156
"94",2,"LAC2-LAC3","pre_14",0.00450125600141423,0.00147645886349077,1.02188361607924,0.313153674111565,4.75763370071631,0.578,"ineq_disadvent","Cingulate",0.35389356170945,-0.000684777314006402,-1.54156837666278,12.6884840036977,0.156
"95",3,"LAC2-LAC3","pre_13",0.00183740025239723,0.000986697799770292,0.416016846500536,0.519585486927411,4.75763370071631,0.578,"ineq_disadvent","Cingulate",0.624382425586881,-0.00342998007575912,0.546455972817909,12.6884840036977,0.156
"96",4,"LAC2-LAC3","pre_12",0.000400220010487851,0.000530826298021855,0.0904859366527705,0.763836845046161,4.75763370071631,0.578,"ineq_disadvent","Cingulate",0.52092611172933,-0.00262847271245714,-0.31515622886968,12.6884840036977,0.156
"97",5,"LAC2-LAC3","pre_11",0.00089424676475212,0.000823264203539344,0.202280657657661,0.653317294980232,4.75763370071631,0.578,"ineq_disadvent","Cingulate",0.721459006783757,-0.00380271138235577,-0.145866259040235,12.6884840036977,0.156
"98",6,"LAC2-LAC3","pre_10",0.000213074167122375,0.000384201830194748,0.0481650244921348,0.826485683861615,4.75763370071631,0.578,"ineq_disadvent","Cingulate",0.729246394806167,-0.0039079050051275,-0.535758561945688,12.6884840036977,0.156
"99",7,"LAC2-LAC3","pre_9",0.00914986425471372,0.00244679832587646,2.08696476587745,0.149945970477396,4.75763370071631,0.578,"ineq_disadvent","Cingulate",0.138714071058655,0.00512614061088412,1.2574460185748,12.6884840036977,0.156
"100",8,"LAC2-LAC3","pre_8",0.00193458374088374,0.00114342766676816,0.438063395762644,0.508732940217744,4.75763370071631,0.578,"ineq_disadvent","Cingulate",0.549693385315559,-0.0028634778280987,-0.32508918783529,12.6884840036977,0.156
"101",9,"LAC2-LAC3","pre_7",0.000609215657991611,0.000650480020116496,0.137766668317592,0.710859123950354,4.75763370071631,0.578,"ineq_disadvent","Cingulate",0.952115456208106,-0.00446101028732637,1.57356370988584,12.6884840036977,0.156
"102",10,"LAC2-LAC3","pre_6",0.00347047095250141,0.00147614692206743,0.787057896834218,0.375934355815526,4.75763370071631,0.578,"ineq_disadvent","Cingulate",0.47926646887029,-0.00225603845079125,-0.919362690384265,12.6884840036977,0.156
"103",11,"LAC2-LAC3","pre_5",0.0110373465206782,0.00271191096376726,2.52227958750257,0.113646223888853,4.75763370071631,0.578,"ineq_disadvent","Cingulate",0.12663679339994,0.00578167652246342,-1.74271625655689,12.6884840036977,0.156
"104",12,"LAC2-LAC3","pre_4",0.000427785891530324,0.000555798115524454,0.0967209873596607,0.756087295849784,4.75763370071631,0.578,"ineq_disadvent","Cingulate",0.699436488306026,-0.00384009081934544,0.453048283477083,12.6884840036977,0.156
"105",13,"LAC2-LAC3","pre_3",0.000245878013099943,0.000414279929462398,0.0555820973762538,0.813833534103935,4.75763370071631,0.578,"ineq_disadvent","Cingulate",0.875930549288513,-0.00438350515658792,0.717831445647583,12.6884840036977,0.156
"106",14,"LAC2-LAC3","pre_2",4.38407244532983e-05,0.000166965427704378,0.00990843811955079,0.920796865981952,4.75763370071631,0.578,"ineq_disadvent","Cingulate",0.727041577814481,-0.00394005197858727,1.24616270774414,12.6884840036977,0.156
"107",15,"LAC2-LAC3","pre_1",0.00087954533704721,0.000749566231431793,0.1989522336821,0.655994937900484,4.75763370071631,0.578,"ineq_disadvent","Cingulate",0.643644513649732,-0.00354579609147376,0.522799700061916,12.6884840036977,0.156
"108",16,"LAC2-LAC3","post_1",0.0206174488116253,0.00351010440303632,4.75763370071631,0.0302001780566843,4.75763370071631,0.578,"ineq_disadvent","Cingulate",0.0728475181434602,0.00959751822917676,6.49534668966221,12.6884840036977,0.156
"109",17,"LAC2-LAC3","post_2",0.00206779958079848,0.000955680339407103,0.468291037271018,0.494475546918023,4.75763370071631,0.578,"ineq_disadvent","Cingulate",0.541306239614685,-0.00282307560442474,6.31798320879624,12.6884840036977,0.156
"110",18,"LAC2-LAC3","post_3",0.00200045032506074,0.00109514918013254,0.453007993451482,0.501597607949214,4.75763370071631,0.578,"ineq_disadvent","Cingulate",0.47992642272706,-0.00224003310963683,-0.180455979836085,12.6884840036977,0.156
"111",19,"LAC2-LAC3","post_4",0.00120593755041446,0.000815430243501385,0.272870951720765,0.601924037770722,4.75763370071631,0.578,"ineq_disadvent","Cingulate",0.444251211806579,-0.00187355203794959,-0.227247262999075,12.6884840036977,0.156
"112",20,"LAC2-LAC3","post_5",0.00345009222412739,0.00134071394118546,0.782420264724114,0.377342031700903,4.75763370071631,0.578,"ineq_disadvent","Cingulate",0.125464729316253,0.0058115265568599,2.38498309751664,12.6884840036977,0.156
"113",21,"LAC2-LAC3","post_6",0.00226702614964584,0.00110506521214488,0.513512055076977,0.474362320529738,4.75763370071631,0.578,"ineq_disadvent","Cingulate",0.237808274596054,0.00166643638919672,-0.272075038986219,12.6884840036977,0.156
"114",22,"LAC2-LAC3","post_7",0.000827525001919371,0.000688943140947947,0.187175542875255,0.665690416757214,4.75763370071631,0.578,"ineq_disadvent","Cingulate",0.931881709415345,-0.00445936291587556,0.724885749495472,12.6884840036977,0.156
"115",23,"LAC2-LAC3","post_8",0.000833333614808173,0.000704609286492229,0.188490472393363,0.664590154922354,4.75763370071631,0.578,"ineq_disadvent","Cingulate",0.68108111589501,-0.00370489866143608,-0.888362079430937,12.6884840036977,0.156
"116",24,"LAC2-LAC3","post_9",0.00129650427052459,0.000845896158337638,0.293390346976343,0.588589649626228,4.75763370071631,0.578,"ineq_disadvent","Cingulate",0.935986484105442,-0.00443327096872359,-7.57245714400306,12.6884840036977,0.156
