"","X","electrode","bin","R2","absBeta","Fstat","p","fstretch","perm_p","predictor","region","anova_p","diff_adj_r2","perct_adj_r2","correction"
"1",1,"LAC1-LAC2","bin_3",0.00400966178354638,0.00150816604124523,0.909831680399841,0.341178177252369,0.909831680399841,0.9923,"ineq_disadvent","Cingulate",0.463852642078064,-0.00207738197300422,0.317676104685984,14
"2",2,"LAC1-LAC2","bin_4",3.31193011320442e-05,0.000138073090366367,0.00748520996076472,0.931131959622185,0.909831680399841,0.9923,"ineq_disadvent","Cingulate",0.796804156081724,-0.0041681413380561,16.3051334045151,14
"3",3,"LAC1-LAC2","bin_5",0.000793878252036661,0.000683922568561585,0.179559032971518,0.672155492587758,0.909831680399841,0.9923,"ineq_disadvent","Cingulate",0.627084003368634,-0.0034306007195628,0.494485864616014,14
"4",4,"LAC1-LAC2","bin_6",0.000525746439451903,0.000561363080385013,0.118881196682003,0.730571754585815,0.909831680399841,0.9923,"ineq_disadvent","Cingulate",0.88720354432098,-0.00439923674162213,0.764699788607355,14
"5",5,"LAC1-LAC2","bin_7",0.000217875027675352,0.000341294635303146,0.0492504867057837,0.824573058723708,0.909831680399841,0.9923,"ineq_disadvent","Cingulate",0.597386901400079,-0.00323359260855116,0.557541370712081,14
"6",6,"LAC1-LAC2","bin_8",0.000678678578040517,0.000569144550824235,0.153485525975676,0.695595632601615,0.909831680399841,0.9923,"ineq_disadvent","Cingulate",0.261957014661487,0.00114922127578265,-0.610042434322997,14
"7",7,"LAC1-LAC2","bin_9",0.00168124115040851,0.000960845692679229,0.380600381014747,0.537903100025534,0.909831680399841,0.9923,"ineq_disadvent","Cingulate",0.244899810092591,0.00156996612404581,-0.339348622603697,14
"8",8,"LAC1-LAC2","bin_10",6.24800378768494e-08,6.13475753996582e-06,1.41204894424167e-05,0.997005091920699,0.909831680399841,0.9923,"ineq_disadvent","Cingulate",0.791589151249923,-0.0041687422741008,0.990171562288626,14
"9",9,"LAC1-LAC2","bin_11",0.000465480646715059,0.000495690794662611,0.105247616886377,0.745920988398935,0.909831680399841,0.9923,"ineq_disadvent","Cingulate",0.923515943721375,-0.00444704176623145,0.816621736912483,14
"10",10,"LAC1-LAC2","bin_12",0.000547078562055292,0.000525008987757434,0.123707432708898,0.725375467258927,0.909831680399841,0.9923,"ineq_disadvent","Cingulate",0.751643157278008,-0.0039776603641164,-0.423571156378731,14
"11",11,"LAC1-LAC2","bin_13",1.25062867641373e-06,2.70169126441106e-05,0.000282642434350235,0.986601450569604,0.909831680399841,0.9923,"ineq_disadvent","Cingulate",0.828431601719797,-0.00428426938866666,0.596737235567914,14
"12",12,"LAC1-LAC2","bin_14",0.00118881368774256,0.00085507972295876,0.268991674414252,0.604516409759531,0.909831680399841,0.9923,"ineq_disadvent","Cingulate",0.51991305743969,-0.00263363095202096,0.303193225612342,14
"13",1,"LAC10-LAC11","bin_3",0.00799170929997407,0.00194684970996718,1.82067662007101,0.178582955538723,11.7463180402425,0.0148,"ineq_disadvent","Cingulate",0.45337770114111,-0.00194580625982643,-1.00016915554823,14
"14",2,"LAC10-LAC11","bin_4",0.000591504309841379,0.00055853580135276,0.133759093104203,0.714907974053317,11.7463180402425,0.0148,"ineq_disadvent","Cingulate",0.717642217889763,-0.00387763027099908,-23.9481647148415,14
