"","X","electrode","bin","R2","absBeta","Fstat","p","fstretch","perm_p","predictor","region","anova_p","diff_adj_r2","perct_adj_r2","correction"
"1",1,"LAC1-LAC2","bin_3",0.00204247234732105,0.00109230753089668,0.462543482767543,0.497133745947327,2.67414288902782,0.7347,"ineq_advent","Cingulate",0.861119361494544,-0.00435535064910608,0.666026203524189,18
"2",2,"LAC1-LAC2","bin_4",0.000379524309952002,0.000474307302510967,0.0858050591550187,0.769848250303935,2.67414288902782,0.7347,"ineq_advent","Cingulate",0.411035384823949,-0.00144331943993947,5.64604558839611,18
"3",3,"LAC1-LAC2","bin_5",9.58592425136047e-06,7.62638151303548e-05,0.00216643964813383,0.962916948551806,2.67414288902782,0.7347,"ineq_advent","Cingulate",0.763014809879311,-0.00408490507213877,0.588797117936914,18
"4",4,"LAC1-LAC2","bin_6",0.000921842622593793,0.000754319989824743,0.208528663316074,0.648361648509467,2.67414288902782,0.7347,"ineq_advent","Cingulate",0.715583879822237,-0.00389155830613652,0.676452300441214,18
"5",5,"LAC1-LAC2","bin_7",0.00133009860392574,0.000855734814486314,0.301002647688686,0.583796110073354,2.67414288902782,0.7347,"ineq_advent","Cingulate",0.653978652058201,-0.00358479205412277,0.618095758348763,18
"6",6,"LAC1-LAC2","bin_8",0.00385082233092512,0.00137574771582508,0.873650118173555,0.350944387405814,2.67414288902782,0.7347,"ineq_advent","Cingulate",0.945043283885665,-0.00445134836852379,2.3629143072596,18
"7",7,"LAC1-LAC2","bin_9",0.00395408201029441,0.00149531615846406,0.8971700181555,0.344553327651837,2.67414288902782,0.7347,"ineq_advent","Cingulate",0.754063692423681,-0.00404298064208786,0.873891411472196,18
"8",8,"LAC1-LAC2","bin_10",0.00547760503532374,0.00184328999626434,1.24475702533288,0.265741113788771,2.67414288902782,0.7347,"ineq_advent","Cingulate",0.299269680503944,0.000345533181894453,-0.082072027494861,18
"9",9,"LAC1-LAC2","bin_11",0.00188351577363516,0.00101185019144077,0.426477842585161,0.514386084790921,2.67414288902782,0.7347,"ineq_advent","Cingulate",0.505409046643345,-0.00249269749240955,0.457740462728753,18
"10",10,"LAC1-LAC2","bin_12",0.000121205190274694,0.000250769114746004,0.0273956935023244,0.868685471024791,2.67414288902782,0.7347,"ineq_advent","Cingulate",0.241187015439546,0.00164231196319164,0.174885715145325,18
"11",11,"LAC1-LAC2","bin_13",0.0116941200926488,0.00265110451943207,2.67414288902782,0.103382213670427,2.67414288902782,0.7347,"ineq_advent","Cingulate",0.0130344887659532,0.0225990654344708,-3.14772546036874,18
"12",12,"LAC1-LAC2","bin_14",0.00330351117178962,0.00144646905650894,0.749068079593823,0.387689245335787,2.67414288902782,0.7347,"ineq_advent","Cingulate",0.171029551539963,0.00390256146162393,-0.449277145984408,18
"13",1,"LAC10-LAC11","bin_3",0.0117139181143301,0.0023918570909688,2.67872384561707,0.103088931522689,9.38994480971551,0.0377,"ineq_advent","Cingulate",0.52306392722181,-0.00263359875465718,-1.35370324213743,18
"14",2,"LAC10-LAC11","bin_4",0.00738094874747539,0.00200216424891015,1.68049808718115,0.196180441995885,9.38994480971551,0.0377,"ineq_advent","Cingulate",0.811920218579536,-0.00420977188138782,-25.9994644619401,18
"15",3,"LAC10-LAC11","bin_5",0.0139630694968954,0.00293634158106149,3.20034028004231,0.0749621581423122,9.38994480971551,0.0377,"ineq_advent","Cingulate",0.408130763570618,-0.00138868059460207,-0.117052503384908,18
