"","electrode","bin","R2","absBeta","Fstat","p","fstretch","perm_p"
"1","ROF1-ROF2","bin_3",0.00416130880289072,0.00149599263041872,0.944385669854593,0.332191436048912,3.25918820096612,0.5916
"2","ROF1-ROF2","bin_4",0.00281311384519202,0.00133636163226006,0.637557250140871,0.425435000164003,3.25918820096612,0.5916
"3","ROF1-ROF2","bin_5",0.00591638213448323,0.00202542739103087,1.34506025284293,0.247367333694822,3.25918820096612,0.5916
"4","ROF1-ROF2","bin_6",0.00688268887315035,0.00206020334794139,1.56626781942511,0.212043687616228,3.25918820096612,0.5916
"5","ROF1-ROF2","bin_7",0.00851028521204073,0.00218863186639321,1.93983298992923,0.16505527745774,3.25918820096612,0.5916
"6","ROF1-ROF2","bin_8",0.014216172649574,0.00319688958759397,3.25918820096612,0.0723550836367902,3.25918820096612,0.5916
"7","ROF1-ROF2","bin_9",0.00424123532018772,0.00217042587213755,0.962601803129132,0.327581346756478,3.25918820096612,0.5916
"8","ROF1-ROF2","bin_10",0.00259151367556424,0.00173322582110624,0.58720383745262,0.444302064620017,3.25918820096612,0.5916
"9","ROF1-ROF2","bin_11",0.00144763426237215,0.00130679902742781,0.327639645672894,0.567621230060818,3.25918820096612,0.5916
"10","ROF1-ROF2","bin_12",0.00177561341425355,0.00138355785941167,0.40200243253307,0.526698135307461,3.25918820096612,0.5916
"11","ROF1-ROF2","bin_13",0.00598397582940618,0.00250368280586592,1.36051985537579,0.244676775655728,3.25918820096612,0.5916
"12","ROF1-ROF2","bin_14",0.00398912286335935,0.00179728294426233,0.905152531778559,0.342420231956514,3.25918820096612,0.5916
