"","X","electrode","bin","R2","absBeta","Fstat","p","fstretch","perm_p","predictor","region","anova_p","diff_adj_r2","perct_adj_r2","correction"
"19",19,"LAC1-LAC2","post_6",0.00387426975497894,0.00162022613348313,0.878990410587897,0.349479172672719,2.62196327471369,0.9754,"ineq_disadvent","Cingulate",0.0938155952650876,0.00789061805547631,-1.00427392756649,17
"20",20,"LAC1-LAC2","post_7",0.00296859701757186,0.00141254199179083,0.672900496377909,0.412906527395133,2.62196327471369,0.9754,"ineq_disadvent","Cingulate",0.0938155952650876,0.00789061805547631,-1.00427392756649,17
"21",21,"LAC1-LAC2","post_8",0.00291748946292265,0.00130882794774168,0.661281901600461,0.416963607301705,2.62196327471369,0.9754,"ineq_disadvent","Cingulate",0.0938155952650876,0.00789061805547631,-1.00427392756649,17
"22",22,"LAC1-LAC2","post_9",2.88341758798557e-05,0.00012647962004711,0.00651671165285735,0.9357311794846,2.62196327471369,0.9754,"ineq_disadvent","Cingulate",0.0938155952650876,0.00789061805547631,-1.00427392756649,17
"23",23,"LAC1-LAC2","post_10",2.48144023535377e-05,0.00012799793726712,0.00560819409588428,0.94037016713695,2.62196327471369,0.9754,"ineq_disadvent","Cingulate",0.0938155952650876,0.00789061805547631,-1.00427392756649,17
"24",24,"LAC1-LAC2","post_11",0.000207350447958939,0.000352395619040913,0.0468709199449671,0.828795713210203,2.62196327471369,0.9754,"ineq_disadvent","Cingulate",0.0938155952650876,0.00789061805547631,-1.00427392756649,17
"25",25,"LAC1-LAC2","post_12",1.09597347022662e-05,8.32666389333857e-05,0.00247692718917703,0.960350636471298,2.62196327471369,0.9754,"ineq_disadvent","Cingulate",0.0938155952650876,0.00789061805547631,-1.00427392756649,17
"26",26,"LAC1-LAC2","post_13",0.00148666960246782,0.00104463729100784,0.336487576008587,0.562441582114129,2.62196327471369,0.9754,"ineq_disadvent","Cingulate",0.0938155952650876,0.00789061805547631,-1.00427392756649,17
"27",27,"LAC1-LAC2","post_14",0.000827726684492444,0.000768995470878434,0.18722119867734,0.665652137630288,2.62196327471369,0.9754,"ineq_disadvent","Cingulate",0.0938155952650876,0.00789061805547631,-1.00427392756649,17
"28",28,"LAC1-LAC2","post_15",0.00052330032234799,0.000585826664624105,0.118327793823296,0.731175090231928,2.62196327471369,0.9754,"ineq_disadvent","Cingulate",0.0938155952650876,0.00789061805547631,-1.00427392756649,17
"29",29,"LAC1-LAC2","post_16",0.000845061902663123,0.000674243671081013,0.191145519798512,0.662382390118482,2.62196327471369,0.9754,"ineq_disadvent","Cingulate",0.0938155952650876,0.00789061805547631,-1.00427392756649,17
