"","electrode","bin","R2","absBeta","Fstat","p","fstretch","perm_p"
"1","LIN6-LIN7","pre_13",0.00198485334675098,0.00285468684262726,0.449468986387613,0.503271735426483,24.8423929860718,2e-04
"2","LIN6-LIN7","pre_12",0.0108209285363601,0.00637048657591552,2.47228223864347,0.117268477383337,24.8423929860718,2e-04
"3","LIN6-LIN7","pre_11",0.0230918872006302,0.00944087093078849,5.34212628492544,0.021716956501387,24.8423929860718,2e-04
"4","LIN6-LIN7","pre_10",0.0266808622727384,0.0099892213238026,6.19516727855458,0.0135311997931041,24.8423929860718,2e-04
"5","LIN6-LIN7","pre_9",0.00762040645954399,0.00550953544651686,1.73543659207331,0.189052083838165,24.8423929860718,2e-04
"6","LIN6-LIN7","pre_8",0.012033451366728,0.00719466646502012,2.75268430155119,0.0984783650678291,24.8423929860718,2e-04
"7","LIN6-LIN7","pre_7",0.00962597905028396,0.00635756687439474,2.19661584345479,0.139707090924397,24.8423929860718,2e-04
"8","LIN6-LIN7","pre_6",0.00657343039063205,0.0049144128080656,1.49542534267732,0.222650252998658,24.8423929860718,2e-04
"9","LIN6-LIN7","pre_5",0.0145128978481098,0.00755441036938405,3.32821698681886,0.0694210889174593,24.8423929860718,2e-04
"10","LIN6-LIN7","pre_4",0.0287116824010716,0.0103887240312416,6.68065301009993,0.0103752699360657,24.8423929860718,2e-04
"11","LIN6-LIN7","pre_3",0.0320356356729671,0.010657481073888,7.47966963342099,0.00673489786251587,24.8423929860718,2e-04
"12","LIN6-LIN7","pre_2",0.0234058934774062,0.00956992627452774,5.41651018633443,0.0208317310310648,24.8423929860718,2e-04
"13","LIN6-LIN7","pre_1",0.0227684578398083,0.00973383173414668,5.26556015621648,0.0226692348591566,24.8423929860718,2e-04
"14","LIN6-LIN7","post_1",0.0134784258769943,0.00722522036447486,3.08774215192267,0.0802382507286861,24.8423929860718,2e-04
"15","LIN6-LIN7","post_2",0.0133549106022011,0.0072110585080765,3.05906331317132,0.0816455027504521,24.8423929860718,2e-04
"16","LIN6-LIN7","post_3",0.014853072394588,0.00786373747803475,3.40740479121853,0.0662123169797898,24.8423929860718,2e-04
"17","LIN6-LIN7","post_4",0.0197743123216265,0.00903938379926336,4.55914861328746,0.0338193618032953,24.8423929860718,2e-04
"18","LIN6-LIN7","post_5",0.00306181101065766,0.00359187331900022,0.694094474513133,0.405654767896116,24.8423929860718,2e-04
"19","LIN6-LIN7","post_6",0.000301921561303713,0.00116815158801346,0.0682548804747187,0.794132749215095,24.8423929860718,2e-04
"20","LIN6-LIN7","post_7",0.00829478645934127,0.00594613567090247,1.89030138615306,0.170529468279787,24.8423929860718,2e-04
"21","LIN6-LIN7","post_8",0.00573348198468809,0.00487959763341645,1.30323902601692,0.254830556067416,24.8423929860718,2e-04
"22","LIN6-LIN7","post_9",0.00435849654518384,0.0042400532271142,0.989332220275659,0.320969391389442,24.8423929860718,2e-04
"23","LIN6-LIN7","post_10",0.00483564566800201,0.00440770362580815,1.09816626390525,0.295788288719101,24.8423929860718,2e-04
"24","LIN6-LIN7","post_11",0.0125292715555458,0.00714022546937472,2.86754360406605,0.0917605412633786,24.8423929860718,2e-04
"25","LIN6-LIN7","post_12",0.00579123838270278,0.0047861812648959,1.31644371385518,0.25244445109921,24.8423929860718,2e-04
"26","LIN6-LIN7","post_13",0.000869749637701784,0.00185210935869872,0.196734527904972,0.657793984492607,24.8423929860718,2e-04
"27","LIN6-LIN7","post_14",0.00970159169775075,0.00606940570176249,2.21403943024664,0.138154110353593,24.8423929860718,2e-04
"28","LIN6-LIN7","post_15",0.0112271211292627,0.006816672590785,2.56613973687387,0.110570620154548,24.8423929860718,2e-04
"29","LIN6-LIN7","post_16",0.00490395404182741,0.00477095486533214,1.11375541884083,0.292393932171533,24.8423929860718,2e-04
"30","LIN6-LIN7","post_17",0.00745865408511991,0.0061089200328383,1.69832302722194,0.193833560836731,24.8423929860718,2e-04
"31","LIN6-LIN7","post_18",0.0189168199792469,0.00975466283907082,4.35763389116443,0.0379640531286616,24.8423929860718,2e-04
"32","LIN6-LIN7","post_19",0.0157683031218286,0.00811888728034996,3.62072926205949,0.0583348666822807,24.8423929860718,2e-04
"33","LIN6-LIN7","post_20",0.005060139400161,0.0043394174545745,1.14940766746135,0.284816678303009,24.8423929860718,2e-04
