"","region","electrode","first_pred","stepped_pred","f_stretch","anova_perm_p","f_null_max","f_null_sd","f_null_mean"
"1","Insula","LIN1-LIN2","self_foregone","other_payoff",94.7791981135084,0.003,95.5128357889471,9.81739430780298,9.04947455330568
"2","Insula","LIN1-LIN2","self_foregone","ineq_advent",37.7552901785035,0.017,95.5128357889471,9.81739430780298,9.04947455330568
"3","Insula","LIN1-LIN2","self_foregone","ineq_disadvent",98.7761216997843,0,95.5128357889471,9.81739430780298,9.04947455330568
"4","Insula","LIN1-LIN2","self_foregone","other_foregone",23.2169986842988,0.07,95.5128357889471,9.81739430780298,9.04947455330568
