"","X","electrode","bin","R2","absBeta","Fstat","p","fstretch","perm_p","predictor","region","anova_p","diff_adj_r2","perct_adj_r2","correction"
"1",1,"LAC1-LAC2","bin_3",0.00301301002319944,0.00120380554764966,0.682998145501296,0.409427873056727,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.626653969752403,-0.0034225209550911,0.640333663916107,25
"2",2,"LAC1-LAC2","bin_4",0.0107431730472356,0.00262428038132926,2.45432433977146,0.118600679565385,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.236886357938762,0.00177517352954459,-0.647339351600919,25
"3",3,"LAC1-LAC2","bin_5",0.0232979072942253,0.00393324843966499,5.39092430313966,0.0211318982574347,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.0370827347715991,0.0146504414616276,39.8824315815204,25
"4",4,"LAC1-LAC2","bin_6",0.00962696413951992,0.00245568605219805,2.19684282260488,0.139686733795563,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.125006734017188,0.00598613171545259,-5.26208535594039,25
"5",5,"LAC1-LAC2","bin_7",0.000527492374635137,0.000561400742633577,0.119276193950325,0.730142077999518,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.607378326791652,-0.0033034521836055,0.500710194796746,25
"6",6,"LAC1-LAC2","bin_8",0.00462398240455949,0.00173969402115033,1.04987462522447,0.306631436563049,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.332283874094025,-0.000268960604259627,0.0338777246029028,25
"7",7,"LAC1-LAC2","bin_9",0.0105127765304559,0.00274662241322214,2.4011300394079,0.122646825006216,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.0871473128672165,0.00855413274925954,-1.1086216211482,25
"8",8,"LAC1-LAC2","bin_10",0.00610933242925592,0.00224700407121901,1.38919619034813,0.239780338081412,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.214309301232339,0.00241947776174212,-0.362338090431286,25
"9",9,"LAC1-LAC2","bin_11",0.00549129687063668,0.00207645155536897,1.24788560307094,0.265142873233144,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.410167630602349,-0.00143833748039124,0.313049701892281,25
"10",10,"LAC1-LAC2","bin_12",0.0181626887924181,0.00354020493219661,4.18070042789263,0.0420457548128575,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.0991510185572797,0.00759011976475088,-7.77184792662189,25
"11",11,"LAC1-LAC2","bin_13",0.006837561223082,0.00219060931130404,1.55592758654824,0.213553521607736,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.197697614757019,0.00294389583549992,-0.386972604618064,25
"12",12,"LAC1-LAC2","bin_14",0.00102125716101583,0.000893700121380104,0.231040069715257,0.631218672058782,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.55484411539187,-0.00292173421403152,0.453330612518513,25
"13",13,"LAC1-LAC2","bin_15",0.00278632574517391,0.00145571379252528,0.631469097011588,0.42765063566468,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.521308254964833,-0.00264393181365152,0.33599325752429,25
"14",14,"LAC1-LAC2","bin_16",0.000136620745576695,0.000320023122139691,0.0308805074182803,0.86066459119567,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.922863840934838,-0.00442543871802248,6.12953723763001,25
"15",15,"LAC1-LAC2","bin_17",2.53170173810418e-05,0.00013075973780957,0.00572179078679224,0.939770423596197,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.978612336401044,-0.0045004153701067,0.510174695841792,25
"16",16,"LAC1-LAC2","bin_18",0.00932157888948305,0.00257775396255249,2.12649915868931,0.146159349679445,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.130390178865671,0.00573853833809057,-0.690142406243577,25
"17",17,"LAC1-LAC2","bin_19",0.0144146840323294,0.0033313270924987,3.30536437437477,0.0703779505716133,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.116600185676375,0.00649155536818113,-1.23465922704049,25
"18",18,"LAC1-LAC2","bin_20",0.00498154391354897,0.00196123465741572,1.13146536888382,0.288598200315431,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.477066017897671,-0.00220709902242588,1.02101124432141,25
"19",19,"LAC1-LAC2","bin_21",0.00155703907861245,0.00113923843900689,0.352439593987102,0.55332908258134,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.626293293730635,-0.00342894766399526,0.434652921464012,25
"20",20,"LAC1-LAC2","bin_22",0.00215451516743015,0.00126179816071964,0.487971770419862,0.485551635453105,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.4100583795793,-0.00144207980812805,0.175813944892159,25
"21",21,"LAC1-LAC2","bin_23",0.00796814726218998,0.00216445566517884,1.81526558475424,0.179227108587958,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.114903902679097,0.00661305465576811,-0.797580070369092,25
"22",22,"LAC1-LAC2","bin_24",0.00981158014153528,0.00239230579659169,2.23938905718967,0.135929321238889,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.0357135716541013,0.0150309863807538,-2.2775696884125,25
"23",23,"LAC1-LAC2","bin_25",0.0127828844168244,0.00278400708102836,2.92633893051554,0.0885171190328821,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.0295873824389448,0.0164136157770232,-2.88621167030303,25
"24",24,"LAC1-LAC2","bin_26",0.00555553376344705,0.00182929627568997,1.26256485220399,0.26235829268905,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.185219016259761,0.00335438399216914,-1.24972491736646,25
"25",25,"LAC1-LAC2","bin_27",0.00272048723704481,0.00132747079847402,0.61650731585646,0.433170488691693,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.352323526318247,-0.000604955133248541,0.0739271412882395,25
"26",26,"LAC1-LAC2","bin_28",0.00782192401636477,0.00234817037027185,1.78169107994641,0.183284921995529,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.211889751984757,0.00247176917569969,1.47005940448501,25
"27",27,"LAC1-LAC2","bin_29",0.00475882161203166,0.00179614418881036,1.08063623941,0.299666123901219,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.23153635469016,0.00193045289096339,-0.21994957047622,25
"28",28,"LAC1-LAC2","bin_30",0.010708647870837,0.00267824110021649,2.44635153597621,0.119197531211903,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.104369681381347,0.00728065163579017,-0.946237262109071,25
"29",29,"LAC1-LAC2","bin_31",0.0140020432944871,0.00297903013645064,3.20939994148408,0.0745542719766083,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.0806148845346361,0.0090915487133848,-1.58173987988526,25
"30",30,"LAC1-LAC2","bin_32",0.00893525419243643,0.00238998309515665,2.03757368631367,0.154834488499908,6.35592996385338,0.4685,"ineq_disadvent","Cingulate",0.128547502101419,0.00583404778272745,-0.738759567998357,25
