"","X","electrode","bin","R2","absBeta","Fstat","p","fstretch","perm_p","predictor","region","correction","anova_p","diff_adj_r2","perct_adj_r2"
"29",29,"LAC1-LAC2","post_16",0.00215658871497186,0.00109301929659781,0.488442418992352,0.485341520329646,3.35116834672584,0.9038,"ineq_advent","Cingulate",18,0.22804979969341,0.00193344546034968,-0.219271317743955
"30",30,"LAC1-LAC2","post_17",0.00229554702640377,0.00123104876567562,0.519987283229037,0.471592388784639,3.35116834672584,0.9038,"ineq_advent","Cingulate",18,0.186404854150415,0.00322197259061952,-0.422189681088616
"31",31,"LAC1-LAC2","post_18",0.00910975164173155,0.00266637169290797,2.07773148887317,0.150846322932666,3.35116834672584,0.9038,"ineq_advent","Cingulate",18,0.0336969342724541,0.0152155340340213,-38.788545495846
"32",32,"LAC1-LAC2","post_19",0.0146115163523373,0.00308921999306811,3.35116834672584,0.0684741871981464,3.35116834672584,0.9038,"ineq_advent","Cingulate",18,0.237355576250241,0.00166531063120001,1.00349624213969
"33",33,"LAC1-LAC2","post_20",0.00355757690137855,0.0014835551027553,0.806882927777531,0.369999404187325,3.35116834672584,0.9038,"ineq_advent","Cingulate",18,0.925057239371744,-0.00444622983339182,0.940311002378466
"34",1,"LAC10-LAC11","pre_13",0.00909359592010575,0.00238903626638555,2.07401291331063,0.15121066421492,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.577855576305017,-0.00312319818236673,0.431441026395269
"35",2,"LAC10-LAC11","pre_12",0.0039431035274793,0.00150661521211817,0.894669170371943,0.345225315778476,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.715622547433101,-0.0039015341917048,0.694122608851753
"36",3,"LAC10-LAC11","pre_11",0.00194639513324074,0.00110619185521285,0.440743160454926,0.507440676953158,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.929548272925353,-0.00444922741598064,1.01706073242874
"37",4,"LAC10-LAC11","pre_10",0.000485267775679765,0.00056811046848631,0.109723762709896,0.74076578318066,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.804982719369076,-0.0042052011457292,1.86748656498237
"38",5,"LAC10-LAC11","pre_9",0.00318210781744959,0.00140984896134176,0.721452105127248,0.396566847989958,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.127965908252785,0.00558776312346776,0.305967669463507
"39",6,"LAC10-LAC11","pre_8",0.0249732870610913,0.00428568896767536,5.78852127937573,0.0169356690142902,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.0318958571583865,0.0154559955365876,1.51035973445738
"40",7,"LAC10-LAC11","pre_7",0.0281920097361578,0.00438419477481026,6.55622742785008,0.0111034726125158,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.235117340994525,0.00172052465405881,0.47664997703331
"41",8,"LAC10-LAC11","pre_6",0.0110657542859715,0.00280376383697285,2.52884403535232,0.113179930770455,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.404723413652203,-0.00140066986384479,-0.203048308240792
"42",9,"LAC10-LAC11","pre_5",0.00991585209870598,0.00281382025185107,2.26342637548315,0.133856916108389,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.79601653392272,-0.00412998646298834,-0.431183577013262
"43",10,"LAC10-LAC11","pre_4",0.0130570718100293,0.00305134922491119,2.98993806509004,0.0851488991618018,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.606250512774548,-0.0032670812592055,-0.39197183570783
"44",11,"LAC10-LAC11","pre_3",0.0067169690986107,0.00213878335323367,1.52830056394744,0.217650961527584,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.847756376997835,-0.00430372148638702,10.2968173220222
"45",12,"LAC10-LAC11","pre_2",0.00651731437658621,0.00216727257012201,1.48257545946483,0.224641780737201,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.534938782042906,-0.00275424724973583,-0.497600696745672
"46",13,"LAC10-LAC11","pre_1",0.00619512145636117,0.00226004594862753,1.40882529293817,0.236497635658951,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.242265121293952,0.00152810860255237,0.173650944402681
"47",14,"LAC10-LAC11","post_1",0.0011733875708563,0.00100939803447293,0.26549712203662,0.606872087995109,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.151868329021909,0.00449645260084353,0.454558232447261
"48",15,"LAC10-LAC11","post_2",2.76658960177823e-05,0.000133187832385689,0.00625266548561196,0.937043894475729,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.26796334498345,0.000927308943178384,7.33551677896935
"49",16,"LAC10-LAC11","post_3",8.86003667908815e-06,7.54551454264321e-05,0.0020023860306876,0.96434766379817,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.784439297855851,-0.0041586150842714,0.719056589637384
"50",17,"LAC10-LAC11","post_4",9.43243828634607e-05,0.000244719788210725,0.0213193214589818,0.884042559503695,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.960522169879745,-0.00447988151005707,0.756019173067621
"51",18,"LAC10-LAC11","post_5",0.00211109235968549,0.00113846936116335,0.478116220789671,0.489986513842964,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.395459739811151,-0.00129573779413716,0.219246396521092
"52",19,"LAC10-LAC11","post_6",0.00274374198960587,0.00129274565860367,0.621791725717567,0.431208605988979,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.707038886075066,-0.00383458048673724,-1.937783893504
"53",20,"LAC10-LAC11","post_7",0.000515362418561342,0.000519208686869436,0.116531962789046,0.733143898870723,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.93516637225902,-0.0044549293638434,0.998098225582976
"54",21,"LAC10-LAC11","post_8",0.00171977423754217,0.000901865198433262,0.389338552096108,0.533276598802848,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.755178298630018,-0.00406391870065304,0.587954354985891
"55",22,"LAC10-LAC11","post_9",0.001445158809576,0.000919676494780427,0.32707857144312,0.567952811191598,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.404943289109319,-0.00141407109689418,2.43972626917132
"56",23,"LAC10-LAC11","post_10",0.00291308620564136,0.00134377297438549,0.660280937766603,0.417315903292033,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.0845952800041359,0.00855723435060196,-23.7238157933405
"57",24,"LAC10-LAC11","post_11",0.0158915569219909,0.00297871034382667,3.64948790921537,0.0573521955464166,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.210676861053311,0.00240730145849799,0.804809825918999
"58",25,"LAC10-LAC11","post_12",0.0138070205106409,0.00267460218458744,3.164073057,0.0766193286297422,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.637527544112435,-0.00351399683703124,0.45006875643819
"59",26,"LAC10-LAC11","post_13",0.00144711974503599,0.000860651001069835,0.327523027418064,0.567690117527866,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.50886792777423,-0.00254491591169659,4.80831305701588
"60",27,"LAC10-LAC11","post_14",0.000920897778638477,0.000738760991101225,0.208314734548599,0.648529834526944,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.75144875175771,-0.00398548083972583,-0.433887672604757
"61",28,"LAC10-LAC11","post_15",2.01956197698821e-06,3.92073675326613e-05,0.000456421928571708,0.982974114140072,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.808731665218888,-0.00423780875819491,0.563552102327384
"62",29,"LAC10-LAC11","post_16",0.000689073532122516,0.000850496135375748,0.155838002102236,0.693389937660437,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.986736587347622,-0.00449579656313936,0.613078445510611
"63",30,"LAC10-LAC11","post_17",0.000827115780233132,0.00109058678613579,0.187082905556085,0.665768103572995,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.654154881373019,-0.00360363138705444,0.557161484297545
"64",31,"LAC10-LAC11","post_18",1.61026406111283e-05,0.000166166846974887,0.00363925537973647,0.951949114299942,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.44567726893605,-0.00191909084850339,0.263011742350886
"65",32,"LAC10-LAC11","post_19",7.99080088606395e-07,3.18012194416113e-05,0.000180592244332712,0.989289837331177,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.700717699480971,-0.00384670992228719,0.444166840412982
"66",33,"LAC10-LAC11","post_20",0.000463142681207946,0.000846160260012497,0.10471874567364,0.746538048867468,12.3447487072258,0.0308,"ineq_advent","Cingulate",18,0.731287035291466,-0.00397926746369692,0.456230333990621
"67",1,"LAC2-LAC3","pre_13",0.00272541635709132,0.00132628738406005,0.617627388489817,0.432753517876477,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.0666585228157892,0.0102581085648731,-7.87214381509965
"68",2,"LAC2-LAC3","pre_12",0.00441362897058143,0.00151571561874886,1.00190217180256,0.317921172453015,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.0469075739964092,0.0128444375287197,-2.6344735537393
"69",3,"LAC2-LAC3","pre_11",0.00139743094766635,0.000883428401138656,0.316261347567236,0.574420520242084,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.257588105637164,0.00116464727584431,0.80058986449487
"70",4,"LAC2-LAC3","pre_10",0.0129435812625737,0.00307629116789097,2.96360908030306,0.0865260372283263,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.322080380205121,-0.000151188152824,-0.00824516050387883
"71",5,"LAC2-LAC3","pre_9",0.0083600634653322,0.00257228937149101,1.90530279545576,0.168849730417003,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.405635770690668,-0.00139983393138732,-0.0889249124101817
"72",6,"LAC2-LAC3","pre_8",2.01230348881114e-05,0.000120032479542036,0.00454789740221126,0.946292561915032,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.833679392877035,-0.00423736999067925,-0.553703109977295
"73",7,"LAC2-LAC3","pre_7",0.00044480903853588,0.000550846848290803,0.100571577855959,0.7514375642407,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.294894172077966,0.000354077149592791,0.0358209498364796
"74",8,"LAC2-LAC3","pre_6",3.41813595781111e-07,1.54969982248284e-05,7.72498990515969e-05,0.992995083015045,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.0622107213353513,0.0107379623227447,74.1879359925025
"75",9,"LAC2-LAC3","pre_5",0.00445076465807912,0.00177830095470306,1.01036973061449,0.315889273346732,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.0172866512250642,0.0202243321588345,-13.6320937723403
"76",10,"LAC2-LAC3","pre_4",0.00649316611591457,0.00205191783629517,1.47704624885137,0.225505323012416,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.0220618858185575,0.0183993367931656,-8.90081555278042
"77",11,"LAC2-LAC3","pre_3",0.00813866241174879,0.0023851323274812,1.85443028712829,0.174624905450051,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.081517651234133,0.00889099935448412,-1.03471780520345
"78",12,"LAC2-LAC3","pre_2",0.00207833841161263,0.00126538648216338,0.470682718999034,0.493376467347921,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.103587496842334,0.00717654799759526,-1.41411845086357
"79",13,"LAC2-LAC3","pre_1",3.63247772053511e-05,0.000164673752650748,0.00820969786385517,0.92788481808407,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.337396731386403,-0.000418964080135087,0.190117574428615
"80",14,"LAC2-LAC3","post_1",0.00124942118055351,0.000912565506563923,0.282722426192597,0.595444626425121,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.125195324281305,0.00588878699770112,-0.709793907532924
"81",15,"LAC2-LAC3","post_2",0.00128883828592888,0.000930519828659245,0.29165334661927,0.589694722384875,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.00999748235088545,0.0244477042468432,-5.89643526029792
"82",16,"LAC2-LAC3","post_3",0.0193851842450391,0.00352221669327152,4.46765801310674,0.0356386617561919,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.0398398605136622,0.0139319496400157,4.3797253301217
"83",17,"LAC2-LAC3","post_4",0.00323080168638782,0.00123337288713054,0.732527833282743,0.392971548471357,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.0848960608763608,0.00842819325852118,0.711835512756486
"84",18,"LAC2-LAC3","post_5",0.000140001141503773,0.000295959919863298,0.0316446882723334,0.858969069300258,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.120834739713046,0.00602455749502406,0.640488580518547
"85",19,"LAC2-LAC3","post_6",0.000812064101424303,0.000687457263657984,0.183675643318137,0.668641487705806,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.340424844788255,-0.000467560289077795,-0.273763108497147
"86",20,"LAC2-LAC3","post_7",0.00386565022857959,0.00146574167645052,0.877027232179533,0.350016835891622,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.566264319235679,-0.00302636242455323,0.882915611430007
"87",21,"LAC2-LAC3","post_8",0.00167129814208356,0.000971957503060899,0.378345708590718,0.539108764707361,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.615357155910657,-0.00338013070852039,0.413644182958854
"88",22,"LAC2-LAC3","post_9",0.00181453270943797,0.00103297152324698,0.410829856545696,0.522198020103778,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.900132115555131,-0.00442111486017405,0.741361497500302
"89",23,"LAC2-LAC3","post_10",0.00689069042514633,0.00204803367351312,1.56810133695126,0.211777297078403,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.802271646169626,-0.00420975112904709,0.813451078331861
"90",24,"LAC2-LAC3","post_11",0.00317541678828562,0.00133123243799977,0.719930272827281,0.397064566140184,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.106467366434149,0.00692781352531191,2.101864274229
"91",25,"LAC2-LAC3","post_12",0.0202724873081578,0.0031898213186959,4.67638406831667,0.0316298459457238,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.174807006552152,0.00359451493379925,0.64479890004335
"92",26,"LAC2-LAC3","post_13",0.0236910705924507,0.00370718880598087,5.48410630346578,0.0200599001679701,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.947750170601673,-0.00443541116667767,-1.9805804901461
"93",27,"LAC2-LAC3","post_14",0.00508083715858536,0.00167616877417389,1.15413316048805,0.283831257188625,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.613452287591173,-0.00331742704953786,-0.475886947035368
"94",28,"LAC2-LAC3","post_15",0.00873425713097792,0.00202471050918328,1.99133494302731,0.15957648473827,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.40214871564462,-0.00137621461135395,-3.10920393341277
"95",29,"LAC2-LAC3","post_16",0.00987406986501042,0.00242174886198793,2.25379390800129,0.134683090667819,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.115238254502971,0.00641710828155562,-3.7227580963642
"96",30,"LAC2-LAC3","post_17",0.000635848319457977,0.000631303888072815,0.143793150830808,0.704894886533657,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.0600004258426641,0.0110888717629134,-1.36478602395689
"97",31,"LAC2-LAC3","post_18",0.00359099390155769,0.00142514076632606,0.814489448394105,0.367757120311896,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.244461050646496,0.00147313874337351,0.168423440820665
"98",32,"LAC2-LAC3","post_19",0.0244462984472021,0.00346897610192907,5.66331042593935,0.0181544859464477,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.460197043379606,-0.00204988201168688,-0.293383473598825
"99",33,"LAC2-LAC3","post_20",0.0133999048593701,0.00264002400489558,3.06950963529552,0.0811298300054984,10.1604903717825,0.0712,"ineq_advent","Cingulate",18,0.163485580660329,0.00408778783653196,-0.48437683309691
"100",1,"LAC3-LAC4","pre_13",0.000512112329696105,0.00057840024406068,0.115796687422687,0.733954886078033,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.798288620177989,-0.00419691384484122,0.862514510452655
"101",2,"LAC3-LAC4","pre_12",1.64764048887486e-07,9.93042687791194e-06,3.72366811838383e-05,0.995136572739045,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.542416281656789,-0.00284971698884395,0.426591486595437
"102",3,"LAC3-LAC4","pre_11",0.000676645732366834,0.000680688976329897,0.153025479552587,0.696029251773105,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.300858725051214,0.000242118328297902,-0.031776016409108
"103",4,"LAC3-LAC4","pre_10",0.00293177358971702,0.00150001196832956,0.664529080082631,0.415823785073737,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.208541181190346,0.00248432405495858,-1.17541574983933
"104",5,"LAC3-LAC4","pre_9",0.00262508748345393,0.00134346978042162,0.594831255343759,0.441362567839286,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.439149479007298,-0.00183484253433308,0.876169681939095
"105",6,"LAC3-LAC4","pre_8",0.000769575677025255,0.000643457828999316,0.174058053852343,0.676926219587643,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.435705404468569,-0.00177620910211929,-0.212432972232027
"106",7,"LAC3-LAC4","pre_7",0.00435527804309014,0.00172378456175487,0.98859845889985,0.321148519290032,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.371404671629743,-0.000949263236760145,-0.678106505565754
"107",8,"LAC3-LAC4","pre_6",0.000991115018039838,0.000836397142948465,0.224214216153891,0.636304557139029,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.715610059857126,-0.00389858268765741,0.799879719822261
"108",9,"LAC3-LAC4","pre_5",0.00047826826286835,0.000559324523096411,0.108140347504394,0.742575857754146,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.570525023994383,-0.00306366181484208,0.579856031758344
"109",10,"LAC3-LAC4","pre_4",0.000186682213325922,0.000357158246185065,0.0421980578384937,0.837427608041465,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.369371605526301,-0.00092734469998601,0.127764974812007
"110",11,"LAC3-LAC4","pre_3",0.00272227087698593,0.00137832461483182,0.61691262146187,0.433019534367173,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.385766305854126,-0.00115984951271253,0.322757705717158
"111",12,"LAC3-LAC4","pre_2",0.00040350183609913,0.000534400230494462,0.0912282257149835,0.762899257981251,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.167850587235388,0.0038769896506996,4.45670408299813
"112",13,"LAC3-LAC4","pre_1",0.000340926006162184,0.00047108420842365,0.0770755544536063,0.781554153401603,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.202359228810455,0.00266086509979824,0.742685681086321
"113",14,"LAC3-LAC4","post_1",0.00322751203267969,0.00141986045415571,0.731779546677781,0.393212964443629,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.311504466728626,3.8296379551106e-05,-0.00889455199909966
"114",15,"LAC3-LAC4","post_2",2.52623317218186e-06,3.87013309246863e-05,0.000570930139215756,0.980958128626507,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.0783888935069987,0.00914189097638762,-1.65779764930808
"115",16,"LAC3-LAC4","post_3",0.00252871035953394,0.00118216245021523,0.57293733382608,0.449882436200364,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.0326616508811905,0.0155271898244475,-2.75724837740568
"116",17,"LAC3-LAC4","post_4",0.000373948036666313,0.000430229225449007,0.0845438713012721,0.771498251044464,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.0139116738458632,0.021697094208545,3.41533190182933
"117",18,"LAC3-LAC4","post_5",0.00107568485967399,0.000859212693430853,0.243366564014584,0.622264133708888,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.0265376623553293,0.0168765284511501,2.72834493089544
"118",19,"LAC3-LAC4","post_6",9.38134675727395e-05,0.000237953636006654,0.0212038328765271,0.884354832383299,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.295216246716681,0.000352893621900607,-0.0731575376161311
"119",20,"LAC3-LAC4","post_7",0.000639624798172406,0.000576592572799912,0.144647724658655,0.704060781478305,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.626616536311267,-0.00344855664633337,0.44666688159968
"120",21,"LAC3-LAC4","post_8",0.00311489428143162,0.0012308464436886,0.706165739226406,0.401607782322875,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.956781483275719,-0.00446419624799321,1.54655979138587
"121",22,"LAC3-LAC4","post_9",0.00211043546192305,0.00108535304154808,0.477967133182111,0.490054119601401,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.0845506301686267,0.00859603082094951,-1.92740361952299
"122",23,"LAC3-LAC4","post_10",0.000879145073346678,0.000685214856996946,0.198861614785266,0.656068213495067,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.309868201224583,6.88908337465044e-05,-0.0173650127866532
"123",24,"LAC3-LAC4","post_11",0.00786746077812491,0.00210775116974748,1.7921457724295,0.182010006353991,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.691717770592904,-0.00373978257925767,-0.440134160477211
"124",25,"LAC3-LAC4","post_12",0.0127075710961317,0.00260722633991698,2.90887581394124,0.0894671978593872,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.917799259670703,-0.0044164463926083,-21.3307054912205
"125",26,"LAC3-LAC4","post_13",0.00627984262025051,0.00199724808447258,1.42821338747811,0.233308814259067,2.90887581394124,0.9579,"ineq_advent","Cingulate",18,0.352071501770559,-0.00065575913406013,-0.64972455785871
