"","electrode","bin","R2","absBeta","Fstat","p","fstretch","perm_p"
"1","LAC9-LAC10","bin_3",0.00523834187440613,0.00139295939377304,1.19009941119616,0.276471207266592,6.87065841709967,0.3991
"2","LAC9-LAC10","bin_4",0.000167995354835149,0.000286254227563758,0.0379733295357133,0.845671770360553,6.87065841709967,0.3991
"3","LAC9-LAC10","bin_5",0.00409410223680499,0.00138308711635883,0.929070816425606,0.336134709636216,6.87065841709967,0.3991
"4","LAC9-LAC10","bin_6",0.00169688593965888,0.000934093754626286,0.384148077834933,0.536015956476304,6.87065841709967,0.3991
"5","LAC9-LAC10","bin_7",0.00112162608181531,0.000820553728903233,0.253772131932272,0.61492212819717,6.87065841709967,0.3991
"6","LAC9-LAC10","bin_8",0.00151496031281021,0.000972395165990758,0.342900511361061,0.558744030141873,6.87065841709967,0.3991
"7","LAC9-LAC10","bin_9",0.000713446211237405,0.000639409469834001,0.161353961111877,0.688292593432444,6.87065841709967,0.3991
"8","LAC9-LAC10","bin_10",0.0136979037545229,0.0026540032424318,3.13872013484163,0.0778013215183641,6.87065841709967,0.3991
"9","LAC9-LAC10","bin_11",0.00184490869622442,0.000940008972443818,0.417720020645396,0.518732679665633,6.87065841709967,0.3991
"10","LAC9-LAC10","bin_12",1.26066262973604e-05,8.05437099628551e-05,0.00284913346116427,0.957478463807953,6.87065841709967,0.3991
"11","LAC9-LAC10","bin_13",0.00294589857985308,0.00136512350035242,0.667740173876731,0.414701181281231,6.87065841709967,0.3991
"12","LAC9-LAC10","bin_14",0.000929736704930529,0.000731226688590516,0.210316033850606,0.64696051886392,6.87065841709967,0.3991
"13","LAC9-LAC10","bin_15",0.00149870571569309,0.000902298435733747,0.339215876519633,0.56086278348061,6.87065841709967,0.3991
"14","LAC9-LAC10","bin_16",0.00208142759543014,0.00105366514776266,0.471383787791158,0.493055075167389,6.87065841709967,0.3991
"15","LAC9-LAC10","bin_17",0.000512632237379801,0.000537099821840338,0.115914307058407,0.733824962302837,6.87065841709967,0.3991
"16","LAC9-LAC10","bin_18",0.00121314005760391,0.000867548262749559,0.274502663195124,0.600840636137701,6.87065841709967,0.3991
"17","LAC9-LAC10","bin_19",0.000269153742598016,0.000434995224817395,0.0608451225195965,0.805389050851541,6.87065841709967,0.3991
"18","LAC9-LAC10","bin_20",0.00353977406782378,0.00147690002273772,0.802830778900177,0.371201730631037,6.87065841709967,0.3991
"19","LAC9-LAC10","bin_21",0.00166493690486195,0.000983095562560174,0.376903260647015,0.539882701998897,6.87065841709967,0.3991
"20","LAC9-LAC10","bin_22",0.0012397960736973,0.000905771675858823,0.280541727187465,0.596866291589077,6.87065841709967,0.3991
"21","LAC9-LAC10","bin_23",8.88095802586865e-05,0.000236051929364316,0.0200727477907691,0.887460308852785,6.87065841709967,0.3991
"22","LAC9-LAC10","bin_24",0.00677695138064117,0.00196083299867174,1.54204135128953,0.215601381492377,6.87065841709967,0.3991
"23","LAC9-LAC10","bin_25",0.00485192511592632,0.00166621030959368,1.10188132185965,0.294974798223883,6.87065841709967,0.3991
"24","LAC9-LAC10","bin_26",0.00159284954675657,0.000978457869034044,0.360558312711968,0.548797989310342,6.87065841709967,0.3991
"25","LAC9-LAC10","bin_27",0.00611358881778612,0.00203228985012843,1.39017000059009,0.239616175901098,6.87065841709967,0.3991
"26","LAC9-LAC10","bin_28",0.000109506558943084,0.000271163928522002,0.0247511927390836,0.875129090348928,6.87065841709967,0.3991
"27","LAC9-LAC10","bin_29",0.0063380392995761,0.00187349396040016,1.44153337689863,0.231148277444969,6.87065841709967,0.3991
"28","LAC9-LAC10","bin_30",0.00109087315307236,0.000795882152051638,0.24680656725257,0.619815603174902,6.87065841709967,0.3991
"29","LAC9-LAC10","bin_31",0.00507896383010148,0.00175171020384396,1.15370545387375,0.283920269305402,6.87065841709967,0.3991
"30","LAC9-LAC10","bin_32",0.00648916130781536,0.00206914399047565,1.47612929668364,0.225648917753091,6.87065841709967,0.3991
"31","LAC9-LAC10","bin_33",0.00938312544448319,0.0026825322510087,2.14067254952092,0.144828339728845,6.87065841709967,0.3991
"32","LAC9-LAC10","bin_34",0.005355691541811,0.00200945457702974,1.21690364902959,0.271142421673517,6.87065841709967,0.3991
"33","LAC9-LAC10","bin_35",0.00393965541708566,0.00174931642144835,0.893883718093591,0.345436737477642,6.87065841709967,0.3991
"34","LAC9-LAC10","bin_36",0.0159355194295687,0.00347401344500284,3.65974736634624,0.0570059305713999,6.87065841709967,0.3991
