"","trial","electrodes","bin_1","bin_2","bin_3","bin_4","bin_5","bin_6","bin_7","bin_8","bin_9","bin_10","bin_11","bin_12","bin_13","bin_14","bin_15","bin_16","bin_17","bin_18","bin_19","bin_20","bin_21","bin_22","bin_23","bin_24","bin_25","bin_26","bin_27","bin_28","bin_29","bin_30","bin_31","bin_32","bin_33","bin_34","bin_35","bin_36","X","SID","newround_time","choice_time","buttonpress_time","reveal_time","self_payoff","other_payoff","self_foregone","other_foregone","RT","side_chosen","self_var_payoff","other_var_payoff","ineq_var_abs","ineq_choice_abs","ineq_foregone_abs","ineq_disadvent","ineq_advent","ineq_disadvent_choice","ineq_advent_choice","ineq_var","ineq_choice","chose_equality","self_diff","other_diff","L_self","R_self","L_other","R_other"
"1",2,"POL RPC5-Ref-POL RPC6-Ref",0.2464469629,0.4007958679,0.4914014654,0.4858605874,0.5057245874,0.4798005374,0.5536789174,0.7093835719,0.6307423609,0.4265314109,0.1978021609,-0.0299634891,-0.08998308975,0.09314180525,0.39838220525,0.58955475525,0.8387045169,0.9390836219,0.7757928624,0.6301764374,0.4197924479,0.2600659779,0.2497528224,0.2132224879,0.1346966274,0.0363533474,-0.0044246771,0.1231912324,0.2178692979,0.2206768939,0.1074543334,-0.00358411559999999,0.0120016639,0.1044085679,0.1657015604,0.0803825594,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"2",2,"POL RPC4-Ref-POL RPC5-Ref",-0.0221612593,0.05709670225,0.16915960725,0.23154976225,0.30565382425,0.27300967425,0.32594007425,0.46568031425,0.48778861425,0.59166826425,0.57524081425,0.3966275058,0.29523880215,0.17393470215,0.09053825215,0.0994542906,0.14825878225,0.20935488225,0.16111887075,0.09552429075,-0.04004034725,-0.23005389725,-0.27323298575,-0.27965208575,-0.24523458575,-0.12945162125,-0.00268957125,0.17147722875,0.21860151475,0.21767457375,0.17592082675,0.06099761225,0.19004542625,0.31864450275,0.25185211775,0.16373203225,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"3",2,"POL RHP6-Ref-POL RHP7-Ref",-0.23579041,-0.2120729715,-0.2599383615,-0.1460579925,0.00427170850000003,0.1020429825,0.2546344825,0.2891776135,0.1200299655,0.1600352855,0.3723432855,0.3862945355,0.41407553175,0.30531542225,0.10484342225,-0.01967072725,-0.1297189255,-0.220930236,-0.368591486,-0.336657719,-0.078307469,0.092005381,0.209626781,0.199304213,-0.092064637,-0.2433960416,-0.3186987286,-0.4561887781,-0.4508631781,-0.5075506235,-0.525272586,-0.370799461,-0.201699511,-0.117872869,-0.1171782195,-0.1926705945,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"4",2,"POL ROF2-Ref-POL ROF3-Ref",-0.109395191,-0.104466241,-0.0749110285,-0.0208533885,0.0074721455,0.0446708776,0.0642512261,-0.0639664739,-0.1603586649,-0.214568347,-0.2947006865,-0.253251069,-0.100850969,0.00069241515,0.10531324015,0.16105112265,0.1259983712,0.06431594705,-0.0289112295,-0.072581882,-0.16743775555,-0.16500750555,-0.079409519,-0.0198333665,0.0161075145,0.0171239745,0.00431589,-0.09551432071,-0.08569780171,-0.00189002546,0.06679292404,0.14560669975,0.1926323088,0.11499841755,0.01231756455,0.11071329955,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"5",2,"POL ROF5-Ref-POL ROF6-Ref",-0.0988933245,0.0785514755,0.258120653,0.4212730705,0.5559610185,0.4402680685,0.3675460685,0.2505428545,0.066467836,-0.018257391,-0.240646141,-0.367788806,-0.3295375815,-0.33849111415,-0.19582652765,-0.10896579535,-0.12553307835,-0.0734397687,-0.0341997552,-0.0044507085,0.1682202185,0.3211012185,0.261004864565,0.197923025565,0.055792515565,-0.033350534435,0.0809526195,0.2058150585,0.3421495185,0.4032659685,0.3842705185,0.4036606185,0.4865680185,0.5644087685,0.4800107074,0.3953731419,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"6",2,"POL LAM5-Ref-POL LAM6-Ref",-0.5027922525,-0.413366342,-0.314396895,-0.164005125,0.00064667499999993,0.112449025,0.181893125,0.173208375,0.033945875,-0.075246075,-0.25082264,-0.49829059,-0.622817915,-0.6858332375,-0.649860492,-0.660373192,-0.705558317,-0.8146343945,-0.921739375,-0.946793975,-0.967063875,-1.004765025,-0.8223325295,-0.4734083295,-0.2974683295,-0.1069630295,-0.1437241235,-0.4335608485,-0.540188567,-0.501306467,-0.2960395185,-0.1094699935,0.0534480749999999,0.069796575,-0.074088725,-0.023088275,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"7",2,"POL LAM6-Ref-POL LAM7-Ref",-0.2727741795,-0.2390918795,-0.250278588,-0.2246982825,-0.1473403625,-0.0556969125,0.010796344,-0.0774303945,0.0584243805,0.1620513305,0.160497916,0.3465806895,0.21213385575,0.05131071368,-0.01520118982,-0.19994659982,-0.25754161607,-0.253206662,-0.1516539585,-0.08499332135,-0.16093122135,-0.20527273135,-0.17506027635,0.0180696465,0.175603772,0.2034375525,0.1736995325,0.1190099825,0.275734857,0.4249312745,0.3969130395,0.3630372395,0.3720784395,0.5455352895,0.8044912895,0.8031230095,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"8",2,"POL LAM3-Ref-POL LAM4-Ref",-0.11658684845,-0.25036657845,-0.27567203825,-0.16553965825,0.03966229175,0.22867995675,0.23585370375,0.21088456375,0.19407596375,0.15796006875,0.1215990589,-0.0112470311,-0.0797540561,-0.0450160261,-0.000402993250000004,0.12904079125,0.06613765125,-0.11017674875,-0.19106550775,-0.23944539225,-0.19124105725,-0.12546809225,-0.13450599225,-0.21938914225,-0.25581453725,-0.25935207725,-0.08829972925,0.30421762075,0.53261244575,0.66607857075,0.63016766775,0.3863190892,0.3362073392,0.3441013792,0.2083447462,0.07100057475,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"9",2,"POL ROF4-Ref-POL ROF5-Ref",-0.107476937,-0.097843732,-0.083453032,-0.0195162255,0.04003022,0.017150245,-0.04768520635,-0.21449800635,-0.35474920635,-0.44750798135,-0.55315748,-0.51700138,-0.4589323015,-0.3277020715,-0.0949918715,0.0286574785,0.15090415,0.13965332,0.12933982,0.32251692,0.61894132,0.97781807,1.01151587,0.7663626755,0.4003250835,0.0150937085,-0.168226173,-0.13456785255,-0.02276411055,0.02265965645,-0.00617456705,-0.113864343,-0.26098656,-0.3333933865,-0.4022134815,-0.4504598315,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"10",2,"POL RPC2-Ref-POL RPC3-Ref",-0.3508881185,-0.3926999515,-0.34882187905,-0.20389386315,-0.18100651815,-0.21992107615,-0.1455623086,-0.0741725745,0.00206770550000002,0.0962788625,0.0525904925,-0.01223387675,0.01719327325,0.07522647325,0.0522642585,0.10566943775,0.18285870275,0.08198193625,0.100039431,0.04770731865,-0.12012269635,-0.15585422985,-0.19448329385,-0.225276447,-0.248056732,-0.308864282,-0.3008579145,-0.213714259,-0.17247682265,-0.04976149265,0.02534352385,0.10650892385,0.2346014875,0.2783541975,0.142159126,-0.114395524,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
