"","trial","electrodes","bin_1","bin_2","bin_3","bin_4","bin_5","bin_6","bin_7","bin_8","bin_9","bin_10","bin_11","bin_12","bin_13","bin_14","bin_15","bin_16","bin_17","bin_18","bin_19","bin_20","bin_21","bin_22","bin_23","bin_24","bin_25","bin_26","bin_27","bin_28","bin_29","bin_30","bin_31","bin_32","bin_33","bin_34","bin_35","bin_36","X","SID","newround_time","choice_time","buttonpress_time","reveal_time","self_payoff","other_payoff","self_foregone","other_foregone","RT","side_chosen","self_var_payoff","other_var_payoff","ineq_var_abs","ineq_choice_abs","ineq_foregone_abs","ineq_disadvent","ineq_advent","ineq_disadvent_choice","ineq_advent_choice","ineq_var","ineq_choice","chose_equality","self_diff","other_diff","L_self","R_self","L_other","R_other"
"1",2,"POL RPC5-Ref-POL RPC6-Ref",0.6356853213,0.4991113213,0.37786844615,0.42803549615,0.69101633585,1.10836523585,1.483321311,1.660857411,1.619834711,1.399046761,1.050995325,0.619076175,0.162681875,-0.116109475,-0.185890589,-0.085677519,0.103961191,0.155295791,0.046608341,-0.077839729,-0.103348089,-0.0028321738,0.1879509412,0.3342509772,0.3541427072,0.271083642,0.160618077,0.106884591,0.14895480625,0.26516604125,0.38465180125,0.4280624632,0.35420356795,0.16435718295,-0.10482447705,-0.302269689,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"2",2,"POL RPC4-Ref-POL RPC5-Ref",0.41754499,0.240930695,0.18497430365,0.33355784465,0.67632769465,1.06594599465,1.235348186,1.1048586405,0.7501802905,0.3948667905,0.21311907885,0.23849779935,0.41519579935,0.57064807935,0.585253139,0.456027714,0.210628514,-0.076243716,-0.228544064,-0.213744664,-0.03350349345,0.25761860655,0.49368250655,0.63857840655,0.6720674634,0.5703086834,0.3207705834,0.0522132834,-0.054424434,0.0145053795,0.2382262795,0.4637761145,0.5135744315,0.418103198,0.275867248,0.177277013,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"3",2,"POL RHP6-Ref-POL RHP7-Ref",0.6304783725,1.1243869225,1.5083059045,1.6962546045,1.6466560545,1.3885279795,1.02089879845,0.67216554845,0.42416434845,0.27544822345,0.1616573045,0.00635970450000001,-0.1621429455,-0.2062142455,-0.0677342525,0.2368327475,0.5888709975,0.8096921975,0.8568139045,0.8258570045,0.8528990045,0.9700612545,1.0877144045,1.050915317,0.833564667,0.657292373,0.650956823,0.7943501105,0.91719256415,0.78254965815,0.47806720815,0.21859030815,0.0789201545,0.0417146545,0.0512275545,0.122138263,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"4",2,"POL ROF2-Ref-POL ROF3-Ref",-0.739178818,-0.492775798,-0.226616348,-0.015624998,0.1242831985,0.2301002285,0.3567314285,0.5250999285,0.6952807285,0.7744462785,0.6636324285,0.3182550755,-0.2014248245,-0.6282296245,-0.8091147795,-0.7319982735,-0.4393139235,-0.1331353235,0.1062630315,0.2985852785,0.4268848285,0.4353476285,0.268131378,-0.082124022,-0.553468322,-0.991030822,-1.3005895715,-1.4445070715,-1.3535568215,-1.1076546465,-0.764152594,-0.378506194,-0.099062894,-0.00978585235000001,-0.14545400485,-0.41145060485,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"5",2,"POL ROF5-Ref-POL ROF6-Ref",-0.60250275135,-0.52541959385,-0.27563659385,0.07220330615,0.33410075615,0.50566309865,0.65632939865,0.82664199865,0.99675859865,1.09353704865,1.04063794865,0.80369092465,0.39049597465,-0.12355697535,-0.44957197535,-0.54311965135,-0.44019680135,-0.23806150135,-0.22409400135,-0.34579715135,-0.40503825135,-0.3207762544,-0.0977671044,0.1494142456,0.2491760236,0.19387917165,0.07968177165,0.00699666165,0.02539339865,0.12580230365,0.24911490365,0.32570041365,0.30131574735,0.13733959735,-0.17433810265,-0.50176975265,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"6",2,"POL LAM5-Ref-POL LAM6-Ref",0.1495333465,1.0244630465,1.8210129915,2.3084873415,2.4088038415,2.1225755915,1.5304965415,0.776255118,0.078879918,-0.363970632,-0.555727082,-0.6097590085,-0.7126469085,-0.7812624085,-0.6978154175,-0.4294500175,0.0242327325,0.4073596825,0.6316905915,0.7607660415,0.8160216915,0.7306598415,0.40024054,-0.04183646,-0.2669641595,-0.2382436095,0.036682092,0.356949642,0.4328594415,0.3285968915,0.121106003,-0.162988547,-0.454584397,-0.601380827,-0.558967873,-0.350141173,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"7",2,"POL LAM6-Ref-POL LAM7-Ref",-1.61621004955,-1.580520286,-1.531656856,-1.50157632,-1.482307055,-1.46861749,-1.471200065,-1.496363765,-1.51780787,-1.48528007,-1.36535513,-1.17468729,-0.986454685,-0.902413785,-0.9975119495,-1.2513748045,-1.5192716545,-1.6792891334,-1.7177960134,-1.7088384784,-1.7995703784,-2.0471226995,-2.269732205,-2.359257035,-2.307471285,-2.154330435,-2.069640235,-2.104555385,-2.153463985,-2.05458809345,-1.72974339345,-1.20194384345,-0.63771104345,-0.297863385,-0.348944535,-0.7319594875,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"8",2,"POL LAM3-Ref-POL LAM4-Ref",0.8203717615,1.2024512115,1.33822245,1.2111097745,0.8605951245,0.3938355745,0.0681938745,0.000166363800000013,0.1868691138,0.5420710138,0.8016541638,0.8167879935,0.5568509935,0.2537960935,0.1606110445,0.307269251,0.671791001,1.018761251,1.14511665,1.0844283,0.88706450635,0.59268705635,0.28683410635,0.11044840635,0.099094632025,0.217080270125,0.350976985125,0.357703235125,0.2574482031,0.137404965,0.04540345,-0.0252028499999999,-0.1120144,-0.1876431,-0.18282095,-0.0621918945,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"9",2,"POL ROF4-Ref-POL ROF5-Ref",0.4789115919,0.1199423819,-0.2637473181,-0.5574929181,-0.7241194531,-0.7897482931,-0.7992588931,-0.7559133501,-0.6273855226,-0.4051696726,-0.1410767226,0.0566626844000001,0.0901191569,-0.06493762245,-0.34592537245,-0.64950852245,-0.91006917245,-1.1178419431,-1.2632693931,-1.3088547931,-1.2401408931,-1.0508630981,-0.80233104695,-0.63667548145,-0.65908883145,-0.82839342645,-0.8657209061,-0.6629301216,-0.2041069716,0.3794640784,0.7465425569,0.7980717569,0.5867376569,0.2159915414,-0.2179138586,-0.6438927086,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"10",2,"POL RPC2-Ref-POL RPC3-Ref",0.3226689849,0.4447217349,0.5926699524,0.76346245,0.93647565,1.0682557,1.1024803,0.99408327,0.766278592,0.565756746,0.540671946,0.729083176,1.054641504,1.3164568,1.33752515,1.080806734,0.627559034,0.183320434,-0.087095416,-0.1696642,-0.1235141,-0.0894769,-0.14523325,-0.24862,-0.3778161,-0.49603425,-0.48423095,-0.35169609,-0.115563193,0.161876827,0.31643348642,0.32788472642,0.22897662942,0.05820915942,-0.1624325,-0.37609375,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"11",2,"POL RAM6-Ref-POL RAM7-Ref",0.0788138810000001,0.373377881,0.750180431,0.931763294,0.857193578,0.577464078,0.248259128,0.064430065,0.0837114900000001,0.2858703335,0.5369957535,0.6334090885,0.4904311485,0.256117655,0.190324705,0.32304187,0.61684917,0.8286025085,0.6813421885,0.4272873885,0.300535614,0.32332483885,0.45580663385,0.44803933385,0.33023730835,0.285990644,0.35602074035,0.52830843785,0.68284593225,0.80911823325,0.9784852419,1.1961136444,1.39397875,1.5325481,1.66239345,1.828679,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"12",2,"POL LAM1-Ref-POL LAM2-Ref",0.537827436,0.695124736,0.7618617065,0.76474592,0.7158553025,0.5856074525,0.3363440025,0.1817912225,0.3047427115,0.7317302615,1.4129133115,1.9986906615,2.19054789,1.938257366,1.392262791,0.874249266,0.56515822275,0.48997229675,0.59109972175,0.72681719675,0.84437689,0.92809944,0.94024364,0.92221528,0.98475893,1.18021968,1.47153613,1.69996084,1.71222399,1.49320865,1.1196465735,0.7421481735,0.5163424445,0.4870491945,0.618319171,0.801220821,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"13",2,"POL RPC3-Ref-POL RPC4-Ref",0.12987345,0.21303555,0.4447529055,0.8280063055,1.2609501055,1.5920771055,1.7626781,1.7757663,1.66133635,1.4461847085,1.1455522585,0.7958761585,0.5233924085,0.42382505,0.504571095,0.713599678295,0.899369635295,0.946320670295,0.833145975295,0.602814742,0.416570785,0.38763865,0.5274350185,0.7753500635,0.9557738081,0.9633154081,0.8213518896,0.6132501946,0.43447655,0.3436336,0.3348292,0.34507345,0.31263575,0.30139155,0.41886763505,0.70736813505,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
