"","trial","electrodes","bin_1","bin_2","bin_3","bin_4","bin_5","bin_6","bin_7","bin_8","bin_9","bin_10","bin_11","bin_12","bin_13","bin_14","bin_15","bin_16","bin_17","bin_18","bin_19","bin_20","bin_21","bin_22","bin_23","bin_24","bin_25","bin_26","bin_27","bin_28","bin_29","bin_30","bin_31","bin_32","bin_33","bin_34","bin_35","bin_36","X","SID","newround_time","choice_time","buttonpress_time","reveal_time","self_payoff","other_payoff","self_foregone","other_foregone","RT","side_chosen","self_var_payoff","other_var_payoff","ineq_var_abs","ineq_choice_abs","ineq_foregone_abs","ineq_disadvent","ineq_advent","ineq_disadvent_choice","ineq_advent_choice","ineq_var","ineq_choice","chose_equality","self_diff","other_diff","L_self","R_self","L_other","R_other"
"1",2,"POL RPC5-Ref-POL RPC6-Ref",-0.4376173823,-0.2667319823,0.0980218677,0.5475862677,0.889887184,0.983095084,0.7922244245,0.4489736995,0.16558515485,0.04713880485,0.09141336435,0.17092188935,0.1203226455,-0.0855245045,-0.3547307545,-0.5971597045,-0.776427916,-0.845466966,-0.843821766,-0.837592116,-0.825970266,-0.828895716,-0.830441266,-0.788689566,-0.706920366,-0.625143766,-0.572060516,-0.515305616,-0.4028017495,-0.2187381495,-0.00500824950000001,0.1380526005,0.130223408,-0.040019392,-0.318830992,-0.564246042,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"2",2,"POL RPC4-Ref-POL RPC5-Ref",-0.4879723453,-0.269477772,0.058150828,0.296706953,0.2563828865,-0.1278191635,-0.5575595135,-0.750585623,-0.6800406945,-0.4068212945,-0.259217092,-0.4259045325,-0.7068712325,-0.9371156325,-1.076009685,-1.141632885,-1.194829335,-1.218250535,-1.179107035,-1.080477035,-1.024147985,-1.102138385,-1.160051685,-1.060249841,-0.774708791,-0.360934591,-0.045949291,0.042421755,-0.013579985,-0.080621235,-0.086128435,-0.042827575,-0.048759768,-0.184163928,-0.458810978,-0.783458678,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"3",2,"POL RHP6-Ref-POL RHP7-Ref",-0.062595166,0.022252724,-0.008245156,-0.11823451585,-0.26559476835,-0.41468335835,-0.55519510835,-0.66890335835,-0.65844505835,-0.50020610035,-0.18623580035,0.24519294965,0.63231989965,0.86350524165,0.88004994165,0.71252407165,0.49364035165,0.41709450165,0.61611520165,1.07787672165,1.62294299165,1.96440429165,1.87944334165,1.44214689165,1.07668094165,1.00506694165,1.24913094165,1.61554289165,1.69234519165,1.38610946165,0.83088614415,0.21525684415,-0.21722735585,-0.42912952585,-0.50882560835,-0.53515510835,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"4",2,"POL ROF2-Ref-POL ROF3-Ref",1.18268045165,1.42706342565,1.19166618365,0.57315078365,0.06439793365,-0.20666028135,-0.27032174435,-0.22435274435,-0.39318219435,-0.63628852935,-0.81311752435,-0.77059872435,-0.52073877185,-0.23170044685,0.02899579315,0.14760048915,0.09521688665,-0.09078923835,-0.35151297835,-0.56987382435,-0.66524182435,-0.64332927435,-0.52260922435,-0.39983197435,-0.35997912435,-0.40484782435,-0.49768252435,-0.55626162435,-0.55235817435,-0.50829157435,-0.49146142435,-0.58473167435,-0.62825977435,-0.54283344485,-0.33039234485,-0.04587676285,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"5",2,"POL ROF5-Ref-POL ROF6-Ref",1.7414477615,1.3569423915,0.7250517915,0.1987204615,-0.0077500385,0.1526023815,0.5190624815,0.8001495115,0.8525383115,0.6525398095,0.2542743095,-0.2278404905,-0.6080138405,-0.7540632385,-0.6702478785,-0.4509577185,-0.2727553185,-0.2130923185,-0.2229865285,-0.2815369385,-0.4058332885,-0.6317059385,-0.7874071885,-0.7915537885,-0.618876446564,-0.354736601564,-0.305571701564,-0.374613251564,-0.3713857525,-0.2751517475,-0.0703826975,0.1326455025,0.2615750115,0.3680480115,0.4489234615,0.4266124315,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"6",2,"POL LAM5-Ref-POL LAM6-Ref",0.1334393165,0.3810781165,0.5369139015,0.526402935,0.2956528385,0.0419949385,-0.0324878632,0.0905286833,0.3906737833,0.60778443789,0.55418695459,0.35149815459,0.21008336959,0.24070648,0.43336503,0.64142423,0.68461433025,0.63455976175,0.67770816175,0.87700856175,1.1729356465,1.3582656,1.32490495,1.2554529,1.31038,1.5004057,1.6606332,1.5258899945,1.0204714945,0.4285522945,0.0270234445,-0.1619045,-0.1556785,-0.11484535,-0.1416401,-0.16471705,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"7",2,"POL LAM6-Ref-POL LAM7-Ref",0.409242519,0.704882019,1.062105769,1.311571719,1.2501377745,0.8893695745,0.4704448745,0.1784325245,0.01658685,-0.0754049999999999,-0.140799,-0.24544255,-0.32000005,-0.1436754745,0.1813388005,0.5626120005,0.8832703255,0.894976072,0.652121147,0.395006847,0.240679522,0.2446004,0.35258165,0.3811196,0.26189285,0.09957105,0.0984258285,0.2249726335,0.4225544538,0.4925953038,0.4204441353,0.48858465935,0.73602038905,1.13803443905,1.38497387905,1.2485350505,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"8",2,"POL LAM3-Ref-POL LAM4-Ref",0.40577777425,0.16684662425,-0.12229222575,-0.38427302575,-0.55852201,-0.60402751,-0.518589635,-0.366017708,-0.201630008,-0.0791271405,-0.0676679355,-0.1370595625,-0.1235606765,0.084060406,0.505746526,1.034684776,1.42173219,1.48934569,1.21890394,0.723993614,0.159956264,-0.318879336,-0.559410536,-0.59877191,-0.55582756,-0.48860551,-0.41450644,-0.317998268,-0.165428568,0.037375632,0.235393862,0.47498914,0.80337694,1.14447994,1.31760319,1.14847948,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"9",2,"POL ROF4-Ref-POL ROF5-Ref",-0.1869028,-0.1449564,-0.0542805,0.0394024,0.09125445,0.1066403,0.0629635,-0.070533,-0.19694775,-0.153404454,0.041286296,0.341130846,0.604817796,0.6224684,0.42200745,0.2263962,0.1392736,0.10369415,0.03224645,0.1206807705,0.4644960705,1.0961327705,1.9261356205,2.4258612,2.33755455,1.69757574,0.91073459,0.457406521,0.404654621,0.717623231,1.096645731,1.1948463,1.0331497884,0.6764836884,0.2575900384,-0.0641707116,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"10",2,"POL RPC2-Ref-POL RPC3-Ref",0.29293795,0.32981105,0.21796670315,-0.09078899685,-0.41851269685,-0.57819398185,-0.58804454,-0.45865165,-0.3780494,-0.528551865,-0.69639076,-0.6059352665,-0.2713752165,0.2066223835,0.5698148335,0.569014329,0.271180769,-0.155863331,-0.539961881,-0.75907161,-0.7181891195,-0.3981754195,0.1253524305,0.7172387305,1.24812335,1.66727195,1.93802745,2.02380195,1.92690295,1.69627645,1.38879195,1.039427,0.633809197,0.155816247,-0.316004253,-0.681295903,1714,"DG_s09",3,3.625,4.797,4.797,12,12,10,10,1.172,"Left",12,12,0,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
