"","trial","electrodes","pre_13","pre_12","pre_11","pre_10","pre_9","pre_8","pre_7","pre_6","pre_5","pre_4","pre_3","pre_2","pre_1","post_1","post_2","post_3","post_4","post_5","post_6","post_7","post_8","post_9","post_10","post_11","post_12","post_13","post_14","post_15","post_16","post_17","post_18","post_19","post_20","post_21","post_22","post_23","post_24","post_25","post_26","post_27","post_28","post_29","X","SID","newround_time","choice_time","buttonpress_time","reveal_time","self_payoff","other_payoff","self_foregone","other_foregone","RT","side_chosen","self_var_payoff","other_var_payoff","ineq_var_abs","ineq_choice_abs","ineq_foregone_abs","ineq_disadvent","ineq_advent","ineq_disadvent_choice","ineq_advent_choice","ineq_choice","chose_equality","self_diff","other_diff","L_self","R_self","L_other","R_other"
"1",2,"POL LAM3-Ref-POL LAM4-Ref",0.0316328908333333,0.00946055950000001,0.0444454208333333,0.0729851605,-0.0163628468333333,-0.0665411441666667,-0.0169480448333333,0.1532497965,0.2420777325,0.205250105833333,0.0500440365,0.0679752365,-0.0242020175,-0.0828019548333333,-0.1914168365,-0.114592861166667,-0.0181351818333333,0.0834883798333333,0.172996691833333,0.0723403991666667,-0.0536048861666667,-0.1511802835,-0.0124509261666667,-0.0362840315,-0.0738251341666667,-0.226185960833333,-0.142886604166667,-0.159444504166667,-0.174306614833333,-0.1841053075,-0.2890292075,-0.204034252166667,-0.207252472833333,-0.0695987235,-0.0763672595,-0.116295034833333,-0.0923341935,-0.1038526841,-0.0125602461,-0.111134820766667,-0.0345073029,-0.1729676049,1030,"DG_s06",5,5.703,9.531,9.531,12,12,10,10,3.828,"Left",12,12,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"2",2,"POL LAM4-Ref-POL LAM5-Ref",0.18342402705,0.108944480983333,0.0619850123166667,-0.07423398235,-0.129905149016667,-0.00116898835,0.0423213649833333,0.204456778316667,0.199784998316667,0.231143980983333,0.117384932116667,-0.00936537255,-0.02415286655,0.05431351565,0.0816823269833333,0.141219664983333,0.20438432765,0.166897666983333,0.110736350316667,-0.03689589035,0.12703656365,0.133682488983333,0.22892049365,0.0605950583166667,0.108584496316667,0.0818068143166667,0.133999864983333,0.04536746165,-0.02439423795,0.0360600667166667,0.0865520073833333,0.08840695273,0.16083226473,0.167732875396667,0.15492247165,7.86347666666826e-06,-0.0576142505233333,-0.0700252278566667,-0.136401645016667,-0.119478812096667,0.0580377719033333,0.168192833236667,1030,"DG_s06",5,5.703,9.531,9.531,12,12,10,10,3.828,"Left",12,12,0,0,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"3",3,"POL LAM4-Ref-POL LAM5-Ref",-0.11568140095,0.0129276743833333,0.0803144077166667,0.169852983916667,0.11788287725,0.0659805865833333,0.0165273803833333,0.04424962705,-0.0200470822833333,-0.0440592162833333,-0.168054605016667,-0.0436185250166667,0.0666410569833333,0.160406596383333,0.0777678755833333,0.0645587735833333,0.0805503841833333,0.165791220316667,0.124710762316667,0.0568315917166667,-0.0605850838833333,-0.0984095758833333,-0.0730159152166667,-0.05885166895,0.0182940783833333,-0.0795316510166667,-0.104686737016667,-0.209894497016667,-0.05691734495,-0.09262392495,0.000382461716666664,-0.0935028122833333,-0.06688644095,-0.11559139495,-0.09944424295,-0.11425316495,-0.0986266422833333,-0.131625789616667,0.0236605543833333,0.0668489717166667,0.13064573705,0.0366325423833333,1031,"DG_s06",10.531,11.235,13.188,13.188,10,10,8,8,1.953,"Left",8,8,0,0,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"4",3,"POL LAM3-Ref-POL LAM4-Ref",0.12967637335,0.197169510016667,0.12552679935,0.16161606015,0.0473099934833333,0.202245083483333,0.266315201483333,0.24097243615,0.0692867428166667,-0.07853135585,-0.0352169631833333,0.00920560748333333,0.01542090595,-0.105337321383333,-0.0165852733833333,-0.04349294585,0.07430028235,0.0841488276833333,0.0879542470166667,0.134036665483333,0.218155266816667,0.297310763483333,0.149396976816667,-0.06715952585,-0.09499152385,-0.0990701871166667,-0.0584088057833333,-0.00318840178333333,0.124804521483333,0.11984311415,-0.00716253518333333,-0.00929989718333333,-0.01119418165,0.15339194035,0.149857171016667,0.121255094816667,-0.0444426871833333,-0.0766812271833333,-0.0141723895833333,0.0160738944166667,0.00220636375,0.0824029534833333,1031,"DG_s06",10.531,11.235,13.188,13.188,10,10,8,8,1.953,"Left",8,8,0,0,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"5",4,"POL LAM4-Ref-POL LAM5-Ref",-0.107112194833333,-0.0934449108333333,-0.0521930255,-0.0183062308333333,-0.0886540301666667,-0.144756488166667,-0.0713134315,0.0312892451666667,0.0557111098333333,0.0422072571666667,0.0388330351666667,-0.00758699083333333,0.0142455818333333,-0.0843592541,-0.0581001854333333,-0.158128558766667,-0.0208165181666667,0.0229461718333333,0.103074448166667,0.00800917283333333,0.0501054041666667,0.0896545678333333,0.128327985166667,0.178010075166667,0.236717361833333,0.154929453833333,0.0853764437,0.0259069877,0.0574605757,-0.0625283681666667,-0.146323292833333,-0.1563209967,-0.0443123493666667,0.0179503639666667,0.0564864298333333,0.0301357861,0.0856014694333333,0.107904428966667,0.0744703720333333,-0.0347011233,-0.00397153249999999,-0.0617762725,1032,"DG_s06",14.188,14.891,16.531,16.531,28,4,10,10,1.64,"Left",28,4,24,24,0,0,-24,0,-24,24,"Advent",18,-6,28,10,4,10
"6",4,"POL LAM3-Ref-POL LAM4-Ref",-0.110887225333333,0.0753675813333333,0.244808168666667,0.108651978666667,0.034273474,-0.017391794,-0.0689598793333333,-0.0362138340666667,-0.121156570066667,-0.0759836620666667,-0.132537567333333,-0.0805713286666667,0.05400061,0.052085112,0.0828387046666667,-0.0623965086666667,-0.0244795893333333,0.134137162666667,0.190566396,0.1350508328,-0.101006220533333,-0.0666591872,-0.0344969306666667,0.0797468493333333,0.0921274493333333,0.142299833,0.108004646333333,0.146912711,0.0923399106666667,0.0270044046666667,-0.01901608,-0.01131104,-0.0106204861333333,0.0474980472,0.0686043338666667,0.270904752666667,0.169802292,0.211927745333333,0.0393534186666667,0.015300904,-0.068900694,-0.0933160413333333,1032,"DG_s06",14.188,14.891,16.531,16.531,28,4,10,10,1.64,"Left",28,4,24,24,0,0,-24,0,-24,24,"Advent",18,-6,28,10,4,10
"7",5,"POL LAM4-Ref-POL LAM5-Ref",0.0258288266666667,-0.0231664973333333,0.113096977333333,0.135788162,0.187874778,0.100723538666667,0.101665160666667,0.182610282,0.232867154933333,0.226185488266667,0.0867879009333333,-0.0582998353333333,-0.020854636,0.0384132553333333,0.190968564666667,0.153701352266667,0.0834803916,0.0516159016,0.103978788,0.281734147333333,0.281274430666667,0.256505330666667,0.0596688946666667,0.0764615204066667,0.0861981280733333,0.11991231074,0.141710002333333,0.2093235712,0.289744782533333,0.203975267866667,0.190635462666667,0.269320264666667,0.334222130533333,0.2891392652,0.233555329866667,0.228031885333333,0.160422062666667,0.112746488666667,0.107047495466667,0.179697259466667,0.1297725588,0.109688072666667,1033,"DG_s06",17.531,18.235,19.25,19.25,22,6,10,10,1.015,"Right",22,6,16,16,0,0,-16,0,-16,16,"Advent",12,-4,10,22,10,6
"8",5,"POL LAM3-Ref-POL LAM4-Ref",-0.134022448473333,-0.2087935025,-0.0917257725,0.0725924168333333,0.2077683575,0.223247140833333,0.0613352288333333,-0.0822673985,-0.101043447833333,-0.0700652998333333,0.0233582741666667,0.0842357435,0.0342537081666667,-0.0677333385,-0.1806400265,-0.152789255833333,-0.153408771833333,-0.0670692238333333,-0.1180284285,-0.0622318517866667,-0.19256013112,-0.0658675044533333,0.000399030833333328,-0.0127903291666667,-0.0661547888333333,-0.113483148166667,-0.0942527955,-0.1386065625,-0.101570311166667,-0.0391727551666667,-0.00290354783333334,-0.0417150643666667,-0.1062053397,-0.0548785190333333,-0.000532033966666665,0.0217034689,0.0211185789,0.0530377023666667,0.0909321855,0.0568463141666667,-0.0479702964333333,-0.0507859371,1033,"DG_s06",17.531,18.235,19.25,19.25,22,6,10,10,1.015,"Right",22,6,16,16,0,0,-16,0,-16,16,"Advent",12,-4,10,22,10,6
"9",6,"POL LAM3-Ref-POL LAM4-Ref",-0.1418072875,-0.100480120833333,-0.0633757695,-0.0672937255,-0.1066174079,-0.0779407159,-0.0571066359,-0.0140271508333333,0.0573355565,-0.00586300150000001,0.00920544249999999,-0.0519006695,0.0256246551666667,0.0255508651,0.0317242297666667,-0.0910201264666667,-0.2358147564,-0.1640356024,-0.0820707261666667,0.130080041833333,-0.0149599435,-0.0195873339666667,-0.157808646633333,-0.0941095103,-0.0962236178333333,0.00505006243333334,0.1331212381,0.132940089433333,0.0667090351666667,-0.0742005868333333,-0.156332198166667,-0.1770769475,-0.210369078833333,-0.204092312166667,-0.179222728833333,-0.0626213481666667,0.0689001338333333,0.1539451201,0.214413932766667,0.0811211790333333,-0.0371196205666667,-0.157762020566667,1034,"DG_s06",20.25,20.953,22.453,22.453,30,15,10,10,1.5,"Left",30,15,15,15,0,0,-15,0,-15,15,"Advent",20,5,30,10,15,10
"10",6,"POL LAM4-Ref-POL LAM5-Ref",-0.210241817833333,-0.138044152166667,0.0912264345,0.216260171166667,0.2393696515,0.0753436484333334,-0.0615006929,-0.126972947566667,-0.159821357166667,-0.0563562758333333,0.0796841655,0.0224839268333333,-0.0410027971666667,-0.230334183833333,-0.240250347833333,-0.3640532305,-0.299141485166667,-0.2501386285,-0.131810953166667,-0.1062516085,-0.1299910485,-0.127405433833333,-0.1346037105,-0.0275008325,0.0206609108333334,-0.0151371025,-0.0804267331666667,-0.172345915833333,-0.0938388551666667,-0.1399017663,-0.146003184966667,-0.202346632966667,-0.2719685705,-0.271196691833333,-0.261789267833333,-0.1622741345,-0.0830094451666667,-0.0917591551666667,-0.0709758938333333,-0.106801687166667,-0.1215582545,-0.00411882249999998,1034,"DG_s06",20.25,20.953,22.453,22.453,30,15,10,10,1.5,"Left",30,15,15,15,0,0,-15,0,-15,15,"Advent",20,5,30,10,15,10
